"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_AS0007","ACCT_AS0008","ACCT_AS0009","ACCT_AS0013","ACCT_AS0016","ACCT_AS0017","ACCT_AS0022","ACCT_AS0023","ACCT_AS0024","ACCT_AS0025","ACCT_AS0032","ACCT_AS0036","ACCT_CM0099","ACCT_CH0007","ACCT_CH0008","ACCT_CH0015","ACCT_CH0016","ACCT_CH0017","ACCT_CH0018","ACCT_CH0019","ACCT_CH0020","ACCT_CH0021","ACCT_CH0022","ACCT_CH0023","ACCT_CH0024","ACCT_CH0025","ACCT_CH0026","ACCT_CH0027","ACCT_CH0028","ACCT_CH0029","ACCT_CH0030","ACCT_CH0031","ACCT_CH0032","ACCT_CH0033","ACCT_CH0034","ACCT_CH0035","ACCT_CH0036","ACCT_CH0037","ACCT_CH0038","ACCT_CH0039","ACCT_CH0040","ACCT_CH0047","ACCT_CH0048","ACCT_DL0002","ACCT_DL0009","ACCT_DL0016","ACCT_DL0022","ACCT_DL0023","ACCT_DL0024","ACCT_DL0025","ACCT_DL0026","ACCT_DL0027","ACCT_DL0028","ACCT_DL0030","ACCT_DL0037","ACCT_DL0044","ACCT_DL0050","ACCT_DL0051","ACCT_DL0052","ACCT_DL0053","ACCT_DL0054","ACCT_DL0055","ACCT_DL0056","ACCT_DL0057","ACCT_DL0058","ACCT_DL0059","ACCT_DL0060","ACCT_DL0061","ACCT_DL0062","ACCT_DL0063","ACCT_DL0064","ACCT_DL0065","ACCT_DL0066","ACCT_DL0067","ACCT_DL0068","ACCT_DL0069","ACCT_DL0070","ACCT_DL0071","ACCT_DL0072","ACCT_DL0073","ACCT_DL0074","ACCT_DL0075","ACCT_DL0076","ACCT_DL0077","ACCT_DL0078","ACCT_DL0079","ACCT_DL0080","ACCT_DL0081","ACCT_DL0082","ACCT_DL0083","ACCT_DL0084","ACCT_DL0085","ACCT_DL0086","ACCT_DL0087","ACCT_DL0088","ACCT_DL0089","ACCT_DL0090","ACCT_DL0091","ACCT_DL0092","ACCT_DL0093","ACCT_DL0094","ACCT_DL0095","ACCT_DL0096","ACCT_DL0097","ACCT_DL0098","ACCT_DL0099","ACCT_DL0100","ACCT_DL0101","ACCT_DL0102","ACCT_DL0103","ACCT_DL0104","ACCT_DL0105","ACCT_DL0106","ACCT_DL0107","ACCT_DL0108","ACCT_DL0109","ACCT_DL0110","ACCT_DL0111","ACCT_DL0112","ACCT_DL0113","ACCT_DL0114","ACCT_DL0115","ACCT_DL0116","ACCT_DL0117","ACCT_DL0118","ACCT_DL0119","ACCT_DL0120","ACCT_DL0122","ACCT_DL0123","ACCT_DL0124","ACCT_DL0125","ACCT_DL0126","ACCT_DL0127","ACCT_DL0128","ACCT_DL0129","ACCT_DL0130","ACCT_DL0131","ACCT_DL0132","ACCT_DL0133","ACCT_DL0134","ACCT_DL0135","ACCT_DL0136","ACCT_DL0137","ACCT_DL0138","ACCT_DL0139","ACCT_DL0140","ACCT_DL0141","ACCT_DL0142","ACCT_DL0144","ACCT_DL0145","ACCT_DL0146","ACCT_DL0147","ACCT_DT0001","ACCT_DT0002","ACCT_DT0003","ACCT_DT0004","ACCT_DT0005","ACCT_DT0006","ACCT_DT0007","ACCT_DT0008","ACCT_DT0009","ACCT_DT0010","ACCT_DT0011","ACCT_DT0012","ACCT_DT0013","ACCT_DT0014","ACCT_DT0015","ACCT_DT0016","ACCT_IN0001","ACCT_IN0002","ACCT_IN0003","ACCT_IN0004","ACCT_IN0005","ACCT_IN0006","ACCT_IN0007","ACCT_IN0008","ACCT_IS0005","ACCT_IS0010","ACCT_IS0029","ACCT_IS0030","ACCT_LQ0013","ACCT_LQ0014","ACCT_LQ0015","ACCT_LQ0016","ACCT_LQ0017","ACCT_IS0048","ACCT_IS0049","ACCT_DL0148","ACCT_DL0149"
4792,6/30/2025 0:00:00,2083,Subm,0,0,22476671,95712934,129900,841502,0,0,0,0,0,17075307,0,119526,43132,10386,9210,0,0,291,3491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1239,3523,119286,21673,1120,6062,9607,0,16789,8,22274,150349,0,22468,7726,0,0,0,7726,1,1516033,209913,153622,22858,0,386393,5,485718,172465,0,101667,0,274132,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,687895,0,0,863330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,40256650,0,0,0,0,197,1889221,0,4687272,0,0,0,0,0,0,0,0,0,0,0
4799,6/30/2025 0:00:00,2087,Subm,1237000,1100000,3661512,0,0,3976,0,0,0,0,0,81843,0,1301,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4923,0,0,0,0,0,0,0,19409,0,3514,3961,0,0,0,3961,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285941,0,0,0,0,0,0,0,0,0,0,0
4805,6/30/2025 0:00:00,2089,Subm,25061000,0,32295766,0,0,10721,0,0,0,0,0,321014,0,7105,1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7464,7253,36628,0,0,43881,7,0,10457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17710,0,0,64095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701372,-500,0,0,0,0,0,0,0,0,0,0
4809,6/30/2025 0:00:00,2091,Subm,0,0,2190886,0,0,103141,0,0,239191,0,0,62211,0,31604,3087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,142770,25184,45381,29886,0,100451,8,18676,118149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169969,0,139880,0,0,139880,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198175,0,198175,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163033,0,0,867328,198175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405263,0,0,0,0,0,0,0,0,0,0,0
4828,6/30/2025 0:00:00,2094,Subm,0,0,1460592,13200000,0,118559,0,0,0,0,0,1087017,0,98731,4418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2046,0,0,38914,14464,9519,0,0,23983,3,102935,47040,0,0,16894,1889,0,0,18783,5,0,0,0,0,0,0,0,45467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183379,0,0,167412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,767904,0,0,0,0,0,0,0,0,0,19,349781
4845,6/30/2025 0:00:00,2099,Subm,11325000,0,13662960,8317000,0,487034,0,0,0,0,448652,632772,0,16590,2086,6164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3755,790,3788,6102,0,10680,7,0,4267,0,0,46166,0,0,0,46166,2,0,5635,0,0,0,5635,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56858,0,0,108108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,925297,0,0,0,0,0,0,0,0,0,0,0
4853,6/30/2025 0:00:00,2102,Subm,0,0,9772750,83042904,10923081,11450681,0,0,0,0,0,6577959,2205116,175604,61582,47939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14902,0,0,66220,22254,39726,4370,0,66350,24,0,56127,0,80232,29259,37115,60046,0,126420,9,0,51247,0,0,0,51247,2,33589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244501,244501,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173789,514665,0,370552,244501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4002,24729695,0,0,12,2108378,2,61806,0,3270699,0,0,0,0,0,0,0,0,0,0,0
4871,6/30/2025 0:00:00,2109,Subm,498377,0,654608,0,0,9570,0,0,0,0,0,2550,0,8396,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8420,0,0,0,0,0,0,0,0,0,0,0
4878,6/30/2025 0:00:00,2110,Subm,0,0,36759934,56932810,184100,184100,0,0,0,0,0,2927129,329618,40653,850,12174,2432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30533,0,0,42476,22647,52021,0,0,74668,13,178665,90907,0,67075,16208,39039,0,180005,235252,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338960,0,0,802978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3956,104066299,0,0,0,0,29,985244,0,5288484,70551,0,0,0,0,0,0,0,0,0,0
4884,6/30/2025 0:00:00,2114,Subm,26097000,0,30214739,8137000,0,306807,0,0,0,0,0,401482,0,4510,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6778,0,0,4205,0,0,0,0,0,0,0,26916,0,0,8057,0,0,0,8057,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,7043885,0,0,0,0,25,276628,0,1161376,0,0,0,0,0,0,0,0,0,0,0
4894,6/30/2025 0:00:00,2119,Subm,0,0,804711,5032393,0,10000,0,0,0,0,0,62000,0,10689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244799,0,0,0,0,0,0,0,0,0,0,0
4906,6/30/2025 0:00:00,2122,Subm,2138000,0,3047209,0,0,68450,0,0,0,0,0,13636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4904,0,437,0,5341,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4904,0,0,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69340,0,0,0,0,0,0,0,0,0,0,0
4915,6/30/2025 0:00:00,2123,Subm,0,0,12378749,71248349,1514100,2018487,0,0,89046,46550,0,24407907,92086286,361193,39305,118032,29090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48920,0,0,142511,58637,161260,17009,0,236906,69,70851,132620,0,55182,472,0,0,0,472,1,683563,0,0,0,0,0,0,102347,0,0,128,0,128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3428320,3428320,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311500,3429658,0,366029,3428320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2204,27815931,0,0,0,0,76,2286739,0,6569577,0,0,0,0,0,0,0,0,0,1,3428320
4936,6/30/2025 0:00:00,2130,Subm,745000,0,4369582,11700000,500,121024,0,0,0,0,0,372597,0,66203,17604,0,0,0,0,0,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4535,0,0,24335,19858,35533,279,0,55670,23,15759,48432,0,2130,0,0,0,0,0,0,54991,0,20024,0,0,20024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88584,65176,0,181146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2580,7077371,0,0,0,0,0,0,0,710562,0,0,0,0,0,0,0,0,0,0,0
4951,6/30/2025 0:00:00,2137,Subm,19674000,0,22379764,3235963,0,160000,0,0,0,0,0,492761,7853412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1172,0,0,0,1172,1,0,15877,0,0,0,2935,0,0,2935,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17049,2935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1314134,0,0,0,0,0,0,0,0,0,0,0
4960,6/30/2025 0:00:00,2139,Subm,59358000,0,67957384,8382393,7148097,7321327,0,0,7000,0,0,2070942,3918853,12818,3602,26419,27734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9400,0,5265,0,0,0,0,0,0,0,0,0,8092,4802,0,0,0,4802,3,19184,127421,0,127841,117688,0,0,0,117688,2,869335,1216812,100684,0,0,1317496,6,49802,0,0,0,0,0,0,0,26795,0,0,0,26795,1,0,0,0,0,0,0,0,131506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284313,71908,0,0,0,71908,1,0,0,0,0,0,0,0,320478,0,0,0,56514,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1641124,48120,0,214030,0,56514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3401,9274795,0,0,0,0,0,0,0,4486263,0,0,0,0,0,0,0,0,0,1,2181
4963,6/30/2025 0:00:00,2141,Subm,997000,0,2494822,19400279,879300,1333608,0,0,21950,0,0,14410767,0,26910,23803,0,0,0,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25033,0,0,69635,44710,6704,0,0,51414,25,50116,0,0,0,0,0,0,0,0,0,1588739,149341,0,0,0,149341,1,0,37743,39404,0,0,77147,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306943,70380,0,62645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008510,0,0,0,0,0,0,0,0,0,0,0
4966,6/30/2025 0:00:00,2143,Subm,4400000,0,8446235,22696154,0,591560,0,0,0,0,0,956313,0,14086,10975,0,0,0,0,0,2877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3501,0,32329,410762,14452,5844,0,9723,30019,8,0,145287,0,0,0,0,0,0,0,0,165341,36289,0,0,0,36289,2,89107,99812,0,0,0,99812,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331670,8271,0,107147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,6049637,0,0,0,0,0,0,0,1846548,0,0,0,0,0,0,0,0,0,29,766866
4968,6/30/2025 0:00:00,2144,Subm,0,0,28439348,34718,7451271,7584076,4940035,0,473068,0,0,15855249,87449125,103639,12112,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210259,0,0,54712,10079,41904,1443,0,53426,19,0,1401567,0,2836,0,0,11215,0,11215,1,0,91516,213597,370780,110926,786819,7,191229,33220,0,0,0,33220,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1746641,0,0,4386104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11078856,0,0,54836614,6657115,26917847,7343656,40918618,0,0,29,528574
4969,6/30/2025 0:00:00,2145,Subm,43945000,0,48563349,0,0,0,0,0,32479,0,0,44949,3407488,22910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10798,0,0,17509,17475,16259,10781,8446,52961,22,0,98027,0,86774,26146,18072,0,0,44218,5,75351,84161,4261,26210,0,114632,5,8864,11177,0,0,9496,20673,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260576,0,0,0,0,0,0,0,0,0,1,9496
4982,6/30/2025 0:00:00,2152,Subm,26212000,0,31906938,1349198,0,119484,0,0,0,0,0,1424436,0,31778,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4611,0,0,16780,0,0,0,1422,1422,1,26795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31406,0,0,1422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,4194897,0,0,0,0,0,0,0,553241,0,0,0,0,0,0,0,0,0,0,0
5028,6/30/2025 0:00:00,2165,Subm,24676024,0,25059667,0,0,230075,0,0,0,0,0,111872,0,8646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18742,0,6249,24991,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202888,0,0,0,0,0,0,0,0,0,0,0
5029,6/30/2025 0:00:00,2166,Subm,7000000,0,187767246,156742523,6192219,7163376,45334,928707,469637,0,0,45042151,125049694,837525,107966,561483,10436,26582,0,8523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2244559,0,26189,0,0,0,0,0,164252,0,0,509159,200128,326217,35721,4826,566892,503,375130,1469958,0,6721358,345619,226756,594923,39498,1206796,56,386313,2296310,432502,330807,0,3059619,32,0,180891,0,8005,0,188896,7,0,86874,0,0,0,86874,2,145000,0,0,0,0,0,0,3038,0,0,0,0,0,0,0,0,1124500,0,0,1124500,1,199047,513105,76398,0,491162,1080665,4,29486,0,0,0,0,0,0,0,0,0,0,0,0,0,33265,0,0,0,0,0,20233,0,0,0,0,0,0,0,0,0,0,0,0,0,5632267,491162,0,4329943,1692059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7913,225791113,0,0,0,0,1238,114381879,0,26412239,0,0,10802448,22520919,60849569,0,83370488,0,0,28,286092
5045,6/30/2025 0:00:00,2172,Subm,3731000,0,6420633,0,78028,188172,0,0,0,0,0,18758,0,1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,1230,0,25191,1704,5902,9688,1258,18552,11,0,5067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209808,0,0,0,0,0,0,0,0,0,0,0
5062,6/30/2025 0:00:00,2179,Subm,0,0,2016637,2354332,0,53369,0,0,0,0,0,33309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2573,4718,0,0,0,4718,1,0,0,0,13637,0,0,0,0,0,0,267506,14081,0,0,0,14081,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18799,0,0,7113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74972,0,0,0,0,0,0,0,0,0,0,0
5063,6/30/2025 0:00:00,2180,Subm,0,0,11451691,10177512,42500,272990,0,0,0,0,0,1241505,6401506,14062,48,0,28,0,0,0,0,0,0,0,0,0,3570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1075,0,0,8019,4310,3037,0,0,7347,2,0,46986,0,0,0,0,0,0,0,0,132773,5597,0,59181,0,64778,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19711,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77679,4060,0,87741,0,19711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1209013,0,0,0,0,0,0,0,0,0,3,144481
5086,6/30/2025 0:00:00,2184,Subm,16683000,0,114610352,40621299,191400,234382,0,0,10000,17000,0,10821726,4961062,266914,67314,16695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1694559,0,0,0,13183,0,0,0,35962,0,0,472393,59626,149031,25888,0,234545,47,107302,161151,0,572649,18119,58315,30576,38550,145560,11,0,351330,93870,0,0,445200,5,78730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446580,0,179775,0,626355,2,0,0,0,0,0,0,0,0,0,0,200000,200000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1180070,0,0,661019,473645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7594059,0,-38389,0,0,0,0,0,0,0,114,1367711
5116,6/30/2025 0:00:00,2194,Subm,23762000,0,25404455,0,0,148900,0,0,0,0,0,309552,0,3207,1356,17377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15827,0,0,0,15827,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505208,0,0,0,0,0,0,0,0,0,0,0
