"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_AS0007","ACCT_AS0008","ACCT_AS0009","ACCT_AS0013","ACCT_AS0016","ACCT_AS0017","ACCT_AS0022","ACCT_AS0023","ACCT_AS0024","ACCT_AS0025","ACCT_AS0032","ACCT_AS0036","ACCT_CM0099","ACCT_CH0007","ACCT_CH0008","ACCT_CH0015","ACCT_CH0016","ACCT_CH0017","ACCT_CH0018","ACCT_CH0019","ACCT_CH0020","ACCT_CH0021","ACCT_CH0022","ACCT_CH0023","ACCT_CH0024","ACCT_CH0025","ACCT_CH0026","ACCT_CH0027","ACCT_CH0028","ACCT_CH0029","ACCT_CH0030","ACCT_CH0031","ACCT_CH0032","ACCT_CH0033","ACCT_CH0034","ACCT_CH0035","ACCT_CH0036","ACCT_CH0037","ACCT_CH0038","ACCT_CH0039","ACCT_CH0040","ACCT_CH0047","ACCT_CH0048","ACCT_DL0002","ACCT_DL0009","ACCT_DL0016","ACCT_DL0022","ACCT_DL0023","ACCT_DL0024","ACCT_DL0025","ACCT_DL0026","ACCT_DL0027","ACCT_DL0028","ACCT_DL0030","ACCT_DL0037","ACCT_DL0044","ACCT_DL0050","ACCT_DL0051","ACCT_DL0052","ACCT_DL0053","ACCT_DL0054","ACCT_DL0055","ACCT_DL0056","ACCT_DL0057","ACCT_DL0058","ACCT_DL0059","ACCT_DL0060","ACCT_DL0061","ACCT_DL0062","ACCT_DL0063","ACCT_DL0064","ACCT_DL0065","ACCT_DL0066","ACCT_DL0067","ACCT_DL0068","ACCT_DL0069","ACCT_DL0070","ACCT_DL0071","ACCT_DL0072","ACCT_DL0073","ACCT_DL0074","ACCT_DL0075","ACCT_DL0076","ACCT_DL0077","ACCT_DL0078","ACCT_DL0079","ACCT_DL0080","ACCT_DL0081","ACCT_DL0082","ACCT_DL0083","ACCT_DL0084","ACCT_DL0085","ACCT_DL0086","ACCT_DL0087","ACCT_DL0088","ACCT_DL0089","ACCT_DL0090","ACCT_DL0091","ACCT_DL0092","ACCT_DL0093","ACCT_DL0094","ACCT_DL0095","ACCT_DL0096","ACCT_DL0097","ACCT_DL0098","ACCT_DL0099","ACCT_DL0100","ACCT_DL0101","ACCT_DL0102","ACCT_DL0103","ACCT_DL0104","ACCT_DL0105","ACCT_DL0106","ACCT_DL0107","ACCT_DL0108","ACCT_DL0109","ACCT_DL0110","ACCT_DL0111","ACCT_DL0112","ACCT_DL0113","ACCT_DL0114","ACCT_DL0115","ACCT_DL0116","ACCT_DL0117","ACCT_DL0118","ACCT_DL0119","ACCT_DL0120","ACCT_DL0122","ACCT_DL0123","ACCT_DL0124","ACCT_DL0125","ACCT_DL0126","ACCT_DL0127","ACCT_DL0128","ACCT_DL0129","ACCT_DL0130","ACCT_DL0131","ACCT_DL0132","ACCT_DL0133","ACCT_DL0134","ACCT_DL0135","ACCT_DL0136","ACCT_DL0137","ACCT_DL0138","ACCT_DL0139","ACCT_DL0140","ACCT_DL0141","ACCT_DL0142","ACCT_DL0144","ACCT_DL0145","ACCT_DL0146","ACCT_DL0147","ACCT_DT0001","ACCT_DT0002","ACCT_DT0003","ACCT_DT0004","ACCT_DT0005","ACCT_DT0006","ACCT_DT0007","ACCT_DT0008","ACCT_DT0009","ACCT_DT0010","ACCT_DT0011","ACCT_DT0012","ACCT_DT0013","ACCT_DT0014","ACCT_DT0015","ACCT_DT0016","ACCT_IN0001","ACCT_IN0002","ACCT_IN0003","ACCT_IN0004","ACCT_IN0005","ACCT_IN0006","ACCT_IN0007","ACCT_IN0008","ACCT_IS0005","ACCT_IS0010","ACCT_IS0029","ACCT_IS0030","ACCT_LQ0013","ACCT_LQ0014","ACCT_LQ0015","ACCT_LQ0016","ACCT_LQ0017","ACCT_IS0048","ACCT_IS0049","ACCT_DL0148","ACCT_DL0149"
1,6/30/2025 0:00:00,2,Subm,2400000,0,3621802,0,0,2361,0,0,0,0,0,3587,0,5614,2279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1907,2646,4152,0,0,6798,5,0,3211,0,0,0,16452,0,0,16452,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235245,0,0,0,0,0,0,0,0,0,0,0
6,6/30/2025 0:00:00,7,Subm,206605,0,25347297,28554836,0,356993,25000,0,21800,0,0,10622981,832461,385243,104067,32696,934,0,0,0,11475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85459,0,9905,372564,193171,184973,80842,7068,466054,96,13211,397762,0,32206,16596,41646,33709,0,91951,5,0,1072,0,0,395756,396828,3,215882,125135,180581,65810,0,371526,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53926,53926,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,842311,33801,0,2891580,53926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,2301202,0,0,0,0,157,2039243,0,6358588,0,0,0,0,0,0,0,0,0,21,433709
12,6/30/2025 0:00:00,11,Subm,18080784,0,21599912,4272586,30300,210300,0,0,0,0,0,3757258,0,205013,43355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12057,0,0,153442,50663,185742,20459,0,256864,168,1016,10876,0,0,0,0,0,0,0,0,3790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74612,0,0,12264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1771319,0,0,0,0,0,0,0,0,0,0,0
13,6/30/2025 0:00:00,12,Subm,100000,0,113230463,195590,5260793,5260793,0,0,608740,0,0,12467726,0,433832,64150,336,0,0,9217,47052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30221,0,0,178868,91971,32658,19573,0,144202,25,194916,548178,0,110744,14405,23451,24659,0,62515,7,972668,0,348470,441381,0,789851,3,1729349,194067,0,92325,0,286392,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1073758,0,0,2195858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20494,584045598,0,0,0,0,1,6127,0,15556507,12167,-11210,115859465,0,11096634,0,11096634,0,0,16,188997
16,6/30/2025 0:00:00,14,Subm,4189000,0,6550194,0,0,40341,0,0,0,0,0,43253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156915,0,0,0,0,0,0,0,0,0,0,0
19,6/30/2025 0:00:00,16,Subm,0,0,640876,7776000,0,2857,0,0,0,0,0,23215,0,792,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659,0,0,0,1659,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160996,0,0,0,0,0,0,0,0,0,0,0
22,6/30/2025 0:00:00,17,Subm,38019000,0,75621890,23443319,15168000,15168000,0,0,0,0,0,2425070,0,38575,15637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16425,0,7496,5391,3212,0,0,20266,23478,3,0,0,0,0,0,0,0,0,0,0,0,0,0,202598,0,202598,1,209244,0,0,0,102617,102617,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27133,0,0,521689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5910088,0,0,0,0,0,0,0,0,0,0,0
26,6/30/2025 0:00:00,19,Subm,12951000,0,15096574,0,0,111464,0,0,0,0,0,74841,0,0,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7765,0,0,7765,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340962,0,0,0,0,0,0,0,0,0,0,0
28,6/30/2025 0:00:00,21,Subm,0,0,18081613,39672959,35765100,35770459,0,0,687801,273172,209185,45035732,66039989,2424603,401668,162453,15679,0,0,2845,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3250,30000,0,0,0,0,0,0,0,0,768436,494701,883298,165537,0,1543536,328,719442,4976751,0,1031089,140524,263170,91257,0,494951,37,0,1347362,974645,432675,112625,2867307,30,1734227,943595,803868,285511,51943,2084917,37,0,0,0,0,0,0,0,0,0,0,62328,0,62328,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2127112,0,205160,0,205160,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8622375,0,0,19935767,267488,0,25000000,64649,0,0,20000000,696753,0,0,0,0,0,0,0,0,0,0,19198,377188978,0,0,0,0,0,0,3150000,35024285,296893,-677587,70792530,17948379,86918579,0,104866958,0,0,11,129053
42,6/30/2025 0:00:00,29,Subm,30579000,0,42222906,26357000,0,66000,0,0,0,0,0,843373,0,107472,39242,0,0,0,0,0,0,0,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9387,0,0,0,6645,46411,2425,4313,59794,11,27174,91925,0,0,0,0,0,0,0,0,0,0,0,0,91011,91011,1,151133,0,171796,40979,0,212775,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135131,0,0,632596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2862535,0,0,0,0,0,0,0,0,0,0,0
47,6/30/2025 0:00:00,30,Subm,25622000,0,31215107,0,0,0,0,0,0,0,0,332023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,600,1148,1135,0,0,2283,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2256,708,0,0,0,708,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1970,0,0,0,58185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675776,0,0,0,0,0,0,0,0,0,0,0
48,6/30/2025 0:00:00,31,Subm,17860000,0,25315871,6795000,0,155000,0,0,0,0,0,7186713,0,114186,16933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11374,0,0,39595,18023,23261,0,0,41284,9,0,82560,0,0,0,0,0,0,0,0,0,0,42169,0,0,42169,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111957,0,0,159287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080270,0,0,0,0,0,0,0,0,0,0,0
51,6/30/2025 0:00:00,32,Subm,0,0,902896781,933630291,19189502,19585664,6202410,1004046,0,0,13695105,372381256,628967287,5121457,1395334,171210,21169,0,4722,0,18640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80233,53135,0,0,0,2653668,0,68565,1827349,1091709,1218960,45244,26488,2382401,516,3594863,1285267,0,1884124,1379742,1595785,540134,373598,3889259,71,2699850,6541646,5162852,1871734,2906009,16482241,116,1840643,1464984,747896,257077,607661,3077618,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1195000,200000,0,4130167,5094866,12,79300,1286,0,0,0,1286,1,0,0,0,0,1206516,1206516,1,18846429,357901,0,23355701,5536684,764699,0,0,20000000,-10157,0,0,0,0,0,0,107499868,565916,0,0,0,0,36667,664552030,0,0,0,0,1273,19218845,0,128394384,4031594,-23314,912774523,42983719,620611899,322579822,986175440,0,0,2,23100
53,6/30/2025 0:00:00,33,Subm,9209000,0,12724817,2000000,0,80000,0,0,0,0,0,6749529,0,28247,4478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11564,0,0,35403,9792,45254,14533,0,69579,16,0,29175,0,0,0,0,0,0,0,0,30314,0,0,50807,0,50807,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50531,0,0,200528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1344331,0,0,0,0,0,0,0,0,0,0,0
60,6/30/2025 0:00:00,35,Subm,14095000,0,64543358,58338278,5403362,5582898,0,0,576750,0,0,21268394,0,172281,22014,87270,13086,0,1494,0,1908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1841,2079,0,0,0,0,0,0,42743,0,17552,185213,69169,101151,102329,0,272649,74,72787,485113,0,69539,39490,3995,84200,57949,185634,17,0,132192,0,0,50300,182492,2,410025,160685,0,0,299914,460599,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1019731,27855,0,2918993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3044,41374995,0,0,0,0,0,0,0,10102613,0,0,0,0,0,0,0,0,0,0,0
77,6/30/2025 0:00:00,41,WISE,0,0,55067240,30871953,619500,1394863,0,0,136172,0,0,2692101,2747994,90118,22685,2071,1709,0,0,0,17520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47596,12009,0,0,0,12009,5,74069,75911,0,17835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695749,0,0,695749,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161989,0,0,85903,695749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,1947110,0,0,0,0,0,0,0,3832096,-39379,0,0,0,0,0,0,0,0,0,0
79,6/30/2025 0:00:00,43,Subm,0,0,46633057,103343161,351500,351500,0,0,0,0,0,19721241,50894422,726104,241702,110873,51206,0,0,58685,5631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2695,0,19,405369,94603,23925,0,0,193237,67915,50688,0,0,118603,21,167224,108789,0,87867,64697,0,0,5588,70285,6,45092,199024,0,0,0,199024,1,0,59944,0,0,0,59944,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1268244,0,1268244,3,0,0,0,264897,0,264897,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691518,0,57386,568000,1533143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9676,283106037,0,0,0,0,423,789298,0,14198727,0,0,67596456,0,34410916,0,34410916,0,0,0,0
82,6/30/2025 0:00:00,46,Subm,245000,0,57272691,28089791,1924190,1924190,0,0,303299,0,0,9457951,6575390,59114,11607,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601,0,0,57869,14219,3501,0,0,17720,6,1632,338248,0,0,0,0,0,0,0,0,33431,0,0,613946,880395,1494341,6,492701,147040,0,0,72732,219772,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501740,4938,398872,1921865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3705,52472456,0,0,0,0,0,0,0,6199000,0,0,0,0,0,0,0,0,0,1,35113
90,6/30/2025 0:00:00,49,Subm,2944000,0,3956750,0,78046,138318,0,0,3932,0,0,54290,0,10544,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10397,35,4383,0,0,4418,2,0,11522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11557,0,0,55906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156966,0,0,0,0,0,0,0,0,0,0,0
98,6/30/2025 0:00:00,54,Subm,0,0,1383406,6240000,0,15800,0,0,0,0,0,69431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242969,0,0,0,0,0,0,0,0,0,0,0
107,6/30/2025 0:00:00,57,Subm,34849000,0,41734116,6119611,0,239307,0,0,0,0,0,3274818,0,78161,16990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9655,0,0,18234,17409,36805,0,4336,58550,7,0,119511,0,0,0,0,0,0,0,0,90304,0,0,0,0,0,0,0,7338,0,0,0,7338,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153913,45950,0,242920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,3568402,0,0,0,0,47,611390,0,1107142,0,0,0,0,0,0,0,0,0,0,0
108,6/30/2025 0:00:00,58,WISE,25874922,0,27218463,1400000,300000,551621,0,0,0,0,0,143039,0,1862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,9409,12029,0,0,21438,4,0,26111,0,57346,9081,0,0,0,9081,1,0,19471,2332,0,12364,34167,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625563,0,0,0,0,0,0,0,0,0,0,0
110,6/30/2025 0:00:00,59,Subm,1989000,0,5652971,0,0,0,0,0,0,0,0,15536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397928,0,0,0,0,0,0,0,0,0,0,0
119,6/30/2025 0:00:00,62,Subm,1000000,0,7977907,69064755,56800,148908,0,0,0,0,0,3917423,0,30200,8186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2543,0,0,17316,16459,19968,18462,4299,59188,30,0,0,0,0,0,0,0,0,0,0,0,6042,0,0,0,6042,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25044,0,0,40176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,100829,0,0,0,0,0,0,0,169806,0,0,0,0,0,0,0,0,0,0,0
120,6/30/2025 0:00:00,63,WISE,0,0,13161693,44228000,309930,510730,0,176133,0,0,0,976759,0,108629,33769,0,0,0,125763,0,21315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64264,22770,82846,0,0,105616,13,0,78296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79462,0,0,189968,0,189968,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101066,32076,0,409246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,5744621,0,0,0,0,0,0,0,2369973,0,0,0,0,0,0,0,0,0,0,0
132,6/30/2025 0:00:00,69,Subm,852476,0,952760,0,0,3333,0,0,0,0,0,3850,0,1171,1679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23702,0,0,0,0,0,0,0,0,0,0,0
135,6/30/2025 0:00:00,70,Subm,28520000,0,38818091,15903343,318013,779692,0,0,0,0,0,986718,0,39329,3753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11483,0,0,14942,1427,1982,3317,4657,11383,12,18097,12450,0,0,3396,55234,22710,50823,132163,8,0,0,63498,0,0,63498,2,47759,0,6773,0,0,6773,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46853,66946,0,273337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,6306691,0,0,0,0,88,1406859,0,2128347,0,0,0,0,0,0,0,0,0,0,0
138,6/30/2025 0:00:00,72,Subm,0,0,3581617,9010929,0,72987,0,0,0,0,0,164427,0,7828,2449,0,1627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,859,0,0,574,0,4775,3933,0,8708,2,17976,211700,0,0,0,14546,0,0,14546,1,53425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230535,0,0,5830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850,12348993,22,2258451,0,0,0,0,0,931105,0,0,0,0,0,0,0,0,0,0,0
