"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_811B3","ACCT_811B4","ACCT_811B5","ACCT_811C3","ACCT_811C4","ACCT_811C5","ACCT_811D","ACCT_811D1","ACCT_811D2","ACCT_811E","ACCT_811E1","ACCT_811E2","ACCT_812A1","ACCT_812B1","ACCT_812C","ACCT_813A1","ACCT_813A2","ACCT_813B1","ACCT_814A6","ACCT_814A7","ACCT_814A8","ACCT_814J3","ACCT_814J4","ACCT_814J5","ACCT_814K","ACCT_814K1","ACCT_814K2","ACCT_815A1","ACCT_815B1","ACCT_815C","ACCT_816B3","ACCT_816B4","ACCT_816B5","ACCT_816T","ACCT_816T1","ACCT_816T2","ACCT_822A1","ACCT_822B1","ACCT_822C","ACCT_900A1","ACCT_900B1","ACCT_900C5","ACCT_900C6","ACCT_900C7","ACCT_900C8","ACCT_900H2","ACCT_900H3","ACCT_900J2","ACCT_900J3","ACCT_900K2","ACCT_900K3","ACCT_900K4","ACCT_900L2","ACCT_900L3","ACCT_900M","ACCT_900M1","ACCT_900P","ACCT_900T1","ACCT_959A","ACCT_960A","ACCT_960B","ACCT_961A5","ACCT_961A6","ACCT_961A7","ACCT_961A8","ACCT_961A9","ACCT_963C"
64835,6/30/2025 0:00:00,19063,0,0,0,0,0,0,6756730,0,0,0,0,0,0,0,13771511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237554,0,0,4068669,24834464,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,9,9,0,0,0,0,0,9,232,91,0,0,0,0,0,0,123
64850,6/30/2025 0:00:00,19078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1295904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9841,1645183,0,0,0,0,339438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554,0,0,0,0,0,0,956
64852,6/30/2025 0:00:00,19080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516884,0,0,0,0,0,0,0,0,0,312293,0,0,0,0,9678,0,0,155194,681756,0,0,0,0,0,28,0,0,0,0,0,10,0,0,0,13,0,11,0,0,0,0,15,28,307,6,5,3,15,0,0,18,78
64856,6/30/2025 0:00:00,19084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313176,0,0,0,0,313176,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,7,2,82,0,0,0,0,0,0,26
64868,6/30/2025 0:00:00,19096,0,0,0,0,0,0,170218,0,0,0,0,0,0,0,821826,0,0,0,0,0,0,0,0,0,162653,0,0,0,0,4838,0,0,0,1425689,0,0,0,0,428807,0,45,0,0,0,0,0,27,0,9,0,44,44,0,1,0,7,1,45,29,45,0,0,0,0,0,0,57
64878,6/30/2025 0:00:00,19106,0,0,0,0,0,0,70078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17630,0,0,0,0,0,0,0,174298,244376,0,0,0,0,0,2,12,0,0,0,0,0,1,0,7,0,12,12,2,0,0,2,2,14,210,39,6,0,0,0,0,0,299
64880,6/30/2025 0:00:00,19108,0,0,0,0,0,0,64553510,0,0,0,0,0,0,0,185572805,0,0,0,0,0,0,0,0,0,35618506,0,0,0,0,4350128,0,0,1757418,260302154,0,0,0,0,4068293,855,171,14,39,1,0,236,27,332,102,699,167,866,103,3,124,31,160,1026,2628,3560,24,0,0,0,0,0,4483
64882,6/30/2025 0:00:00,19110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,6
64883,6/30/2025 0:00:00,19111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1333305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1333305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,198,0,0,0,0,0,0,183
64886,6/30/2025 0:00:00,19114,0,0,0,0,0,0,6244303,0,0,0,0,0,0,0,8871460,0,0,0,0,0,0,0,0,0,179210,0,0,0,0,418668,0,0,0,15943095,0,0,0,0,408664,0,27,0,0,0,0,0,0,0,17,0,26,26,0,1,0,6,1,27,620,387,14,0,0,0,0,0,342
64892,6/30/2025 0:00:00,19120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64893,6/30/2025 0:00:00,19121,0,0,0,0,0,0,5149668,0,0,0,0,0,0,0,6741929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43601,0,0,0,12384145,0,0,0,0,448947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,87,0,0,0,0,0,0,36
64896,6/30/2025 0:00:00,19124,0,0,0,0,0,0,102772076,0,0,0,0,0,0,0,68005071,0,0,0,0,0,0,0,0,0,541474,0,0,0,0,0,0,0,3436097,182722968,0,0,0,0,8509724,33,187,0,0,0,0,5,5,6,130,31,186,217,2,1,18,41,3,220,2683,3003,1,1,0,0,0,1,332
64913,6/30/2025 0:00:00,19141,0,0,0,0,0,0,34468208,0,0,0,0,0,0,0,28740620,0,0,0,0,0,0,0,0,0,1084585,0,0,0,0,2369338,0,0,0,69866885,0,0,0,0,4288719,54,11,0,20,0,0,2,2,32,9,34,11,47,0,0,0,0,20,65,557,982,0,0,0,0,0,0,165
64917,6/30/2025 0:00:00,19145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
64920,6/30/2025 0:00:00,19148,0,0,0,0,0,0,2656849,0,0,0,0,0,0,0,20258882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2740,0,0,0,25384371,0,0,0,0,2465900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,421,0,0,0,0,0,0,272
64932,6/30/2025 0:00:00,19160,0,0,0,0,0,0,4046900,0,0,0,0,0,0,0,1859778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,919685,9122648,0,0,0,0,2296285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,461,0,0,0,0,0,0,212
64938,6/30/2025 0:00:00,19166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
64939,6/30/2025 0:00:00,19167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
64942,6/30/2025 0:00:00,19170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1427430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,939736,0,0,0,4186086,0,0,0,0,1818920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,5,0,0,0,0,0,0,11
64943,6/30/2025 0:00:00,19171,0,0,0,0,0,0,134099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
64948,6/30/2025 0:00:00,19176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28
64967,6/30/2025 0:00:00,19195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
64970,6/30/2025 0:00:00,19198,0,0,0,0,0,0,22417196,0,0,0,0,0,0,0,22025743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720937,0,0,34501,51367905,0,0,0,0,6169528,0,98,0,0,0,0,0,20,0,76,0,98,98,0,0,0,0,0,98,301,1040,0,0,0,0,0,0,281
64986,6/30/2025 0:00:00,19214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1409396,0,0,0,0,0,0,0,0,0,99767,0,0,0,0,36072,0,0,0,1445468,0,0,0,0,0,0,15,0,0,0,0,0,1,0,11,0,15,15,0,0,0,2,0,15,67,3,0,0,0,0,0,0,67
64991,6/30/2025 0:00:00,19219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,24,0,0,0,0,0,0,45
64999,6/30/2025 0:00:00,19227,0,0,0,0,0,0,421693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53404,0,0,0,475097,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,21,0,0,0,0,0,0,36
65003,6/30/2025 0:00:00,19231,0,0,0,0,0,0,4397848,0,0,0,0,0,0,0,7914527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236211,0,0,0,12548586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,186,0,0,0,0,0,0,133
65013,6/30/2025 0:00:00,19241,0,0,0,0,0,0,2656730,0,0,0,0,0,0,0,4526174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3734638,12720670,0,0,0,0,1803128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,92,0,0,0,0,0,30
65039,6/30/2025 0:00:00,19267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
65040,6/30/2025 0:00:00,19268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
65046,6/30/2025 0:00:00,19274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3561,0,0,44352,725558,0,0,0,0,12797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,46,0,0,0,0,0,0,20
65059,6/30/2025 0:00:00,19287,0,0,0,0,0,0,12155077,0,0,0,0,0,0,0,806463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13221071,0,0,0,0,259531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,130,0,0,0,0,0,0,23
65062,6/30/2025 0:00:00,19290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
65063,6/30/2025 0:00:00,19291,0,0,0,0,0,0,9090803,0,0,0,0,0,0,0,27467588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2405313,0,0,1787760,40751464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,555,0,0,0,0,0,0,711
65071,6/30/2025 0:00:00,19299,0,0,0,0,0,0,70539,0,0,0,0,0,0,0,778418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14286,0,0,0,980394,0,0,0,0,117151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,27,0,0,0,0,0,0,20
65078,6/30/2025 0:00:00,19306,0,0,0,0,0,0,61862870,0,0,0,0,0,0,0,77068520,0,0,0,0,0,0,0,0,0,2565062,0,0,0,0,0,0,0,10434265,169959343,0,0,0,0,20593688,196,0,0,21,0,0,12,0,53,0,133,0,133,42,0,59,0,64,196,1766,2815,5,5,0,0,0,5,840
65082,6/30/2025 0:00:00,19310,0,0,0,0,0,0,11750405,0,0,0,0,0,0,0,11098368,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,1070519,0,0,0,27142030,0,0,0,0,3222738,4,14,0,0,0,0,1,3,3,11,4,14,18,0,0,0,0,0,18,351,664,1,0,0,0,0,0,15
65085,6/30/2025 0:00:00,19313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
65088,6/30/2025 0:00:00,19316,0,0,0,0,0,0,38156992,0,0,0,0,0,0,0,20658878,0,0,0,0,0,0,0,0,0,1351069,0,0,0,0,0,0,0,5716072,70056932,0,0,0,0,5524990,69,11,4,14,0,0,17,6,2,0,27,11,38,24,0,8,5,42,80,1032,872,11,0,0,0,0,0,385
65090,6/30/2025 0:00:00,19318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25298,0,0,0,0,25298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
65091,6/30/2025 0:00:00,19319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
65111,6/30/2025 0:00:00,19339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112506,0,0,0,602951,0,0,0,0,16266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,10
65136,6/30/2025 0:00:00,19364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
65150,6/30/2025 0:00:00,19378,0,0,0,0,0,0,2586819,0,0,0,0,0,0,0,4991559,0,0,0,0,0,0,0,0,0,1742,0,0,0,0,425744,0,0,391394,8395516,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,4,4,0,0,0,1,0,4,211,277,2,0,0,0,0,0,285
65155,6/30/2025 0:00:00,19383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
65186,6/30/2025 0:00:00,19414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1002582,0,0,0,0,341262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
65193,6/30/2025 0:00:00,19421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
65205,6/30/2025 0:00:00,19433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368692,368692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,136,0,0,0,0,0,0,55
65208,6/30/2025 0:00:00,19436,0,0,0,0,0,0,3950145,0,0,0,0,0,0,0,7692353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1661440,19154438,0,0,0,0,5850500,6,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,6,206,320,0,0,0,0,0,0,616
65211,6/30/2025 0:00:00,19439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38,0,0,0,0,0,0,6
65231,6/30/2025 0:00:00,19459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65238,6/30/2025 0:00:00,19466,0,0,0,0,0,0,6322064,0,0,0,0,0,0,0,26949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434385,6783398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562,493,0,0,0,0,0,0,450
65239,6/30/2025 0:00:00,19467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
65242,6/30/2025 0:00:00,19470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441659,0,0,0,0,0,0,14,0,0,0,0,0,1,0,10,0,14,14,0,0,0,3,0,14,4,0,0,0,0,0,0,0,60
65243,6/30/2025 0:00:00,19471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
65256,6/30/2025 0:00:00,19484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65259,6/30/2025 0:00:00,19487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
65291,6/30/2025 0:00:00,19519,0,0,0,0,0,0,69657383,0,0,0,0,0,0,0,13522376,0,0,0,0,0,0,0,0,0,3116180,0,0,0,0,1888182,0,0,42098259,134289201,0,0,0,0,7123001,148,0,0,0,0,0,23,0,21,0,57,0,57,91,0,13,0,91,148,2047,1545,207,0,0,0,0,0,654
65299,6/30/2025 0:00:00,19527,0,0,0,0,0,0,215533695,0,0,0,0,0,0,0,56853599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8675035,0,0,0,315942106,0,0,0,0,34879777,285,33,0,0,0,0,37,1,200,26,264,33,297,21,0,27,6,21,318,1141,2068,3,0,0,0,0,0,145
65305,6/30/2025 0:00:00,19533,0,0,0,0,0,0,635730,0,0,0,0,0,0,0,5694889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1743770,8983690,0,0,0,0,909301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,105,0,0,0,0,0,0,108
65323,6/30/2025 0:00:00,19551,0,0,0,0,0,0,10981514,0,0,0,0,0,0,0,4195220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825365,17246248,0,0,0,0,1244149,0,7,0,0,0,0,0,1,0,5,0,7,7,0,0,0,1,0,7,34,154,0,0,0,0,0,0,53
65346,6/30/2025 0:00:00,19574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
65356,6/30/2025 0:00:00,19584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1851311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17747,0,0,0,2774600,0,0,0,0,905542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,35,0,0,0,0,0,0,98
65371,6/30/2025 0:00:00,19599,0,0,0,0,0,0,2418458,0,0,0,0,0,0,0,1336725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216439,3971622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,154,0,0,0,0,0,0,202
65378,6/30/2025 0:00:00,19606,0,0,0,0,0,0,1843037,0,0,0,0,0,0,0,11610171,0,0,0,0,0,0,0,0,0,1103157,0,0,0,0,260732,0,0,0,14412781,0,0,0,0,698841,103,0,0,0,0,0,0,0,11,0,22,0,22,81,0,11,0,81,103,401,322,65,0,0,0,0,0,3137
65384,6/30/2025 0:00:00,19612,0,0,0,0,0,0,39923,0,0,0,0,0,0,0,191064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82550,313537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,18
65398,6/30/2025 0:00:00,19626,0,0,0,0,0,0,2299642,0,0,0,0,0,0,0,7567554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108537,0,0,13999,9989732,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,8,390,509,0,0,0,8,0,8,115
65402,6/30/2025 0:00:00,19630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3199,0,0,0,3199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
65411,6/30/2025 0:00:00,19639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65412,6/30/2025 0:00:00,19640,0,0,0,0,0,0,13522655,0,0,0,0,0,0,0,7816523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281736,21620914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,353,0,0,0,0,0,0,42
65421,6/30/2025 0:00:00,19649,0,0,0,0,0,0,19708651,0,0,0,0,0,0,0,40376982,0,0,0,0,0,0,0,0,0,580628,0,0,0,0,174042,0,0,309410,66124363,0,0,0,0,5555278,21,65,0,0,0,0,0,5,20,56,21,65,86,0,0,1,2,0,86,658,1496,6,0,0,0,0,0,894
65424,6/30/2025 0:00:00,19652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,955706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,955706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
65426,6/30/2025 0:00:00,19654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
65427,6/30/2025 0:00:00,19655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
65448,6/30/2025 0:00:00,19676,0,0,0,0,0,0,177676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40460,218136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,0,0,0,0,0,0,77
65458,6/30/2025 0:00:00,19686,0,0,0,0,0,0,2437662,0,0,0,0,0,0,0,2540569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52609,0,0,0,5471868,0,0,0,0,441028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,375,0,0,0,0,0,0,186
65464,6/30/2025 0:00:00,19692,0,0,0,0,0,0,669842,0,0,0,0,0,0,0,8864112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57995,9872255,0,0,0,0,280306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,166,0,0,0,0,0,0,177
65466,6/30/2025 0:00:00,19694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
65471,6/30/2025 0:00:00,19699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,6,0,0,0,13,0,13,0,0,0,0,2,15,181,0,0,7,2,0,0,9,123
65484,6/30/2025 0:00:00,19712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65491,6/30/2025 0:00:00,19719,0,0,0,0,0,0,18917170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623781,0,0,0,0,167490,0,0,280478,24676610,0,0,0,0,5311472,26,6,0,0,0,0,3,0,0,3,14,5,20,12,1,11,1,13,32,594,419,0,0,0,0,0,0,375
65493,6/30/2025 0:00:00,19721,0,0,0,0,0,0,281816,0,0,0,0,0,0,0,449144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820440,0,0,0,0,89480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,0,0,0,0,0,0,102
65503,6/30/2025 0:00:00,19731,0,0,0,0,0,0,3062385,0,0,0,0,0,0,0,9026455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196610,0,0,9446,12523215,0,0,0,0,228319,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,347,340,0,0,0,0,0,0,196
