"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_811B3","ACCT_811B4","ACCT_811B5","ACCT_811C3","ACCT_811C4","ACCT_811C5","ACCT_811D","ACCT_811D1","ACCT_811D2","ACCT_811E","ACCT_811E1","ACCT_811E2","ACCT_812A1","ACCT_812B1","ACCT_812C","ACCT_813A1","ACCT_813A2","ACCT_813B1","ACCT_814A6","ACCT_814A7","ACCT_814A8","ACCT_814J3","ACCT_814J4","ACCT_814J5","ACCT_814K","ACCT_814K1","ACCT_814K2","ACCT_815A1","ACCT_815B1","ACCT_815C","ACCT_816B3","ACCT_816B4","ACCT_816B5","ACCT_816T","ACCT_816T1","ACCT_816T2","ACCT_822A1","ACCT_822B1","ACCT_822C","ACCT_900A1","ACCT_900B1","ACCT_900C5","ACCT_900C6","ACCT_900C7","ACCT_900C8","ACCT_900H2","ACCT_900H3","ACCT_900J2","ACCT_900J3","ACCT_900K2","ACCT_900K3","ACCT_900K4","ACCT_900L2","ACCT_900L3","ACCT_900M","ACCT_900M1","ACCT_900P","ACCT_900T1","ACCT_959A","ACCT_960A","ACCT_960B","ACCT_961A5","ACCT_961A6","ACCT_961A7","ACCT_961A8","ACCT_961A9","ACCT_963C"
1,6/30/2025 0:00:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161
6,6/30/2025 0:00:00,7,0,0,0,0,0,0,916430,0,0,0,0,0,0,0,34392793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16212,0,0,4822946,40195884,0,0,0,0,47503,14,1,1,3,0,0,1,1,4,0,5,1,6,5,0,0,0,9,15,210,216,0,0,0,0,0,0,697
12,6/30/2025 0:00:00,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2850041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410797,0,0,0,3290248,0,0,0,0,29410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,102,0,0,0,0,0,0,28
13,6/30/2025 0:00:00,12,0,0,0,0,0,0,62524586,0,0,0,0,0,0,0,33624035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30610805,126956099,0,0,0,0,196673,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,3,1974,1648,0,0,0,0,0,0,1000
16,6/30/2025 0:00:00,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40661,0,0,0,354543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,6
19,6/30/2025 0:00:00,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
22,6/30/2025 0:00:00,17,0,0,0,0,0,0,78630070,0,0,0,0,0,0,0,49216736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527489,0,0,42286,128453861,0,0,0,0,37280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2632,0,0,0,0,0,0,119
26,6/30/2025 0:00:00,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631291,0,0,0,0,115504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,59
28,6/30/2025 0:00:00,21,0,0,0,0,0,0,86918579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17948379,0,0,0,0,9703357,0,0,486840,157711109,0,0,0,0,60602333,395,9,0,8,0,0,0,0,188,9,243,9,254,144,0,11,0,152,404,2113,4055,14,0,0,0,0,0,2996
42,6/30/2025 0:00:00,29,0,0,0,0,0,0,17294874,0,0,0,0,0,0,0,10020106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28158759,0,0,0,0,843779,7,0,0,0,0,0,1,0,4,0,5,0,5,2,0,0,0,2,7,175,763,0,0,0,0,0,0,40
47,6/30/2025 0:00:00,30,0,0,0,0,0,0,3180185,0,0,0,0,0,0,0,2536397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213032,0,0,0,5929614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,98,0,0,0,0,0,0,123
48,6/30/2025 0:00:00,31,0,0,0,0,0,0,32530,0,0,0,0,0,0,0,1797416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145882,0,0,131716,2107544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,23,6,0,0,0,0,0,101
51,6/30/2025 0:00:00,32,0,0,0,0,0,0,516925986,0,0,0,0,0,0,0,865130926,0,0,0,0,0,0,0,0,0,42983719,0,0,0,0,52091790,0,0,151903296,1855966244,0,0,0,0,269914246,666,13,8,10,0,0,91,2,157,10,371,13,384,277,0,119,1,295,679,21446,19849,6,0,0,0,0,0,5473
53,6/30/2025 0:00:00,33,0,0,0,0,0,0,3042852,0,0,0,0,0,0,0,6177873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10351130,0,0,0,0,1130405,0,17,0,0,0,0,0,0,0,13,0,17,17,0,0,0,4,0,17,75,106,0,0,0,0,0,0,15
60,6/30/2025 0:00:00,35,0,0,0,0,0,0,28675756,0,0,0,0,0,0,0,36288934,0,0,0,0,0,0,0,0,0,1940678,0,0,0,0,2369798,0,0,0,72677744,0,0,0,0,5343256,0,8,0,0,0,0,0,8,0,0,0,8,8,0,0,0,0,0,8,535,1255,49,0,0,0,0,0,1274
77,6/30/2025 0:00:00,41,0,0,0,0,0,0,2203460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1104030,0,0,0,0,128601,0,0,0,7730939,0,0,0,0,5398878,47,5,0,0,0,0,9,0,0,2,23,5,28,24,0,10,0,24,52,81,140,0,0,0,0,0,0,247
79,6/30/2025 0:00:00,43,0,0,0,0,0,0,35373897,0,0,0,0,0,0,0,36016385,0,0,0,0,0,0,0,0,0,9863550,0,0,0,0,0,0,0,3635997,92143822,0,0,0,0,17117543,296,0,22,118,0,0,70,0,32,0,119,0,119,37,0,12,0,177,296,1054,1024,2,0,0,0,0,0,1494
82,6/30/2025 0:00:00,46,0,0,0,0,0,0,51910293,0,0,0,0,0,0,0,10967834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8765797,0,0,2043229,74207976,0,0,0,0,520823,30,3,0,0,0,0,4,0,17,3,30,3,33,0,0,9,0,0,33,741,640,0,0,0,0,0,0,46
90,6/30/2025 0:00:00,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
98,6/30/2025 0:00:00,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,8
107,6/30/2025 0:00:00,57,0,0,0,0,0,0,270447,0,0,0,0,0,0,0,4294276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143421,0,0,0,5352909,0,0,0,0,644765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,100,0,0,0,0,0,0,23
108,6/30/2025 0:00:00,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28018,419787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,111
110,6/30/2025 0:00:00,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,15,0,15,0,0,15,0,0,15,60,0,0,0,0,0,0,0,20
119,6/30/2025 0:00:00,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,13
120,6/30/2025 0:00:00,63,0,0,0,0,0,0,12256433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13241176,0,0,0,0,984743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,384,0,0,0,0,0,0,8
132,6/30/2025 0:00:00,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,6/30/2025 0:00:00,70,0,0,0,0,0,0,3137341,0,0,0,0,0,0,0,4576805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865125,0,0,488363,9442629,0,0,0,0,374995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,225,0,0,0,0,0,0,204
138,6/30/2025 0:00:00,72,0,0,0,0,0,0,604280,0,0,0,0,0,0,0,1991996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40423,2636699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,31,0,0,0,0,0,0,83
146,6/30/2025 0:00:00,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
147,6/30/2025 0:00:00,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
150,6/30/2025 0:00:00,77,0,0,0,0,0,0,19584979,0,0,0,0,0,0,0,66503065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14118998,0,0,2202811,111208483,0,0,0,0,8798630,10,36,0,0,0,0,0,1,2,13,8,23,37,2,13,6,8,15,46,293,808,5,0,0,0,0,0,38
151,6/30/2025 0:00:00,78,0,0,0,0,0,0,43517477,0,0,0,0,0,0,0,156066068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26211806,0,0,0,227036714,0,0,0,0,1241363,1,2,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,2,3,2436,1739,0,0,0,0,0,0,145
153,6/30/2025 0:00:00,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,6/30/2025 0:00:00,83,0,0,0,0,0,0,130561301,0,0,0,0,0,0,0,109837815,0,0,0,0,0,0,0,0,0,82256716,0,0,0,0,7132188,0,0,7731492,265347494,0,0,0,0,10084698,1579,8,24,638,0,0,209,1,94,3,335,6,355,582,2,13,2,1225,1587,4399,5614,137,3,0,0,0,3,3680
162,6/30/2025 0:00:00,85,0,0,0,0,0,0,16294651,0,0,0,0,0,0,0,11106498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2154571,0,0,0,31293096,0,0,0,0,1737376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,233,0,0,0,0,0,0,717
167,6/30/2025 0:00:00,87,0,0,0,0,0,0,17642311,0,0,0,0,0,0,0,9114308,0,0,0,0,0,0,0,0,0,7922091,0,0,0,0,1441306,0,0,1422554,29620479,0,0,0,0,0,711,4,8,24,0,0,138,2,0,0,393,4,397,286,0,230,1,318,715,1732,604,0,23,0,0,0,23,2719
168,6/30/2025 0:00:00,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,45,0,0,0,0,0,0,305
169,6/30/2025 0:00:00,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,6/30/2025 0:00:00,92,0,0,0,0,0,0,20303973,0,0,0,0,0,0,0,78342816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32471459,187054352,0,0,0,0,55936104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2446,1110,0,0,0,0,0,0,1841
187,6/30/2025 0:00:00,100,0,0,0,0,0,0,14598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300744,0,0,185841,506683,0,0,0,0,5500,5,0,0,0,0,0,1,0,3,0,5,0,5,0,0,1,0,0,5,37,20,2,0,0,0,0,0,38
195,6/30/2025 0:00:00,104,0,0,0,0,0,0,20590,0,0,0,0,0,0,0,398260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658360,0,0,0,0,239510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,142
196,6/30/2025 0:00:00,105,0,0,0,0,0,0,30248309,0,0,0,0,0,0,0,419497691,0,0,0,0,0,0,0,0,0,4261856,0,0,0,0,0,0,0,12953804,543652641,0,0,0,0,80952837,512,0,0,3,0,0,150,0,139,0,300,0,299,209,0,10,0,211,512,2778,8087,4,0,0,0,0,0,5891
198,6/30/2025 0:00:00,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,62
199,6/30/2025 0:00:00,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170088,0,0,1525703,6042149,0,0,0,0,4015014,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,551,12,0,0,0,0,0,0,299
200,6/30/2025 0:00:00,109,0,0,0,0,0,0,472575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,13
205,6/30/2025 0:00:00,112,0,0,0,0,0,0,5658299,0,0,0,0,0,0,0,20885588,0,0,0,0,0,0,0,0,0,207420,0,0,0,0,0,0,0,14500,31019987,0,0,0,0,4461600,27,0,0,0,0,0,2,0,1,0,26,0,26,1,0,23,0,1,27,1048,285,0,0,0,0,0,0,39
216,6/30/2025 0:00:00,116,0,0,0,0,0,0,2464898,0,0,0,0,0,0,0,8240435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651482,0,0,643140,13325714,0,0,0,0,1325759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,111,0,0,0,0,0,0,4
220,6/30/2025 0:00:00,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179
224,6/30/2025 0:00:00,119,0,0,0,0,0,0,2116951,0,0,0,0,0,0,0,4807792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78379,0,0,0,8820051,0,0,0,0,1816929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,196,4,0,0,0,0,0,275
227,6/30/2025 0:00:00,121,0,0,0,0,0,0,3037909724,0,0,0,0,0,0,0,7547560033,0,0,0,0,0,0,0,0,0,85455512,0,0,0,0,137688658,0,0,138297979,10861456394,0,0,0,0,0,437,6,0,0,0,0,4,0,24,6,37,6,43,400,0,3,0,400,443,34924,42722,3,0,0,0,0,0,54244
233,6/30/2025 0:00:00,124,0,0,0,0,0,0,1915017,0,0,0,0,0,0,0,33564937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1611779,0,0,0,38746233,0,0,0,0,1654500,0,13,0,0,0,0,0,0,0,0,0,13,13,0,0,0,13,0,13,572,246,0,0,0,0,0,0,226
234,6/30/2025 0:00:00,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4251589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4251589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,35,0,0,0,0,0,0,90
240,6/30/2025 0:00:00,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7899067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8450394,0,0,0,0,551327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,376,0,0,0,0,0,0,81
242,6/30/2025 0:00:00,129,0,0,0,0,0,0,706351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455141,2995239,0,0,0,0,1833747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,102,0,0,0,0,0,0,849
256,6/30/2025 0:00:00,136,0,0,0,0,0,0,8883193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3412657,0,0,300000,14512997,0,0,0,0,1917147,36,39,0,0,0,0,5,0,14,30,36,39,75,0,0,14,0,0,75,244,296,0,0,0,9,0,9,192
258,6/30/2025 0:00:00,137,0,0,0,0,0,0,921586,0,0,0,0,0,0,0,43911065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88079,0,0,1862605,46823093,0,0,0,0,39758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,129,0,0,0,0,0,0,483
262,6/30/2025 0:00:00,139,0,0,0,0,0,0,2882034,0,0,0,0,0,0,0,2071173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1336376,0,0,0,7064202,0,0,0,0,774619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,97,0,0,0,0,0,0,47
266,6/30/2025 0:00:00,143,0,0,0,0,0,0,14175568,0,0,0,0,0,0,0,15449206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2932288,0,0,0,32557062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,473,0,0,0,0,0,0,16
274,6/30/2025 0:00:00,149,0,0,0,0,0,0,4242542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71031,0,0,0,0,0,0,0,1191293,5433835,0,0,0,0,0,40,0,0,0,0,0,2,0,10,0,12,0,12,28,0,0,0,28,40,95,278,5,0,0,0,0,0,753
277,6/30/2025 0:00:00,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,6/30/2025 0:00:00,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
288,6/30/2025 0:00:00,155,0,0,0,0,0,0,412466,0,0,0,0,0,0,0,450004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862470,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,31,0,0,0,0,0,0,66
294,6/30/2025 0:00:00,160,0,0,0,0,0,0,10828643,0,0,0,0,0,0,0,56028260,0,0,0,0,0,0,0,0,0,312340,0,0,0,0,52383,0,0,8232901,75244093,0,0,0,0,101906,16,68,0,0,0,0,0,27,0,30,3,68,71,13,0,3,8,13,84,882,1365,0,0,0,0,0,0,495
303,6/30/2025 0:00:00,166,0,0,0,0,0,0,3729160,0,0,0,0,0,0,0,17738153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,672488,22248631,0,0,0,0,102830,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5,144,504,0,0,0,0,0,0,12
306,6/30/2025 0:00:00,168,0,0,0,0,0,0,6754116,0,0,0,0,0,0,0,10283057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19831656,0,0,0,0,2794483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,387,0,0,0,0,0,0,89
319,6/30/2025 0:00:00,173,0,0,0,0,0,0,22877182,0,0,0,0,0,0,0,45457331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7565970,0,0,0,80652535,0,0,0,0,4752052,0,24,0,0,0,0,0,4,0,12,0,24,24,0,0,0,7,0,24,401,1195,0,0,0,0,0,0,97
320,6/30/2025 0:00:00,174,0,0,0,0,0,0,3180235,0,0,0,0,0,0,0,3840545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997511,0,0,0,9018291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,132,0,0,0,0,0,0,5
340,6/30/2025 0:00:00,183,0,0,0,0,0,0,23967244,0,0,0,0,0,0,0,124245310,0,0,0,0,0,0,0,0,0,3433106,0,0,0,0,4763893,0,0,0,154622953,0,0,0,0,1646506,58,9,0,0,0,0,15,1,12,4,29,9,38,29,0,0,0,29,67,1302,1132,0,0,0,0,0,0,196
352,6/30/2025 0:00:00,188,0,0,0,0,0,0,44933537,0,0,0,0,0,0,0,53682647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6734686,112254733,0,0,0,0,6903863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647,740,0,0,0,0,0,0,954
361,6/30/2025 0:00:00,193,0,0,0,0,0,0,67544409,0,0,0,0,0,0,0,44870218,0,0,0,0,0,0,0,0,0,7762815,0,0,0,0,3696773,0,0,20500,137649400,0,0,0,0,21517500,64,62,3,0,0,0,12,5,35,33,56,58,114,5,4,0,16,11,126,1077,1629,0,0,0,0,0,0,1446
365,6/30/2025 0:00:00,197,0,0,0,0,0,0,3100492,0,0,0,0,0,0,0,9647382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13228280,0,0,0,0,480406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,72,7,0,0,0,0,0,414
367,6/30/2025 0:00:00,199,0,0,0,0,0,0,33056,0,0,0,0,0,0,0,3221014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101575,0,0,0,3355645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1
370,6/30/2025 0:00:00,201,0,0,0,0,0,0,265043,0,0,0,0,0,0,0,3347992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3613035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,40,0,0,0,0,0,0,26
373,6/30/2025 0:00:00,203,0,0,0,0,0,0,3572350,0,0,0,0,0,0,0,6433728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11649947,0,0,0,0,1643869,14,0,0,0,0,0,0,0,13,0,13,0,13,1,0,0,0,1,14,405,108,0,0,0,0,0,0,47
376,6/30/2025 0:00:00,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,80
378,6/30/2025 0:00:00,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
383,6/30/2025 0:00:00,211,0,0,0,0,0,0,1655167,0,0,0,0,0,0,0,6210531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510012,8649007,0,0,0,0,273297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,1,0,0,0,0,0,36
389,6/30/2025 0:00:00,214,0,0,0,0,0,0,6781722,0,0,0,0,0,0,0,17813999,0,0,0,0,0,0,0,0,0,272708,0,0,0,0,115159,0,0,3280984,30159719,0,0,0,0,2167855,0,131,0,0,0,0,0,36,0,80,0,128,128,0,3,0,0,3,131,198,454,0,0,0,0,0,0,156
390,6/30/2025 0:00:00,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2670201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2670201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,2,0,0,0,0,0,0,127
395,6/30/2025 0:00:00,217,0,0,0,0,0,0,5717465,0,0,0,0,0,0,0,1800774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984710,12189900,0,0,0,0,2686951,0,12,0,0,0,0,0,8,0,4,0,12,12,0,0,0,0,0,12,58,281,0,0,0,0,0,0,271
404,6/30/2025 0:00:00,222,0,0,0,0,0,0,2196537,0,0,0,0,0,0,0,11935803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98623,14230963,0,0,0,0,0,3,33,0,0,0,0,0,23,0,0,0,23,23,3,10,0,0,13,36,283,118,0,0,0,0,0,0,663
422,6/30/2025 0:00:00,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,6
430,6/30/2025 0:00:00,232,0,0,0,0,0,0,161730,0,0,0,0,0,0,0,8087829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190869,0,0,0,8440428,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,7,170,108,0,0,0,0,0,0,822
435,6/30/2025 0:00:00,235,0,0,0,0,0,0,125668582,0,0,0,0,0,0,0,747527735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32428487,0,0,0,905624804,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,2678,4226,0,0,0,0,0,0,3915
