"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_RB0026","ACCT_RB0027","ACCT_RB0028","ACCT_RB0029","ACCT_RB0030","ACCT_RB0031","ACCT_RB0032","ACCT_RB0033","ACCT_RB0034","ACCT_RB0035","ACCT_RB0036","ACCT_RB0037","ACCT_RB0038","ACCT_RB0039","ACCT_RB0040","ACCT_RB0041","ACCT_RB0042","ACCT_RB0043","ACCT_RB0044","ACCT_RB0045","ACCT_RB0046","ACCT_RB0047","ACCT_RB0048","ACCT_RB0049","ACCT_RB0050","ACCT_RB0051","ACCT_RB0052","ACCT_RB0053","ACCT_RB0054","ACCT_RB0055","ACCT_RB0056","ACCT_RB0057","ACCT_RB0058","ACCT_RB0059","ACCT_RB0060","ACCT_RB0061","ACCT_RB0062","ACCT_RB0063","ACCT_RB0064","ACCT_RB0065","ACCT_RB0066","ACCT_RB0067","ACCT_RB0068","ACCT_RB0069","ACCT_RB0070","ACCT_RB0071","ACCT_RB0072","ACCT_RB0073","ACCT_RB0074","ACCT_RB0075","ACCT_RB0076","ACCT_RB0077","ACCT_RB0078","ACCT_RB0079","ACCT_RB0080","ACCT_RB0081","ACCT_RB0082","ACCT_RB0083","ACCT_RB0084","ACCT_RB0085","ACCT_RB0086","ACCT_RB0087","ACCT_RB0088","ACCT_RB0089","ACCT_RB0090","ACCT_RB0091","ACCT_RB0092","ACCT_RB0093","ACCT_RB0094","ACCT_RB0095","ACCT_RB0096","ACCT_RB0097","ACCT_RB0098","ACCT_RB0099","ACCT_RB0100","ACCT_RB0101","ACCT_RB0102","ACCT_RB0103","ACCT_RB0104","ACCT_RB0105","ACCT_RB0106","ACCT_RB0107","ACCT_RB0108","ACCT_RB0109","ACCT_RB0110","ACCT_RB0111","ACCT_RB0112","ACCT_RB0113","ACCT_RB0114","ACCT_RB0115","ACCT_RB0116","ACCT_RB0117","ACCT_RB0118","ACCT_RB0119","ACCT_RB0120","ACCT_RB0121","ACCT_RB0122","ACCT_RB0123","ACCT_RB0124","ACCT_RB0125","ACCT_RB0126","ACCT_RB0127","ACCT_RB0128","ACCT_RB0129","ACCT_RB0130","ACCT_RB0131","ACCT_RB0132","ACCT_RB0133","ACCT_RB0134","ACCT_RB0135","ACCT_RB0136","ACCT_RB0137","ACCT_RB0138","ACCT_RB0139","ACCT_RB0140","ACCT_RB0141","ACCT_RB0142","ACCT_RB0143","ACCT_RB0144","ACCT_RB0145","ACCT_RB0146","ACCT_RB0147","ACCT_RB0148","ACCT_RB0149","ACCT_RB0150","ACCT_RB0151","ACCT_RB0152","ACCT_RB0153","ACCT_RB0154","ACCT_RB0155","ACCT_RB0156","ACCT_RB0157","ACCT_RB0158","ACCT_RB0159","ACCT_RB0160","ACCT_RB0161","ACCT_RB0162","ACCT_RB0163","ACCT_RB0164","ACCT_RB0165","ACCT_RB0166","ACCT_RB0167","ACCT_RB0168","ACCT_RB0169","ACCT_RB0170","ACCT_RB0171","ACCT_RB0172","ACCT_RB0177","ACCT_RL0001","ACCT_RL0002","ACCT_RL0003","ACCT_RL0004","ACCT_RL0005","ACCT_RL0006","ACCT_RL0007","ACCT_RL0008","ACCT_RL0009","ACCT_RL0010","ACCT_RL0011","ACCT_RL0012","ACCT_RL0013","ACCT_RL0014","ACCT_RL0015","ACCT_RL0016","ACCT_RL0017","ACCT_RL0018","ACCT_RL0019","ACCT_RL0020","ACCT_RL0021","ACCT_RL0022","ACCT_RL0023","ACCT_RL0024","ACCT_RL0025","ACCT_RL0026","ACCT_RL0027","ACCT_RL0028","ACCT_RL0029","ACCT_RL0030","ACCT_RL0031","ACCT_RL0032","ACCT_RL0033","ACCT_RL0034","ACCT_RL0035","ACCT_RL0036","ACCT_RL0037","ACCT_RL0038","ACCT_RL0039","ACCT_RL0040","ACCT_RL0041","ACCT_RL0042","ACCT_RL0043","ACCT_RL0044","ACCT_RL0045","ACCT_RL0046","ACCT_RL0047","ACCT_RL0048","ACCT_RL0050","ACCT_SH0013","ACCT_SH0018","ACCT_SH0880","ACCT_SL0018","ACCT_SL0019","ACCT_SL0020","ACCT_SL0021","ACCT_SL0022","ACCT_SL0023","ACCT_SL0024","ACCT_SL0026","ACCT_SL0028","ACCT_SL0029","ACCT_SL0030","ACCT_SL0032","ACCT_SL0033","ACCT_SL0034","ACCT_SL0035","ACCT_LR0001","ACCT_LR0002","ACCT_LR0003","ACCT_LR0004","ACCT_LR0005","ACCT_LR0006","ACCT_LR0007","ACCT_LR0008","ACCT_LQ0060","ACCT_LQ0061","ACCT_LQ0062","ACCT_NW0004"
24614,6/30/2025 0:00:00,26326,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15252,15252,9552,0,-15252,-15252,0,0,0,0,0,3470,0,2537,2537,0,0,0,0,0,0,0,268850,-12715,-12715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268850,0,0,15252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218450,218450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24615,6/30/2025 0:00:00,24277,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2502754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15120,15120,2487634,0,-15120,-15120,0,0,0,0,0,69653,0,54826,54826,0,0,0,0,0,0,0,7397347,39706,39706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7397347,0,0,15120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5603828,5603828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24623,6/30/2025 0:00:00,26339,WISE,0,0,0,0,0,0,0,0,0,0,0,0,0,28333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2741287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11531,11531,2729756,0,-11531,-11531,0,0,0,0,0,140704,0,43157,43157,0,0,0,0,0,0,0,5425829,31626,31626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5425829,0,0,11531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4741215,4741215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24626,6/30/2025 0:00:00,16653,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,30916403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73924801,0,0,0,0,0,0,0,57998593,0,0,0,0,0,0,-369500,0,3498089,3498089,247174106,-369500,-3498089,-3498089,0,0,0,0,0,17524764,0,2550148,2550148,0,0,0,0,0,0,0,353231969,-947941,-947941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353231969,0,0,3498089,8,1385073,0,10,965342,0,796,73151950,9987100,269,24674830,12853811,1,702,0,100177897,22840911,13,728983,344445,0,0,0,268,12474929,2026700,98,4997492,2846550,18201404,5217695,8,222059,0,0,0,0,2,39373,0,0,0,0,261432,0,1473,118640733,28058606,116078697,295659137,295659137,0,0,0,0,0,31,4295413,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22528813,0,0
24627,6/30/2025 0:00:00,15237,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,97378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16179133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273043,273043,16074661,0,-273043,-273043,0,0,0,0,0,360606,0,184591,184591,0,0,0,0,0,0,0,22083821,-88452,-88452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22083821,0,0,273043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5665,0,0,0,0,5,162906,0,168571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,168571,0,168571,19097442,19097442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20032
24629,6/30/2025 0:00:00,24004,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,14470105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28370586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,781150,781150,98796815,0,-781150,-781150,0,0,0,0,0,5949051,0,939212,939212,0,0,0,0,0,0,0,134489994,158062,158062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134489994,0,0,781150,0,0,0,42,1862879,25000,103,24382242,1594000,0,0,0,105,7780056,1843500,34025177,3462500,36,1611730,221000,46,1933904,0,0,0,0,437,33636567,8676748,37182201,8897748,25,905813,136300,0,0,0,0,0,0,0,0,0,905813,136300,794,72113191,12496548,44228901,116664428,116664428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45453
24630,6/30/2025 0:00:00,18035,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,178043155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55345867,0,0,0,0,0,0,0,24049096,0,0,0,0,0,0,0,0,1018638,1018638,178263095,0,-1018638,-1018638,0,0,0,0,0,23746885,0,3248286,3248286,0,0,0,0,0,0,0,420326346,2229648,2229648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420326346,0,0,1018638,116,25408213,1861900,117,10564891,2085395,5,892105,0,276,37639480,3285000,13,1455495,232,75960184,7232527,0,0,0,20,901632,0,0,0,0,387,23024954,2831700,23926586,2831700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,934,99886770,10064227,56272604,367365206,367365206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66689134,0,85412
24631,6/30/2025 0:00:00,26345,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,32391388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122303037,0,0,0,0,0,0,0,52978878,0,0,0,0,0,0,0,0,1352022,1352022,236647193,0,-1352022,-1352022,0,0,0,0,0,9970399,0,2268063,2268063,0,0,0,0,0,0,0,345957151,916041,916041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345957151,0,0,1352022,57,34596058,6304931,36,11584177,608000,0,0,0,0,0,0,21,3030088,2504000,49210323,9416931,1,47400,0,8,727266,0,0,0,0,80,12732311,3287000,13506977,3287000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,62717300,12703931,17189291,311381922,311381922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4811455,0,0
24632,6/30/2025 0:00:00,15964,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,7792952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131151729,0,0,0,0,0,0,0,19170057,0,0,0,0,0,0,0,0,1173282,1173282,280026154,0,-1173282,-1173282,0,0,0,0,0,25906415,0,3160834,3160834,0,0,0,0,0,0,0,329709234,1987552,1987552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329709234,0,0,1173282,140,30747132,0,105,6074608,453113,2,186771,0,38,4997267,2372618,284,69585249,510200,111591027,3335931,319,7359158,1110750,0,0,0,0,0,0,361,11927466,2027440,19286624,3138190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1249,130877651,6474121,69027513,299918050,299918050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43563909,15852458,0,128303
24637,6/30/2025 0:00:00,17721,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,54870734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133074783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387311,387311,140775912,0,-387311,-387311,0,0,0,0,0,17779228,0,2172484,2172484,0,0,0,0,0,0,0,268283745,1785173,1785173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268283745,0,0,387311,6,293703,0,16,44250,0,0,0,0,0,0,0,0,0,0,337953,0,34,1025124,182978,0,0,0,0,0,0,228,6725363,1354954,7750487,1537932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,8088440,1537932,7021670,234108832,234108832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4568808,0,42336
24640,6/30/2025 0:00:00,26352,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4406,4406,26749,0,-4406,-4406,0,0,0,0,0,5896,0,2777,2777,0,0,0,0,0,0,0,341033,-1629,-1629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341033,0,0,4406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283106,283106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24642,6/30/2025 0:00:00,26353,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,5423061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8578010,0,0,0,0,0,0,0,7276776,0,0,0,0,0,0,0,0,271064,271064,41070087,0,-271064,-271064,0,0,0,0,0,4471299,0,402649,402649,0,0,0,0,0,0,0,54987437,131585,131585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54987437,0,0,271064,6,2204072,0,12,1414076,0,0,0,0,0,0,0,55,20480359,3212000,24098507,3212000,1,4210,0,8,609858,0,0,0,0,9,773789,0,1387857,0,0,0,0,1,19716,0,0,0,0,0,0,0,19716,0,92,25506080,3212000,5632224,40415233,46596980,6181747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24648,6/30/2025 0:00:00,26358,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,12868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19961,19961,810923,0,-19961,-19961,0,0,0,0,0,18147,0,19808,19808,0,0,0,0,0,0,0,2558711,-153,-153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2558711,0,0,19961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2175872,2175872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1242
24649,6/30/2025 0:00:00,22367,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,372707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26082511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258301,258301,32674908,0,-258301,-258301,0,0,0,0,0,4228314,0,599288,599288,0,0,0,0,0,0,0,73765105,340987,340987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73765105,0,0,258301,0,0,0,51,1425182,81999,0,0,0,6,330160,0,83,5095356,0,6850698,81999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,6850698,81999,5095356,65090910,65090910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24657,6/30/2025 0:00:00,26365,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,21383376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2401279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33022,33022,2513804,0,-33022,-33022,0,0,0,0,0,333430,0,206546,206546,0,0,0,0,0,0,0,26667382,173524,173524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26667382,0,0,33022,1,101614,0,1,43933,0,0,0,0,0,0,0,0,0,0,145547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,145547,0,0,21690180,21690180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3941
24661,6/30/2025 0:00:00,15666,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,406412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86291986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2366792,2366792,94158822,0,-2366792,-2366792,0,0,0,0,0,12223170,0,1089433,1089433,0,0,0,0,0,0,0,124941437,-1277359,-1277359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124941437,0,0,2366792,62,8337648,333338,29,1895981,0,0,0,0,0,0,0,0,0,0,10233629,333338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,10233629,333338,344139,112558529,112558529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716565
24668,6/30/2025 0:00:00,17277,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,419508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52254091,0,0,0,0,0,0,0,4792547,0,0,0,0,0,0,0,0,1994116,1994116,77719161,0,-1994116,-1994116,0,0,0,0,0,6956255,0,897386,897386,0,0,0,0,0,0,0,90888800,-1096730,-1096730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90888800,0,0,1994116,0,0,0,0,0,0,261,14957343,1426225,77,4750281,1024339,0,0,0,19707624,2450564,19,656545,33700,0,0,0,65,2302470,58609,0,0,0,2959015,92309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,22666639,2542873,0,70738066,75823066,5085000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165000
24670,6/30/2025 0:00:00,18085,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,51464434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30534206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1159482,1159482,36216915,0,-1159482,-1159482,0,0,0,0,0,2110704,0,830457,830457,0,0,0,0,0,0,0,96293911,-329025,-329025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96293911,0,0,1159482,38,6546010,0,11,296181,0,0,0,0,0,0,0,0,0,0,6842191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2994750,0,0,0,0,0,0,0,0,0,0,2994750,0,64,9836941,0,170528,86507544,86507544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98379
24673,6/30/2025 0:00:00,15977,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,16056025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33224895,0,0,0,0,0,0,0,2157909,0,0,0,0,0,0,0,0,1042775,1042775,143467166,0,-1042775,-1042775,0,0,0,0,0,13074787,0,1393493,1393493,0,0,0,0,0,0,0,182435453,350718,350718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182435453,0,0,1042775,57,10438571,3095270,136,10662088,458000,340,43120540,0,35,5229024,1160901,191,25492874,0,94943097,4714171,285,10324999,1701266,18,516182,0,7,83574,0,83,3259285,158935,14184040,1860201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152,109127137,6574372,65362375,148137691,153405691,5268000,0,0,12,648112,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1800000,0,302283
24674,6/30/2025 0:00:00,17051,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,432206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12095327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60810,60810,14794474,0,-60810,-60810,0,0,0,0,0,408082,0,173945,173945,0,0,0,0,0,0,0,21745055,113135,113135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21745055,0,0,60810,0,0,0,3,107524,0,0,0,0,32,1331552,143000,8,217313,100000,1656389,243000,22,1006856,145500,0,0,0,3,96712,0,0,0,0,1103568,145500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2759957,388500,0,18452445,18452445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24676,6/30/2025 0:00:00,17083,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19700225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364004,364004,20024038,0,-364004,-364004,0,0,0,0,0,894995,0,373370,373370,0,0,0,0,0,0,0,42672757,9366,9366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42672757,0,0,364004,18,677127,0,2,10690,0,0,0,0,0,0,0,0,0,0,687817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,687817,0,0,36584084,36584084,0,15,352712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24679,6/30/2025 0:00:00,17338,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,9832000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3535308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19771,19771,4391017,0,-19771,-19771,0,0,0,0,0,1037166,0,226715,226715,0,0,0,0,0,0,0,27353564,206944,206944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27353564,0,0,19771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,875480,133751,875480,133751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,875480,133751,0,24423493,24423493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
