"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","UPDATE_DATE","ACCT_007","ACCT_008","ACCT_009","ACCT_010","ACCT_011C","ACCT_013","ACCT_018","ACCT_019","ACCT_021B","ACCT_022B","ACCT_023B","ACCT_025A","ACCT_025B","ACCT_031A","ACCT_031B","ACCT_041B","ACCT_042","ACCT_058C","ACCT_065","ACCT_067","ACCT_068","ACCT_069","ACCT_080","ACCT_083","ACCT_084","ACCT_100","ACCT_300","ACCT_340","ACCT_380","ACCT_386","ACCT_387","ACCT_388","ACCT_392","ACCT_400","ACCT_457","ACCT_521","ACCT_522","ACCT_523","ACCT_524","ACCT_550","ACCT_551","ACCT_552","ACCT_562","ACCT_563","ACCT_602","ACCT_630","ACCT_652A","ACCT_652B1","ACCT_652B2","ACCT_655A","ACCT_655B1","ACCT_655B2","ACCT_656C","ACCT_657","ACCT_658","ACCT_662","ACCT_668","ACCT_671","ACCT_672A","ACCT_672B1","ACCT_672B2","ACCT_703","ACCT_704","ACCT_705","ACCT_706","ACCT_707","ACCT_708","ACCT_710","ACCT_712","ACCT_713","ACCT_714","ACCT_715","ACCT_716","ACCT_718","ACCT_719","ACCT_720","ACCT_721","ACCT_722","ACCT_723","ACCT_724","ACCT_730","ACCT_741A","ACCT_741B1","ACCT_741B2","ACCT_742A","ACCT_742B1","ACCT_742B2","ACCT_746A","ACCT_746B1","ACCT_746B2","ACCT_749","ACCT_750A","ACCT_750B1","ACCT_750B2","ACCT_751","ACCT_755","ACCT_760C","ACCT_761C","ACCT_771","ACCT_775","ACCT_794","ACCT_798","ACCT_799A","ACCT_799B1","ACCT_799B2","ACCT_825","ACCT_860C","ACCT_880","ACCT_902","ACCT_906A","ACCT_908A","ACCT_908C","ACCT_911","ACCT_931","ACCT_940","ACCT_959","ACCT_960","ACCT_968","ACCT_973","ACCT_975","ACCT_976","ACCT_991","Acct_965A","Acct_965B","Acct_965C","Acct_965D","ACCT_020A","ACCT_020B","ACCT_024A","ACCT_024B","ACCT_042A","ACCT_090A","ACCT_090B","ACCT_090C","ACCT_090D","ACCT_099A","ACCT_143A","ACCT_143B","ACCT_143C","ACCT_143D","ACCT_400A","ACCT_400B","ACCT_400C","ACCT_400D","ACCT_400F","ACCT_459A","ACCT_463A","ACCT_475A","ACCT_475B","ACCT_475C","ACCT_475D","ACCT_691B","ACCT_691C","ACCT_692","ACCT_692A","ACCT_704A","ACCT_704B","ACCT_704C","ACCT_704D","ACCT_704E","ACCT_705A","ACCT_705B","ACCT_708B","ACCT_720A","ACCT_720B","ACCT_720C","ACCT_720D","ACCT_720E","ACCT_721A","ACCT_721B","ACCT_724B","ACCT_733A","ACCT_745C1","ACCT_745C2","ACCT_796C1","ACCT_796C2","ACCT_797C1","ACCT_797C2","ACCT_799C1","ACCT_799C2","ACCT_965C1","ACCT_965C2","ACCT_088","ACCT_799A1","ACCT_672B","ACCT_672C1","ACCT_672C2","ACCT_672D","ACCT_744B","ACCT_744C1","ACCT_744C2","ACCT_744D","ACCT_652B","ACCT_652C1","ACCT_652C2","ACCT_652D","ACCT_766A","ACCT_766B","ACCT_766C1","ACCT_766C2","ACCT_766D","ACCT_766E","ACCT_798A1","ACCT_798A2","ACCT_798A3","ACCT_009A","ACCT_009B","ACCT_009C","ACCT_769A1","ACCT_769B1","ACCT_616","ACCT_616A","ACCT_704A1","ACCT_704C1","ACCT_980","ACCT_742C1","ACCT_742C2","ACCT_020J","ACCT_020K","ACCT_020L","ACCT_021J","ACCT_021K","ACCT_021L","ACCT_022J","ACCT_022K","ACCT_022L","ACCT_023J","ACCT_023K","ACCT_023L","ACCT_041J","ACCT_041K","ACCT_041L","Acct_1019","Acct_1019A","Acct_1019B","Acct_1019C","Acct_1019D","Acct_1019E","Acct_789A","Acct_789A1","Acct_789B","Acct_789B1"
62474,6/30/2025 0:00:00,16740,7/25/2025 10:07:45 PM,47531061,6754444,0,1939936349,0,1730143583,1730143583,0,1350155,852690,218081,61964,1152606386,5374,131996454,4217168,0,0,0,0,0,0,0,122068,533253,0,0,132508,6248039,0,0,0,0,0,0,1324,1800,329,679,1963207,418070,0,0,0,6707428,2518780,0,0,0,0,0,0,0,336574989,0,0,0,32441496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15414135,0,0,0,0,27800129,4940000,0,501786445,66346534,425529264,451985620,359976733,0,198530741,0,0,7258,0,0,0,0,0,0,0,0,0,3701279,0,527090,0,0,0,0,0,0,0,0,0,0,227198815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3289814,1234872,117772698,0,0,0,0,0,633071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62482,6/30/2025 0:00:00,16748,8/13/2025 11:44:15 AM,0,0,0,15207977,0,12286380,12286380,0,25728,25957,20293,614,9098933,165,1545195,82712,0,0,0,0,0,0,0,1357,2580,0,0,0,30837,0,0,0,0,0,0,0,1250,450,550,108433,6228,0,0,0,30000,0,0,0,0,0,0,0,0,4775410,313438,0,0,223428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104725,0,0,0,0,44008,0,0,843947,0,4190250,5453127,1213892,0,2383615,0,0,203,0,0,0,0,0,0,0,0,0,142368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62484,6/30/2025 0:00:00,16750,7/29/2025 10:50:11 PM,13052111,1562486,0,270296129,0,225297046,240465046,0,853839,783110,0,16272,212684728,914,15898512,2755340,0,0,0,0,0,0,0,17368,544767,0,0,286022,2049877,0,0,0,0,0,19,1250,990,249,634,476256,157109,0,0,0,394352,0,0,0,0,0,0,0,0,65300820,0,0,0,5775992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2186301,0,0,0,0,2301173,5000000,15168000,61739861,8193697,60302296,78966852,10045952,0,22812357,0,0,2420,0,0,0,0,0,0,0,0,0,1486690,0,124902,0,0,0,0,0,0,0,0,0,0,1413127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012025,60726,2240867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62486,6/30/2025 0:00:00,16752,7/29/2025 10:24:25 PM,165626,19945,0,10789509,0,8107187,8107187,0,104153,0,0,186,2548344,53,468708,107211,0,0,0,0,0,0,0,1644,7500,0,0,0,6903,0,0,0,0,0,0,0,1800,0,850,1770,2987,0,0,0,0,0,0,0,0,0,0,0,0,5707249,65000,0,0,277882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80533,0,0,0,0,12915,0,0,0,994102,1405836,1405836,0,0,2593703,0,0,100,0,0,0,0,0,0,0,0,0,261171,0,0,0,0,0,0,0,0,0,0,0,0,59305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9632,19909,14478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62497,6/30/2025 0:00:00,16760,7/30/2025 10:06:45 PM,0,117471,0,53332612,0,45446082,45446082,0,8994,1980,19645,1962,31387607,912,5750827,87862,0,0,0,0,0,0,0,7399,17000,0,0,465,182786,0,0,0,0,0,0,1309,988,608,738,262955,68541,0,0,0,32068,0,0,0,0,0,0,0,0,20453910,0,0,0,1101089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442862,0,0,0,0,1058481,0,0,9814762,3182345,2119423,3685821,8292389,0,6964959,0,0,209,0,0,0,0,0,0,0,0,0,108828,0,13452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106598,45095,1033497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62500,6/30/2025 0:00:00,16762,7/28/2025 10:39:57 PM,316525,0,0,32077693,0,25399921,25399921,0,23947,17576,0,133611,13469055,19525,3343817,69170,0,0,0,0,0,0,0,2336,4000,0,0,0,247090,0,0,0,0,0,0,0,1200,450,550,55155,15047,0,0,0,223819,0,0,0,0,0,0,0,0,24193181,5521156,0,0,320522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235141,0,0,0,0,32797,0,0,0,1206740,0,0,0,0,900000,0,0,92906,0,0,0,0,0,0,0,0,0,135372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10717,0,91485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62502,6/30/2025 0:00:00,16764,7/16/2025 10:08:22 PM,0,13388,0,9164053,0,8100439,8100439,0,0,0,0,382,6147062,62,1225106,0,0,0,0,0,0,0,0,956,1200,0,0,0,5987,0,0,0,0,0,0,0,1775,900,875,0,0,0,0,0,0,79416,0,0,0,0,0,0,0,4222231,362169,0,0,208936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77331,0,0,0,0,-268,0,0,673605,946277,2178910,2178910,0,0,666861,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27829,5331,50949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62504,6/30/2025 0:00:00,16766,7/28/2025 10:10:34 PM,17307690,12651880,0,1550216673,0,1366109066,1366109066,0,2164786,336048,690161,41925,932011519,26117,205035219,4717496,0,0,0,0,0,0,0,83425,1019895,0,0,620880,9088061,0,0,0,0,0,0,1109,1029,597,691,3186976,553950,0,0,0,0,0,0,0,0,0,0,0,0,346501729,3817708,0,0,25581949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12511581,0,0,0,0,18906761,30001100,0,315851355,38655371,256439174,281972093,379050227,0,150717677,0,0,11330,0,0,0,0,0,0,0,0,0,5586435,0,156961,0,0,0,0,0,0,0,0,0,0,74291492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3783490,1027001,39048126,0,0,0,0,0,15009161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62508,6/30/2025 0:00:00,16770,7/17/2025 10:09:18 PM,919508,72422,0,51841252,0,45061346,45061346,0,3532,0,0,1549,30167236,144,3703022,23815,0,0,0,0,0,0,0,3614,303372,0,0,0,239041,0,0,0,0,0,0,950,1200,629,629,83331,21170,0,0,0,227374,379885,0,0,0,0,0,0,0,9801845,0,0,0,799907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403543,0,0,0,0,217568,0,0,7427946,1626349,6124126,6257014,19466791,0,6325846,0,0,636,0,0,0,0,0,0,0,0,0,66827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72357,15276,549997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62509,6/30/2025 0:00:00,16771,7/24/2025 10:35:02 PM,27474039,9809089,0,1228863679,0,1096572976,1096572976,0,2090311,485776,333819,41430,738299834,4899,160997061,4631268,0,0,0,0,0,0,0,88970,2998416,0,0,279360,1543524,0,0,0,0,0,0,1520,1206,896,741,3540669,435625,0,0,0,0,897609,0,0,0,0,0,0,0,283700024,0,0,0,24178817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9955241,0,0,0,0,18132435,16022458,0,264195660,24484561,313611093,335610605,183298330,0,122398243,0,0,12048,0,0,0,0,0,0,0,0,0,10158700,0,307628,0,0,0,0,0,0,0,0,0,0,117519539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2967759,902436,43213706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62514,6/30/2025 0:00:00,16776,8/14/2025 11:26:23 AM,116522714,11001709,0,14860446166,0,12542546905,12542590981,0,12392212,10940769,3091099,276983,12615576275,31559,2670860010,44787707,0,0,0,0,0,0,0,508470,33126869,0,0,8871095,19067210,0,0,0,0,0,1,1425,1200,599,799,11641705,2637705,0,0,0,0,121792933,0,0,0,0,0,0,0,1424747945,0,0,0,163242301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101652289,0,0,0,0,181399303,470000000,44076,3231953296,323576649,2326704862,3007975107,4325914164,0,1739747935,0,0,57215,0,0,0,0,0,0,0,0,0,45865947,0,1458450,0,0,0,0,0,0,0,0,0,0,2272595574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44974128,2392232,71367546,0,0,0,0,0,739159580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62536,6/30/2025 0:00:00,16796,7/29/2025 10:51:19 PM,368336,28030,0,16995616,0,15477071,15477071,0,163808,132190,162865,3136,14143370,133,3289797,546671,0,0,0,0,0,0,0,2781,30000,0,0,1085,68959,0,0,0,0,0,0,1100,1149,624,724,10382,12478,0,0,0,3263,0,0,0,0,0,0,0,0,5885765,0,0,0,467607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140994,0,0,0,0,4721,0,0,5021933,58800,3186730,3860914,614682,0,1510561,0,0,250,0,0,0,0,0,0,0,0,0,180115,0,61341,0,0,0,0,0,0,0,0,0,0,2166618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171217,49938,599375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62537,6/30/2025 0:00:00,16797,7/29/2025 10:08:10 PM,2005335,145936,0,73287784,0,60820039,60820039,0,300210,23078,0,1822,39484212,346,5076115,688629,0,0,0,0,0,0,0,2886,6000,0,0,0,820586,0,0,0,0,0,0,1500,1150,649,699,47074,11438,0,0,0,286816,57574,0,0,0,0,0,0,0,6188599,2573944,0,0,829027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573027,0,0,0,0,118352,0,0,4740806,3115413,20746664,25845924,20871722,0,9488633,0,0,786,0,0,0,0,0,0,0,0,0,208917,0,17360,0,0,0,0,0,0,0,0,0,0,501981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138250,70870,2445565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62542,6/30/2025 0:00:00,16802,7/21/2025 10:16:41 PM,11264252,1289582,0,978147278,0,847928868,848005514,0,1079103,439990,36831,53505,868722301,5549,161247665,5052917,0,0,0,0,0,0,0,86355,2361181,0,0,556679,10759303,0,0,0,0,0,2,1190,1490,800,800,3290378,370739,0,0,0,0,0,0,0,0,0,0,0,0,176426789,0,0,0,14606826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7703609,0,0,0,0,7905062,0,76646,210944868,33265097,364918592,369380386,55941273,0,118249071,0,0,29661,0,0,0,0,0,0,0,0,0,10358989,0,111096,0,0,0,0,0,0,0,0,0,0,5296590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2830318,272257,5197903,0,0,0,0,0,1641129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62543,6/30/2025 0:00:00,16803,7/17/2025 10:03:28 PM,0,549,0,41630500,0,33684155,33684155,0,0,0,0,1043,7511843,94,1967449,3665,0,0,0,0,0,0,0,2584,5900,0,0,0,93230,0,0,0,0,0,0,1090,1125,561,584,0,0,0,0,0,452775,0,0,0,0,0,0,0,0,21584275,0,0,0,376428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342834,0,0,0,0,469074,0,0,7638768,0,3245347,4461112,0,0,7017511,0,0,277,0,0,0,0,0,0,0,0,0,69708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14500,102502,130054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62562,6/30/2025 0:00:00,16821,7/30/2025 10:46:32 PM,24792496,4141102,0,1751307001,0,1565162573,1565162573,0,1936560,1117637,60000,56559,1189514943,5754,219232112,5800014,0,0,0,0,0,0,0,108676,8129465,0,0,27,170227,0,0,0,0,0,0,2066,1288,598,694,3468293,1064116,0,0,0,0,0,0,0,0,0,0,0,0,456465684,21102832,0,0,32198551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14524089,0,0,0,0,11617015,0,0,485570814,37417219,256040055,266988143,316071697,0,155639432,0,0,16460,0,0,0,0,0,0,0,0,0,7096637,0,139178,0,0,0,0,0,0,0,0,0,0,139770296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4711237,1438046,64214507,0,0,0,0,0,151686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62563,6/30/2025 0:00:00,16822,7/28/2025 10:44:28 PM,15754676,1050777,0,448201279,0,378524092,378922092,0,2903961,2185939,3081500,16588,337601894,2246,68139762,8953271,0,0,0,0,0,0,0,22071,113823,0,0,499430,19794,0,0,0,0,0,3,1300,1199,599,599,962017,110834,0,0,0,1995377,14302989,0,0,0,0,0,0,0,39742672,0,0,0,7934376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3520081,0,0,0,0,2865357,8100000,398000,77738108,10753250,121744236,155790989,73063809,0,46178221,0,0,5221,0,0,0,0,0,0,0,0,0,3226536,0,35998,0,0,0,0,0,0,0,0,0,0,141315753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4240060,252140,15334968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62564,6/30/2025 0:00:00,16823,7/17/2025 10:03:38 PM,1039431,112896,0,24355030,0,19351231,19351231,0,12869,68113,0,700,10582896,160,3143893,174844,0,0,0,0,0,0,0,3774,9999,0,0,0,66822,0,0,0,0,0,0,0,1800,1800,1800,53609,3865,0,0,0,81227,0,0,0,0,0,0,0,0,16180166,0,0,0,423012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185254,0,0,0,0,47972,0,0,3171065,0,0,0,0,0,4839983,0,0,271,0,0,0,0,0,0,0,0,0,191275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36361,26204,52166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62571,6/30/2025 0:00:00,16830,7/29/2025 10:47:49 PM,0,322715,0,88555975,0,76316759,78320729,0,153013,107699,0,5759,73958527,594,10050975,423913,0,0,0,0,0,0,0,9899,20000,0,0,0,291044,0,0,0,0,0,3,1437,1266,560,678,180282,27540,0,0,0,0,0,0,0,0,0,0,0,0,43333704,0,0,0,2874303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780279,0,0,0,0,722474,0,2003970,11700715,3080745,11037273,11272288,6913077,0,9512772,0,0,1438,0,0,0,0,0,0,0,0,0,1053472,0,16506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131201,3998,1090351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62573,6/30/2025 0:00:00,16832,8/19/2025 10:02:14 PM,15195320,1721616,0,662870752,0,551379273,610077273,0,2145410,1604076,116115,27575,407046353,2095,60910329,5903907,0,0,0,0,0,0,0,49628,827686,0,0,372339,7665678,0,0,0,0,0,18,1527,1199,710,859,2804392,326033,0,0,0,0,5645685,0,0,0,0,0,0,0,122316328,4737145,0,0,11507025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5696898,0,0,0,0,5303599,0,58698000,98342251,15424530,205920434,223325645,83421208,0,50745848,0,0,5593,0,0,0,0,0,0,0,0,0,13515889,0,345532,0,0,0,0,0,0,0,0,0,0,328266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1969792,312905,3505350,0,0,0,0,0,2843299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
