"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","UPDATE_DATE","ACCT_007","ACCT_008","ACCT_009","ACCT_010","ACCT_011C","ACCT_013","ACCT_018","ACCT_019","ACCT_021B","ACCT_022B","ACCT_023B","ACCT_025A","ACCT_025B","ACCT_031A","ACCT_031B","ACCT_041B","ACCT_042","ACCT_058C","ACCT_065","ACCT_067","ACCT_068","ACCT_069","ACCT_080","ACCT_083","ACCT_084","ACCT_100","ACCT_300","ACCT_340","ACCT_380","ACCT_386","ACCT_387","ACCT_388","ACCT_392","ACCT_400","ACCT_457","ACCT_521","ACCT_522","ACCT_523","ACCT_524","ACCT_550","ACCT_551","ACCT_552","ACCT_562","ACCT_563","ACCT_602","ACCT_630","ACCT_652A","ACCT_652B1","ACCT_652B2","ACCT_655A","ACCT_655B1","ACCT_655B2","ACCT_656C","ACCT_657","ACCT_658","ACCT_662","ACCT_668","ACCT_671","ACCT_672A","ACCT_672B1","ACCT_672B2","ACCT_703","ACCT_704","ACCT_705","ACCT_706","ACCT_707","ACCT_708","ACCT_710","ACCT_712","ACCT_713","ACCT_714","ACCT_715","ACCT_716","ACCT_718","ACCT_719","ACCT_720","ACCT_721","ACCT_722","ACCT_723","ACCT_724","ACCT_730","ACCT_741A","ACCT_741B1","ACCT_741B2","ACCT_742A","ACCT_742B1","ACCT_742B2","ACCT_746A","ACCT_746B1","ACCT_746B2","ACCT_749","ACCT_750A","ACCT_750B1","ACCT_750B2","ACCT_751","ACCT_755","ACCT_760C","ACCT_761C","ACCT_771","ACCT_775","ACCT_794","ACCT_798","ACCT_799A","ACCT_799B1","ACCT_799B2","ACCT_825","ACCT_860C","ACCT_880","ACCT_902","ACCT_906A","ACCT_908A","ACCT_908C","ACCT_911","ACCT_931","ACCT_940","ACCT_959","ACCT_960","ACCT_968","ACCT_973","ACCT_975","ACCT_976","ACCT_991","Acct_965A","Acct_965B","Acct_965C","Acct_965D","ACCT_020A","ACCT_020B","ACCT_024A","ACCT_024B","ACCT_042A","ACCT_090A","ACCT_090B","ACCT_090C","ACCT_090D","ACCT_099A","ACCT_143A","ACCT_143B","ACCT_143C","ACCT_143D","ACCT_400A","ACCT_400B","ACCT_400C","ACCT_400D","ACCT_400F","ACCT_459A","ACCT_463A","ACCT_475A","ACCT_475B","ACCT_475C","ACCT_475D","ACCT_691B","ACCT_691C","ACCT_692","ACCT_692A","ACCT_704A","ACCT_704B","ACCT_704C","ACCT_704D","ACCT_704E","ACCT_705A","ACCT_705B","ACCT_708B","ACCT_720A","ACCT_720B","ACCT_720C","ACCT_720D","ACCT_720E","ACCT_721A","ACCT_721B","ACCT_724B","ACCT_733A","ACCT_745C1","ACCT_745C2","ACCT_796C1","ACCT_796C2","ACCT_797C1","ACCT_797C2","ACCT_799C1","ACCT_799C2","ACCT_965C1","ACCT_965C2","ACCT_088","ACCT_799A1","ACCT_672B","ACCT_672C1","ACCT_672C2","ACCT_672D","ACCT_744B","ACCT_744C1","ACCT_744C2","ACCT_744D","ACCT_652B","ACCT_652C1","ACCT_652C2","ACCT_652D","ACCT_766A","ACCT_766B","ACCT_766C1","ACCT_766C2","ACCT_766D","ACCT_766E","ACCT_798A1","ACCT_798A2","ACCT_798A3","ACCT_009A","ACCT_009B","ACCT_009C","ACCT_769A1","ACCT_769B1","ACCT_616","ACCT_616A","ACCT_704A1","ACCT_704C1","ACCT_980","ACCT_742C1","ACCT_742C2","ACCT_020J","ACCT_020K","ACCT_020L","ACCT_021J","ACCT_021K","ACCT_021L","ACCT_022J","ACCT_022K","ACCT_022L","ACCT_023J","ACCT_023K","ACCT_023L","ACCT_041J","ACCT_041K","ACCT_041L","Acct_1019","Acct_1019A","Acct_1019B","Acct_1019C","Acct_1019D","Acct_1019E","Acct_789A","Acct_789A1","Acct_789B","Acct_789B1"
1059,6/30/2025 0:00:00,530,7/10/2025 10:01:45 PM,0,33,0,7301392,0,6430830,6430830,0,0,0,0,239,1375013,162,308572,6378,0,0,0,0,0,0,0,1513,2500,0,3210,0,10355,0,0,0,0,0,0,0,1690,290,590,6377,1633,0,0,0,0,0,0,0,0,0,0,0,0,6354875,68256,0,0,160156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61014,0,0,0,0,17076,0,0,75955,0,0,0,0,0,784950,0,0,6,0,0,0,0,0,0,0,0,0,42614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16803,14370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1068,6/30/2025 0:00:00,532,7/24/2025 10:27:41 PM,0,533370,0,24645209,0,19898682,21141682,0,0,0,0,1230,18368810,190,3573071,43972,0,0,0,0,0,0,0,4086,682826,0,0,0,161220,0,0,0,0,0,1,0,1590,890,890,42054,12076,0,0,0,0,0,0,0,0,0,0,0,0,9602263,0,0,0,874291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174260,0,0,0,0,778262,0,1243000,4282527,454700,5323341,5323341,235853,0,2725265,0,0,669,0,0,0,0,0,0,0,0,0,254245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65101,1137,1415808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1074,6/30/2025 0:00:00,534,7/31/2025 10:08:47 PM,0,12060852,0,1392322262,0,962614127,1210877152,0,9286569,1671833,2723136,27828,1245534704,1284,96762499,20289903,0,0,0,0,0,0,0,65839,70000,0,0,1006038,16047900,0,0,0,0,0,544,899,1374,174,274,12654912,1504163,0,0,0,-1190680,0,0,0,0,0,0,0,0,347479869,0,0,0,29884164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11734169,0,0,0,0,13106605,42050000,248263025,195141684,39818402,207976676,308346610,61686863,0,126559353,0,0,2177,0,0,0,0,0,0,0,0,0,6890623,0,591178,0,0,0,0,0,0,0,0,0,0,539249149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6923321,112659,16361995,0,0,0,0,0,219298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1077,6/30/2025 0:00:00,536,7/25/2025 10:13:32 PM,283907,101804,0,68989365,0,62270272,62270272,0,12920,46958,0,1174,16670268,76,3648839,85152,0,0,0,0,0,0,0,3291,7859,0,0,0,302899,0,0,0,0,0,0,1094,1092,535,633,93488,5537,0,0,0,0,0,0,0,0,0,0,0,0,33857392,577150,0,0,784593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581655,0,0,0,0,49798,0,0,9308962,0,3328500,10637000,8466919,0,5940104,0,0,163,0,0,0,0,0,0,0,0,0,17059,0,959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24506,265079,250255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,6/30/2025 0:00:00,537,7/25/2025 10:28:40 PM,0,0,0,23651357,0,21765118,21765118,0,31242,32714,40732,762,9695857,111,1340873,111520,0,0,0,0,0,0,0,1693,2000,0,0,0,122858,0,0,0,0,0,0,0,673,482,544,17328,9627,0,0,0,99660,0,0,0,0,0,0,0,0,13143127,0,0,0,297470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207062,0,0,0,0,3577,0,0,3010877,97752,3115998,5322624,0,0,1889134,0,0,154,0,0,0,0,0,0,0,0,0,60701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21409,34026,259266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1086,6/30/2025 0:00:00,541,7/18/2025 10:21:54 PM,122782,12510,0,26789285,0,23788559,23788559,0,0,0,0,915,14729703,98,2515648,33006,0,0,0,0,0,0,0,2361,56000,0,0,188,5262,0,0,0,0,0,0,1300,1083,453,557,2519,410,0,0,0,0,0,0,0,0,0,0,0,0,15584377,224322,0,0,466906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238678,0,0,0,0,121017,0,0,6972912,504653,726616,726616,0,0,2655207,0,0,177,0,0,0,0,0,0,0,0,0,7501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32047,9825,201383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1108,6/30/2025 0:00:00,552,7/24/2025 10:27:50 PM,2442425,851332,0,96244576,0,85621182,85621182,0,184958,17304,94557,4172,43929809,241,7137414,338328,0,0,0,0,0,0,0,6189,25000,0,0,0,191224,0,0,0,0,0,0,990,900,400,400,142131,79292,0,0,0,0,20203,0,0,0,0,0,0,0,54516762,3602937,0,0,1779323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815647,0,0,0,0,1479862,0,0,14287851,2003219,165413,484923,14174650,0,4276114,0,0,531,0,0,0,0,0,0,0,0,0,34376,0,19340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160255,125013,3619101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,6/30/2025 0:00:00,554,7/23/2025 10:17:25 PM,4656,52659,0,19388210,0,14359684,14359684,0,1502,0,0,242,4623937,32,435213,5468,0,0,0,0,0,0,0,938,6000,0,0,0,70959,0,0,0,0,0,0,0,841,484,781,5629,37,0,0,0,96865,0,0,0,0,0,0,0,0,10212357,300000,0,0,179495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143848,0,0,0,0,61433,0,0,1176957,298818,2514079,2671551,0,0,4520217,0,0,50,0,0,0,0,0,0,0,0,0,25690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10260,34449,1067302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,6/30/2025 0:00:00,555,7/24/2025 10:33:47 PM,0,8577,0,11479880,0,9666009,9666009,0,2281,0,0,232,4551376,39,855351,2281,0,0,0,0,0,0,0,1560,1900,0,0,0,17554,0,0,0,0,0,0,0,880,581,653.2,0,206,0,0,0,0,20439,0,0,0,0,0,0,0,7511676,287224,0,0,182211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92418,0,0,0,0,27813,0,0,2117894,0,16000,16000,0,0,1490384,0,0,85,0,0,0,0,0,0,0,0,0,1226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9862,27051,13066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,6/30/2025 0:00:00,556,8/7/2025 10:05:25 PM,810013,751216,0,132148149,0,114982785,117667785,0,80466,10836,0,5984,88599580,643,20215166,233656,0,0,0,0,0,0,0,10472,2000000,0,0,92329,455804,0,0,0,0,0,11,1215,1280,522,575,145167,15460,0,0,0,0,0,0,0,0,0,0,0,0,51847810,0,0,0,3070162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1143254,0,0,0,0,-1030651,3000000,2685000,29278744,2309676,7754890,14483865,16590514,0,15359093,0,0,1418,0,0,0,0,0,0,0,0,0,633715,0,108744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340690,39468,12899055,0,0,0,0,0,2697712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,6/30/2025 0:00:00,557,7/21/2025 10:12:00 PM,9118375,3782500,0,459394469,0,410279620,410279620,0,259763,92543,735,18890,257574278,2454,48110232,770224,0,0,0,0,0,0,0,48627,365000,0,0,0,2744489,0,0,0,0,0,0,1000,899,699,729,501347,173130,0,0,0,0,0,0,0,0,0,0,0,0,166540164,0,0,0,8225608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3814380,0,0,0,0,1476069,0,0,122236083,13250937,70948897,83210419,17192754,0,47942814,0,0,6140,0,0,0,0,0,0,0,0,0,1326390,0,22244,0,0,0,0,0,0,0,0,0,0,774545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805229,562218,19183640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,6/30/2025 0:00:00,560,7/28/2025 10:32:49 PM,0,26903,0,55099472,0,48713269,48722756,0,22296,56131,29196,493,13327638,28,2310500,161716,0,0,0,0,0,0,0,2041,8475,0,0,0,98184,0,0,0,0,0,3,1290,939,520,584,64571,150,0,0,0,0,435122,0,0,0,0,0,0,0,32085805,0,0,0,676880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484388,0,0,0,0,29413,0,9487,11285705,3729334,1132803,1177303,0,0,6273611,0,0,11,0,0,0,0,0,0,0,0,0,228299,0,15734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50601,115070,2786310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1127,6/30/2025 0:00:00,561,8/20/2025 1:45:42 PM,2534527,259345,0,94379484,0,80662352,80662352,0,73256,22479,63351,4506,56124682,399,10342088,191661,0,0,0,0,0,0,0,7924,221100,0,0,0,238661,0,0,0,0,0,0,1350,925,675,675,49568,10724,0,0,0,450206,677661,0,0,0,0,0,0,0,44025598,0,0,0,1948068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,794923,0,0,0,0,3272468,0,0,20527631,2218592,8178856,9678550,3398272,0,10973421,0,0,872,0,0,0,0,0,0,0,0,0,516402,0,131177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156793,71054,10007675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1129,6/30/2025 0:00:00,563,7/16/2025 10:10:36 PM,505329,55977,0,21703002,0,18819203,19069203,0,0,0,0,1224,19328046,297,4731613,165172,0,0,0,0,0,0,0,2385,3000,0,0,495,70667,0,0,0,0,0,1,1390,1200,199,304,22777,116,0,0,0,0,0,0,0,0,0,0,0,0,10855142,565681,0,0,458635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185467,0,0,0,0,582478,0,250000,4898339,87970,2013749,2730355,0,0,1482133,0,0,390,0,0,0,0,0,0,0,0,0,813298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48646,236,52384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1130,6/30/2025 0:00:00,564,7/30/2025 10:03:22 PM,121415,8744,0,3354407,0,2543869,2543869,0,43602,0,0,203,2666097,42,607001,201909,0,0,0,0,0,0,0,517,700,0,6459,66,4206,0,0,0,0,0,0,0,1063,795,895,1268,0,0,0,0,2789,0,0,0,0,0,0,0,0,2543869,0,0,0,75844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24275,0,0,0,0,15982,0,0,0,0,0,0,0,0,789620,0,0,79,0,0,0,0,0,0,0,0,0,11439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1131,6/30/2025 0:00:00,565,7/30/2025 10:49:52 PM,125276,76861,0,23278141,0,20644155,20644155,0,5297,654,30,749,7594860,164,1248529,38805,0,0,0,0,0,0,0,3692,27500,0,0,0,36087,0,0,0,0,0,0,0,1499,800,800,54978,65176,0,0,0,20684,1256103,0,0,0,0,0,0,0,15418172,0,0,0,514037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189886,0,0,0,0,969255,0,0,2016556,148646,203612,203612,1598703,0,1644047,0,0,235,0,0,0,0,0,0,0,0,0,63837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15222,47960,684343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1133,6/30/2025 0:00:00,567,8/7/2025 10:01:45 PM,2689646,432074,0,123360937,0,109820389,109820389,0,257472,112548,2190,7541,85006200,753,19222681,726522,0,0,0,0,0,0,0,8432,450000,0,0,0,646622,0,0,0,0,0,0,1300,869,499,549,152285,21179,0,0,0,0,0,0,0,0,0,0,0,0,51792692,545958,0,0,2579989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1025802,0,0,0,0,1013354,0,0,18705146,2736961,6650434,24828353,9413762,0,5684251,0,0,1471,0,0,0,0,0,0,0,0,0,753688,0,26242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238398,64545,3824854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1134,6/30/2025 0:00:00,568,7/30/2025 10:42:52 PM,0,0,0,3764199,0,2954954,2954954,0,16429,0,0,52,721008,3,34695,16429,0,0,0,0,0,0,0,447,2500,0,3617,0,19830,0,0,0,0,0,0,0,1500,799,899,4933,0,0,0,0,0,0,0,0,0,0,0,0,0,2954954,100000,0,0,57894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30370,0,0,0,0,1000,0,0,0,0,0,0,0,0,708245,0,0,27,0,0,0,0,0,0,0,0,0,4698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5227,4900,5696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1148,6/30/2025 0:00:00,575,7/28/2025 10:50:19 PM,2739398,656509,0,355576257,0,316544926,319425926,0,78298,4688,0,14902,263815199,2409,64731832,449900,0,0,0,0,0,0,0,30472,492696,0,0,126288,2083491,0,0,0,0,0,12,0,699,599,874,796134,204844,0,0,0,0,844740,0,0,0,0,0,0,0,118680321,2931294,0,0,6887377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2987521,0,0,0,0,3115045,6000000,2881000,61105306,8027372,80751055,83531473,43002438,0,28426636,0,0,6878,0,0,0,0,0,0,0,0,0,909392,0,0,0,0,0,0,0,0,0,0,0,0,46803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1068038,193358,6537905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1157,6/30/2025 0:00:00,581,7/14/2025 10:09:54 PM,0,14399,0,16404855,0,12824467,12824467,0,2751,0,0,743,10545225,136,2947520,8248,0,0,0,0,0,0,0,2492,7476,0,0,0,18540,0,0,0,0,0,0,0,1002,477,610,11177,2363,0,0,0,0,462355,0,0,0,0,0,0,0,9501412,57016,0,0,289749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127181,0,0,0,0,57589,0,0,2611125,0,249575,249575,0,0,3460346,0,0,233,0,0,0,0,0,0,0,0,0,40075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1166,6/30/2025 0:00:00,585,7/22/2025 10:09:32 PM,22994,44814,0,17983426,0,16460420,16460420,0,17665,0,0,2107,7852363,49,1083508,25113,0,0,0,0,0,0,0,1227,1000000,0,0,970,20932,0,0,0,0,0,0,999,1277,458,562,6012,3559,0,0,0,0,391491,0,0,0,0,0,0,0,6596487,501985,0,0,384650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169240,0,0,0,0,87599,0,0,5483565,360127,707797,759611,2785678,0,1053338,0,0,124,0,0,0,0,0,0,0,0,0,9945,0,9366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16865,19552,808215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
