"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_606A","ACCT_606B","ACCT_607","ACCT_608","ACCT_609","ACCT_620","ACCT_621","ACCT_622","ACCT_623","ACCT_624","ACCT_625","ACCT_626","ACCT_627","ACCT_628","ACCT_630A","ACCT_630B1","ACCT_630B2","ACCT_640","ACCT_652C","ACCT_653A","ACCT_653B1","ACCT_653B2","ACCT_653C","ACCT_655C","ACCT_656A","ACCT_656B1","ACCT_656B2","ACCT_657A","ACCT_657B1","ACCT_657B2","ACCT_659","ACCT_660","ACCT_661","ACCT_670A","ACCT_670B","ACCT_672C","ACCT_698","ACCT_709","ACCT_725","ACCT_726","ACCT_731","ACCT_732","ACCT_733","ACCT_734","ACCT_735","ACCT_736","ACCT_737","ACCT_741C","ACCT_742C","ACCT_746C","ACCT_747A","ACCT_747B1","ACCT_747B2","ACCT_747C","ACCT_750C","ACCT_752","ACCT_753","ACCT_754","ACCT_756","ACCT_757","ACCT_758","ACCT_760A","ACCT_760B1","ACCT_760B2","ACCT_761A","ACCT_761B1","ACCT_761B2","ACCT_770","ACCT_772","ACCT_773","ACCT_774","ACCT_776","ACCT_777","ACCT_778","ACCT_780","ACCT_781","ACCT_795","ACCT_799","ACCT_811","ACCT_812","ACCT_813","ACCT_814","ACCT_815","ACCT_816","ACCT_817","ACCT_818","ACCT_820","ACCT_821","ACCT_850","ACCT_860A","ACCT_860B1","ACCT_860B2","ACCT_865","ACCT_880A","ACCT_880B1","ACCT_880B2","ACCT_900","ACCT_902A","ACCT_902B1","ACCT_902B2","ACCT_906B1","ACCT_906B2","ACCT_906C","ACCT_908B1","ACCT_908B2","ACCT_911A","ACCT_911B1","ACCT_911B2","ACCT_913","ACCT_914","ACCT_955","ACCT_956","ACCT_957","ACCT_958","ACCT_961","ACCT_962","ACCT_963","ACCT_964","ACCT_965","ACCT_966","ACCT_970","ACCT_971","ACCT_972","ACCT_974","ACCT_977","ACCT_978","ACCT_982","ACCT_983","ACCT_984","ACCT_985","ACCT_986","ACCT_987","ACCT_988","ACCT_990","ACCT_992","ACCT_993","ACCT_994","ACCT_995","ACCT_603","ACCT_743C","ACCT_744A","ACCT_744B1","ACCT_744B2","ACCT_744C","ACCT_085","ACCT_086","ACCT_087","ACCT_782","ACCT_783","ACCT_784","ACCT_796A","ACCT_796B","ACCT_796C","ACCT_796D","ACCT_796E","ACCT_797A","ACCT_797B","ACCT_797C","ACCT_797D","ACCT_797E","ACCT_799B","ACCT_799C","ACCT_799D","ACCT_840","ACCT_875","ACCT_877","ACCT_945","ACCT_801","ACCT_614","ACCT_615","ACCT_745A","ACCT_745B","ACCT_745C","ACCT_745D","ACCT_745E","ACCT_819","ACCT_867A","ACCT_867B1","ACCT_867B2","ACCT_867C","ACCT_925","ACCT_841","ACCT_465","ACCT_466","ACCT_767","ACCT_768","ACCT_918","ACCT_919","Acct_026A","Acct_026B","Acct_027A","Acct_027B","Acct_028A","Acct_028B","Acct_045A","Acct_045B","Acct_585","Acct_680","Acct_681","Acct_682","Acct_769","Acct_785","Acct_786","Acct_787","Acct_892","Acct_895","Acct_896","Acct_899","ACCT_020I","ACCT_021I","ACCT_022I","ACCT_023I","ACCT_041I","ACCT_550I","ACCT_551I","ACCT_981","ACCT_981A","ACCT_981B","ACCT_065A1","ACCT_065A2","ACCT_065A3","ACCT_065A4","ACCT_065B1","ACCT_065C1","ACCT_065D1","ACCT_065E1","ACCT_067A1","ACCT_067A2","ACCT_067B1","ACCT_067C1","ACCT_068A","ACCT_069A","ACCT_033A","ACCT_033B","ACCT_033C","ACCT_033D","ACCT_033E","ACCT_034A","ACCT_034B","ACCT_034C","ACCT_034D","ACCT_034E","ACCT_035A","ACCT_035B","ACCT_035C","ACCT_035D","ACCT_035E"
47,6/30/2025 0:00:00,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12486427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8771166,0,0,0,0,1748068,882576,0,12793602,0,0,0,0,0,833677,0,107,0,0,0,0,0,5065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,166,40,62023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632,0,0,2,746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1466369,0,0,0,0,0,0,0,0,1466369,48879537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,6/30/2025 0:00:00,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33310,0,0,0,0,0,0,0,0,0,0,0,0,29918436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7133838,0,0,5810,0,1759173,639091,4913,0,0,0,0,0,0,191073,0,170,0,0,0,0,0,7269,0,194370,0,0,0,0,0,0,0,0,0,0,0,0,0,685,844,19,62023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6600285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8673,0,0,0,0,4,20047,0,32558,2345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2297292,0,0,0,0,0,0,0,0,2297292,48664734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,6/30/2025 0:00:00,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96340184,0,0,0,0,0,0,0,0,0,0,0,0,1948601637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152566015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000000,150000000,0,0,100000,0,0,0,1576220859,0,0,35847797,7147991,218071708,196363420,8230371,2615432402,0,0,0,0,0,4906411,0,65303,0,0,0,0,0,1239791,0,4380869,0,0,0,0,0,0,0,0,0,0,0,0,0,163293,101685,87,92024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208141671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2279829,0,794807,0,0,1153,5728304,0,4072493,407462,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598606252,0,0,0,0,0,0,0,0,598606252,7497076913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,6/30/2025 0:00:00,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27767695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16601065,0,0,106338,0,1088588,40141,75329,7674325,0,0,0,0,0,140028,0,78,0,0,0,0,0,9988,0,21672,0,0,0,0,0,0,0,0,0,0,0,0,0,1491,360,8,62023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60212,0,13548,0,0,20,85324,0,16902,6966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4667312,0,0,0,0,0,0,0,0,4667312,51057240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,6/30/2025 0:00:00,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1268503,0,0,0,0,0,0,0,0,0,0,0,0,105965403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32845359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105762392,0,0,782668,662802,11778120,4635536,800018,114812508,0,0,0,0,0,399095,0,428,0,0,0,0,0,69405,0,104385,0,0,0,0,0,0,0,0,0,0,0,0,0,6278,4957,38,32024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104016,0,39432,0,0,53,186191,0,110009,46674,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30941138,0,0,0,0,0,0,0,0,30941138,411197736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,6/30/2025 0:00:00,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14032314,0,0,0,0,0,0,0,0,0,0,0,0,81228262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18374333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55141725,0,0,0,0,8803056,181873,33410,9641590,0,0,0,0,0,2294415,0,705,0,0,0,0,0,28071,0,51420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820,12,62025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6567539,0,0,0,0,0,0,0,0,6567539,181008306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,6/30/2025 0:00:00,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433916,0,0,0,0,0,0,0,0,0,0,0,0,190526340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3801910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103106,0,0,0,232486444,0,0,5355602,2543165,23684873,24856438,9885302,101945425,0,0,0,0,0,1603758,0,4546,0,0,0,0,0,75923,0,1905631,0,0,0,0,0,0,0,0,0,0,0,0,0,7121,3868,35,102024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47104,0,0,0,0,21,71029,0,139776,72931,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92552861,0,0,0,0,0,0,0,0,92552861,709686409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,6/30/2025 0:00:00,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90211703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82483288,0,0,917463,110397,5597220,2148154,723894,60143365,0,0,0,0,0,1584941,0,380,0,0,0,0,0,36945,0,401671,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,1371,18,122024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13935018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28692,0,22933,0,1258,12,53484,0,119229,18865,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18731173,0,0,0,0,0,0,0,0,18731173,244008410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,6/30/2025 0:00:00,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43420,0,0,0,0,0,0,0,0,0,0,0,0,2621877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87094,0,121,0,0,0,0,0,1413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,101,6,122024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2169,0,2313,0,0,2,4482,0,0,3112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2665297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,6/30/2025 0:00:00,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8898857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582084,0,0,0,0,0,176323,0,0,0,0,0,0,0,15134,0,65,0,0,0,0,0,1457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,2,62024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5835337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96377,0,0,0,0,0,0,0,0,96377,10038161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,6/30/2025 0:00:00,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19938017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8685108,0,0,1139180,261517,7158638,2563220,191680,11640153,0,0,0,0,0,37147,0,55,0,0,0,0,0,7759,0,24785,0,0,0,0,0,0,0,0,0,0,0,0,0,1032,379,10,122023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6119611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39018,0,22567,0,0,13,71240,0,11145,695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1218846,0,0,0,0,0,0,0,0,1218846,63352699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,6/30/2025 0:00:00,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143515,0,0,0,0,0,0,0,0,0,0,0,0,14181670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4710074,0,0,147396,0,3754235,514393,0,4502503,0,0,0,0,0,73243,0,241,0,0,0,0,0,5847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,248,4,62023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,993892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3054,0,0,1,3054,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1077434,0,0,0,0,0,0,0,0,1077434,34362649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,6/30/2025 0:00:00,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17645157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174821,0,0,1259321,1016344,2890300,0,0,0,0,0,0,0,0,2066751,0,0,0,0,0,0,0,1193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,92023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5258966,0,0,0,0,0,0,0,0,5258966,28150412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,6/30/2025 0:00:00,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1328155,0,0,0,0,0,0,0,0,0,0,0,0,30676081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4289142,0,0,3334196,0,7038704,11185588,0,0,0,0,0,0,0,118580,0,27,0,0,0,0,0,7311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,785,1,62023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861,0,0,0,0,3,3404,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10677029,0,0,0,0,0,0,0,0,10677029,71696212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,6/30/2025 0:00:00,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64077006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17163042,0,0,97758,0,1584134,511094,0,11910313,0,0,0,0,0,151640,0,79,0,0,0,0,0,15441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,981,5,122024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44228000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4269414,0,0,0,0,0,0,0,0,4269414,111505223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,6/30/2025 0:00:00,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39683,0,0,0,0,0,0,0,0,0,0,0,0,908293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12710,0,2,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,42024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,947976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,6/30/2025 0:00:00,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652574,0,0,0,0,0,0,0,0,0,0,0,0,46495201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18542070,0,0,424545,52092,3828824,1925935,5268,5019620,0,0,0,0,0,656768,0,479,0,0,0,0,0,12781,0,12207,0,0,0,0,0,0,0,0,0,0,0,0,0,1362,516,14,62025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8596,0,0,6,20079,0,15357,53,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4407028,0,0,0,0,0,0,0,0,4407028,94437059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,6/30/2025 0:00:00,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3351,0,0,0,0,0,0,0,0,0,0,0,0,24762688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11741107,0,0,12729,10026,788822,43650,8224,0,0,0,0,0,0,136027,0,151,0,0,0,0,0,13909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595,164,10,62023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3761,0,5830,0,0,8,10450,0,1218,775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15386,0,0,0,0,0,0,0,0,15386,38903350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,6/30/2025 0:00:00,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5119628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237655,0,51,0,0,0,0,0,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,122023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5119628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,6/30/2025 0:00:00,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1495011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178377,0,10,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,102024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1495011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,6/30/2025 0:00:00,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139621594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95413844,0,0,4148447,1540618,14715260,13181672,5997490,97281355,0,0,0,0,0,120318,0,1095,0,0,0,0,0,48513,0,532464,0,0,0,0,0,0,0,0,0,0,0,0,0,6338,4852,6,32025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27308931,0,2546690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118562,0,0,0,0,32,175615,0,332955,34802,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43092468,0,0,0,0,0,0,0,0,43092468,361723913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,6/30/2025 0:00:00,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282047323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8534506,0,0,0,194761557,0,0,8359749,1440075,34254797,71003396,7198586,124012389,0,0,0,0,0,2472746,0,1615,0,0,0,0,0,118572,0,786164,0,0,0,0,0,0,0,0,0,0,0,0,0,20547,10602,20,122024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537081,0,39713,0,0,119,871298,0,963215,99630,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94865256,0,0,0,0,0,8534506,0,0,103399762,883521851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
