"CU_Number","CYCLE_DATE","JOIN_NUMBER","ACCT_AS0001","ACCT_AS0003","ACCT_AS0004","ACCT_AS0005","ACCT_AS0010","ACCT_AS0041","ACCT_AS0048","ACCT_AS0050","ACCT_AS0051","ACCT_AS0052","ACCT_AS0053","ACCT_AS0054","ACCT_AS0055","ACCT_AS0056","ACCT_AS0057","ACCT_AS0058","ACCT_AS0059","ACCT_AS0060","ACCT_AS0061","ACCT_AS0062","ACCT_AS0063","ACCT_AS0064","ACCT_AS0065","ACCT_AS0066","ACCT_AS0067","ACCT_AS0068","ACCT_AS0069","ACCT_AS0070","ACCT_AS0071","ACCT_AS0072","ACCT_AS0073","ACCT_DL0121","ACCT_EQ0009","ACCT_IS0004","ACCT_IS0011","ACCT_IS0012","ACCT_IS0013","ACCT_IS0016","ACCT_IS0017","ACCT_IS0021","ACCT_IS0022","ACCT_LC0047","ACCT_LC0085","ACCT_LI0003","ACCT_LI0069","ACCT_LN0050","ACCT_LN0051","ACCT_LN0052","ACCT_LN0053","ACCT_LN0054","ACCT_LN0055","ACCT_LN0056","ACCT_LN0057","ACCT_NW0001","ACCT_NW0002","ACCT_NW0010","ACCT_PC0001","ACCT_PC0002","ACCT_PC0003","ACCT_PC0004","ACCT_PC0005","ACCT_PC0006","ACCT_PC0007","ACCT_PC0008","ACCT_PC0009","ACCT_PC0010","ACCT_SL0003","ACCT_IS0020","ACCT_IS0026","ACCT_IS0046","ACCT_IS0047","ACCT_SL0012","ACCT_SL0013","ACCT_SL0014","ACCT_SL0015","ACCT_SL0016","ACCT_SL0017","ACCT_AS0042"
5345,6/30/2025 0:00:00,2293,0,0,242455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5943349,0,0,0,0,0,0,0,0,,0,6682115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5359,6/30/2025 0:00:00,2300,0,0,141668,0,1,0,97929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23413943,0,0,0,0,0,0,0,0,01/01/2023,0,29312480,0,0,0,0,0,0,0,0,0,0,0,12807,0,0,0,0,0,0,0,0,0,0
5366,6/30/2025 0:00:00,2303,0,0,1544412,496280,1,0,468864,2034231,0,0,0,0,2034231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35338,0,0,0,35338,0,0,0,0,0,79330742,0,0,0,0,0,0,0,0,03/01/2023,0,86857431,0,0,0,0,0,0,0,0,0,0,0,398250,0,0,0,0,0,0,0,0,0,0
5370,6/30/2025 0:00:00,2306,0,4500494,2832328,739366,1,0,2262748,0,0,0,0,0,0,0,0,0,0,0,0,3456380,13735600,0,0,0,17191980,15819000,32634000,245000,0,0,48698000,0,-64588,0,650137,0,0,0,650137,0,0,0,0,0,311129997,0,0,0,0,0,0,0,0,01/01/2023,940523,357174566,0,0,0,0,0,0,0,0,0,0,0,1381318,0,0,0,0,0,0,0,0,0,0
5373,6/30/2025 0:00:00,2308,0,0,1555776,0,1,0,175439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618,1672733,107142,1780493,0,0,0,21608,0,0,0,21608,0,0,0,0,0,74915965,0,0,0,0,0,0,0,0,03/01/2023,61831,83072221,0,0,0,0,0,0,0,0,0,0,0,321452,0,0,0,0,0,0,0,0,0,0
5380,6/30/2025 0:00:00,2313,0,26363815,1359778,7570447,1,0,5380612,0,0,0,0,0,0,0,0,0,0,0,0,15389485,21363934,34945197,50825708,17485320,140009643,0,0,0,0,0,0,0,-14148331,0,622072,0,0,0,622072,0,0,0,0,0,558647939,0,0,0,0,0,0,0,0,01/01/2023,3571494,593019578,0,0,0,0,0,0,0,0,0,0,0,903207,0,321061,22257,0,0,0,0,0,0,0
5387,6/30/2025 0:00:00,2318,0,2912011,863947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112304023,0,0,0,0,0,0,0,0,,0,121859882,0,0,0,0,0,0,0,0,0,0,0,203442,0,0,0,0,0,0,0,0,0,0
5419,6/30/2025 0:00:00,2331,0,0,251978,0,1,0,239631,0,0,0,0,0,0,0,0,0,0,0,0,177458,357685,5036119,605935,0,6177197,12142000,18194754,5268583,0,0,35605336,0,-847793,0,34908,0,0,0,34908,0,0,0,0,0,90629439,0,0,0,0,0,0,0,0,01/01/2023,69929,98971818,0,0,0,0,0,0,0,0,0,0,0,309292,0,0,0,0,0,0,0,0,0,0
5422,6/30/2025 0:00:00,2333,0,0,1973453,802364,1,0,1532695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15924000,18434000,0,0,0,34358000,0,0,0,469991,0,0,0,469991,0,0,0,0,0,94881560,0,0,0,0,0,0,0,0,01/01/2023,413787,112730845,0,0,0,0,0,0,0,0,0,0,0,516137,0,0,0,0,0,0,0,0,0,0
5431,6/30/2025 0:00:00,2338,0,3270785,2096223,466670,1,0,4425180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629774,0,0,0,629774,0,0,0,0,0,320283937,0,0,0,0,0,0,0,0,01/01/2023,0,358663680,0,0,0,0,0,0,0,0,0,0,0,1696338,0,0,0,0,0,0,0,0,0,0
5439,6/30/2025 0:00:00,2342,0,0,92544,0,1,0,123588,0,0,0,0,0,0,0,0,0,0,0,0,1359338,0,0,0,0,1359338,4439000,6409000,4069000,0,0,14917000,0,-14662,0,15134,0,0,0,15134,0,0,0,0,0,37632170,0,0,0,0,0,0,0,0,01/01/2023,42327,41629601,0,0,0,0,0,0,0,0,0,0,0,68937,0,0,0,0,0,0,0,0,0,0
5465,6/30/2025 0:00:00,2360,0,0,611433,760470,1,0,116478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,0,0,0,30000,0,0,0,0,0,76366600,0,0,0,0,0,0,0,0,01/01/2023,0,84236730,0,0,0,0,0,0,0,0,0,0,0,304756,0,0,0,0,0,0,0,0,0,0
5484,6/30/2025 0:00:00,2369,0,0,301209,0,1,0,1032835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71718,0,71718,2000000,6973501,1746159,291042,0,11010702,0,-2620,0,607629,0,0,0,607629,0,0,0,0,0,65681007,0,0,0,0,0,0,0,0,01/01/2023,179965,73658523,0,0,0,0,0,0,0,0,0,0,0,30534,0,0,0,0,0,0,0,0,0,0
5487,6/30/2025 0:00:00,2371,0,5314490,1162988,0,1,0,1320954,0,0,0,453795,1376056,1829851,0,0,0,0,0,0,346267,564710,1118992,2635137,1744320,6409426,0,265282,1069178,3543164,0,4877624,0,-852838,0,688525,0,0,410,688935,0,0,0,0,3147,185629705,0,0,0,0,0,0,0,0,01/01/2023,-386974,196674337,0,0,0,0,0,0,0,0,0,0,0,669264,0,71382,-24,0,0,40,4006146,0,0,0
5495,6/30/2025 0:00:00,2376,0,0,2526627,755992,1,0,2274211,0,0,0,0,0,0,0,0,0,0,0,0,12225380,10992303,6871105,2742427,0,32831215,0,0,0,0,0,0,0,-1479095,0,300000,0,0,0,300000,0,0,0,0,0,281531965,0,0,0,0,0,0,0,0,01/01/2023,450000,313089869,0,0,0,0,0,0,0,0,0,0,0,978644,0,0,0,0,0,0,0,0,0,0
5500,6/30/2025 0:00:00,2379,0,271934409,9481179,8133934,1,0,19317315,0,0,0,18935796,50664,18986460,0,0,0,0,0,0,221185867,25371096,285144585,222882321,28494245,783078114,75554091,0,0,0,0,75554091,0,-97516662,0,3853215,0,0,0,3853215,0,0,0,0,0,3813295362,39,1052999,1052999,0,0,0,39,1052999,01/01/2023,18179811,4244294868,0,0,0,0,0,0,0,0,0,0,0,17652275,0,59122,0,0,0,0,0,0,0,0
5510,6/30/2025 0:00:00,2386,0,0,470506,0,1,0,280545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506101,250000,0,500000,0,1256101,0,0,0,14386,0,0,0,14386,0,0,0,0,1612,34009221,0,0,0,0,0,0,0,0,03/01/2023,30925,37104963,0,0,0,0,0,0,0,0,0,0,0,107293,0,0,0,0,0,0,0,0,0,0
5524,6/30/2025 0:00:00,2392,0,0,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275000,0,0,0,275000,0,0,0,0,0,0,0,0,0,0,0,0,0,3060715,0,0,0,0,0,0,0,0,,0,3350682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5530,6/30/2025 0:00:00,2395,0,6636599,1072692,0,1,0,375640,0,0,0,0,0,0,0,0,0,0,0,0,4658483,4040414,3608615,8323713,1687580,22318804,0,0,0,0,0,0,0,-1526112,0,26378,-614,0,0,25764,0,0,0,0,9928,76870083,0,0,0,0,0,0,0,0,01/01/2023,74701,96032895,0,0,0,0,0,0,0,0,0,0,0,273560,0,0,79934,0,0,0,0,0,0,1455
5531,6/30/2025 0:00:00,2396,0,0,43092,0,1,0,80490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53112,0,0,0,53112,0,0,0,0,0,8014151,0,0,0,0,0,0,0,0,03/01/2023,29303,12566786,0,0,0,0,0,0,0,0,0,0,0,373,0,0,0,0,0,0,0,0,0,0
5536,6/30/2025 0:00:00,2399,0,6045658093,386720155,1759162299,1,0,4803490882,0,0,0,786860580,0,786860580,0,0,0,0,0,0,3245381891,7405324290,6091864022,12356845998,4119093385,33218509586,647134644,100000000,449896508,272623418,100000000,1569654570,0,-3872928659,0,1515697584,0,0,0,1515697584,0,0,0,0,0,174433291402,101,142701,123221,37923,13756988749,3603586451,98,103741,01/01/2023,1841240029,192384347233,0,0,0,0,0,0,0,0,0,0,0,711152958,0,35924844,-1168727,0,0,0,0,0,0,0
5539,6/30/2025 0:00:00,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5535,0,0,0,0,5535,0,0,0,0,0,0,0,-34,0,0,0,0,0,0,0,0,0,0,0,6202507,0,0,0,0,0,0,0,0,,0,7025406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5546,6/30/2025 0:00:00,2406,0,0,795727,0,1,0,425417,43314,23419,0,36112,562584,665429,0,0,0,0,0,0,19793,103902,96365,276403,105417,601881,3242097,4201542,5054673,1309865,0,13808178,0,-156423,0,7828,0,0,0,7828,0,0,0,0,0,77842544,0,0,0,0,0,0,0,0,01/01/2023,276496,85343965,0,0,0,0,0,0,0,0,0,0,0,320037,0,67331,0,0,0,0,0,0,0,0
5547,6/30/2025 0:00:00,2407,0,85210479,9108661,1377158,1,0,3685428,0,0,0,0,0,0,0,0,0,0,0,0,3247660,7772590,8057604,0,0,19077854,0,0,0,0,0,0,0,-829427,0,286367,0,0,0,286367,0,0,0,0,0,468791146,0,0,0,0,0,0,0,0,01/01/2023,-441848,523796701,0,0,0,0,0,0,0,0,0,0,0,1656424,0,0,0,0,0,0,0,0,0,0
5549,6/30/2025 0:00:00,2409,0,10000000,822142,341403,1,0,567340,0,0,0,0,0,0,0,0,0,0,0,0,7219103,8015597,18068356,969029,0,34272085,0,0,0,0,0,0,0,-228842,0,-73333,0,0,500,-72833,0,0,0,0,1000,114255098,0,0,0,0,0,0,0,0,01/01/2023,45148,130168923,0,0,0,0,0,0,0,0,0,0,0,418124,0,0,0,0,0,0,0,0,0,0
5554,6/30/2025 0:00:00,2413,0,0,297337,0,1,0,118966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10849917,8957075,8829791,2244026,2540835,33421644,0,0,0,-9644,0,0,0,-9644,0,0,0,0,0,64051796,0,0,0,0,0,0,0,0,01/01/2023,0,75432533,0,0,0,0,0,0,0,0,0,0,0,123270,0,0,0,0,0,0,0,0,0,0
5561,6/30/2025 0:00:00,2416,0,146819860,34446823,10790741,1,0,72799141,0,0,0,0,0,0,0,0,0,0,0,0,82224476,133926687,122267355,190667234,0,529085752,0,0,0,0,0,0,0,-35545600,0,14133049,0,0,0,14133049,0,0,0,0,0,3816539296,0,0,0,0,0,0,0,0,01/01/2023,56072000,4370143339,0,0,0,0,0,0,0,0,0,0,0,24383384,0,0,0,0,0,0,0,0,0,0
5569,6/30/2025 0:00:00,2420,0,6319973,1418877,0,1,0,334661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,4500000,500000,0,5500000,0,0,0,26517,0,0,0,26517,0,0,0,0,0,36273378,0,0,0,0,0,0,0,0,01/01/2023,58913,46700751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5571,6/30/2025 0:00:00,2422,0,1442000,57013,932789,1,0,3204672,0,0,0,0,0,0,0,0,0,0,0,0,3913359,8047195,12777882,26041830,2240593,53020859,0,0,0,0,0,0,0,-7864297,0,0,0,0,0,0,0,0,0,0,200000,351903275,1,105393,89584,0,0,0,0,0,01/01/2023,8048293,378013790,0,0,0,0,0,0,0,0,0,0,0,859611,0,0,0,0,0,0,0,0,0,0
5579,6/30/2025 0:00:00,2424,0,31662744,1417538,0,1,0,856258,0,0,0,0,0,0,0,0,0,0,0,0,6107031,9516567,10495100,0,0,26118698,21293045,37924000,15859000,0,0,75076045,0,-270320,0,0,0,0,-19951,-19951,0,0,0,0,12015,268112068,0,0,0,0,0,0,0,0,03/01/2023,156848,294476476,0,0,0,0,0,0,0,0,0,0,0,803277,0,0,0,0,0,0,0,0,0,0
5582,6/30/2025 0:00:00,2426,0,431210148,3225766,1267192,1,0,18021672,0,0,0,0,0,0,0,0,0,0,0,0,542689153,809598309,813551751,244317520,0,2410156733,0,0,0,0,0,0,0,-94403423,0,1018249,0,0,8254,1026503,0,0,0,0,257922,5902453909,0,0,0,0,0,0,0,0,01/01/2023,-875683,6703701565,0,0,0,0,0,0,0,0,0,0,0,9170730,0,0,-54687,0,0,0,0,0,0,0
5588,6/30/2025 0:00:00,2427,0,391206733,8692875,38570,1,331398,40120678,0,0,0,0,38411503,38411503,0,0,0,0,0,0,535204266,678755137,81305393,6854834,23533292,1325652922,526553587,868447494,478185595,79222929,0,1952409605,0,-32495792,0,9400000,0,0,0,9400000,0,0,0,0,0,9118579628,0,0,0,0,0,0,0,0,01/01/2023,12034267,10015353421,0,0,0,0,0,0,0,0,0,0,0,10249559,0,1793420,-257090,0,0,10,6229600,0,0,0
5589,6/30/2025 0:00:00,2428,0,0,95596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6517500,0,0,0,0,0,0,0,0,,0,7175616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5602,6/30/2025 0:00:00,2434,0,21445975,4038980,5536001,1,0,1701453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7589047,9856168,22376515,15359948,0,55181678,0,0,0,104000,0,0,0,104000,0,0,0,0,148596,358987030,0,0,0,0,0,0,0,0,01/01/2023,482114,408907258,0,0,0,0,0,0,0,0,0,0,0,859280,0,0,-4326,0,0,0,0,0,0,0
5604,6/30/2025 0:00:00,2435,0,0,1318852,0,1,0,231585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4987500,5498926,0,0,0,10486426,0,0,0,59709,0,0,0,59709,0,0,0,0,0,86596598,0,0,0,0,0,0,0,0,01/01/2023,37033,102480232,0,0,0,0,0,0,0,0,0,0,0,232880,0,0,0,0,0,0,0,0,0,0
5612,6/30/2025 0:00:00,2439,0,69162192,4354944,7838498,1,0,12560648,0,0,0,0,0,0,0,0,0,0,0,0,11728001,17285294,36396563,15096534,0,80506393,0,0,0,0,0,0,0,-8195519,0,2495804,0,0,29495,2525299,0,0,0,0,38282,892545439,0,0,0,0,0,0,0,0,01/01/2023,4568926,953337858,0,0,0,0,0,0,0,0,0,0,0,1370326,0,0,0,1,280000,0,0,0,0,0
5621,6/30/2025 0:00:00,2444,0,403235333,37266208,2638342,1,0,45299673,0,0,0,0,27783444,27783444,0,0,0,0,0,0,70124188,104519618,182278001,120824728,44543040,522289575,0,0,0,0,0,0,0,-14793311,0,10741000,0,0,0,10741000,0,0,0,0,60757,4757256712,2,60163,45122,13,175335,175335,0,0,10/01/2023,36000000,5177304246,0,0,0,0,0,0,0,0,0,0,0,12582562,0,1288405,-23866,0,0,288,104654459,0,0,0
5636,6/30/2025 0:00:00,2455,0,99737076,4358358,6003,1,0,1742193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83108,2000000,0,0,0,2083106,0,0,0,360930,0,0,43303,404233,0,0,0,0,262731,367554760,0,0,0,0,0,0,0,0,01/01/2023,459100,421992285,0,0,0,0,0,0,0,0,0,0,0,253329,0,0,0,0,0,0,0,0,0,0
5641,6/30/2025 0:00:00,2458,0,4202932,646762,0,1,0,203614,0,0,0,0,0,0,0,0,0,0,0,0,17751256,7955008,5281707,0,0,30987971,0,0,0,0,0,0,0,-469533,0,0,0,0,0,0,0,0,0,0,0,41612374,0,0,0,0,0,0,0,0,01/01/2023,0,50805434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5648,6/30/2025 0:00:00,2461,0,57927183,5714442,0,1,0,7987788,0,0,0,0,0,0,0,0,0,0,0,0,36080789,19887103,56622187,90629504,47762672,250982255,0,0,0,0,0,0,0,-48453698,0,4238852,0,0,0,4238852,0,0,0,0,0,1084680614,0,0,0,0,0,0,0,0,04/01/2023,3885694,1228579892,0,0,0,0,0,0,0,0,0,0,0,1451778,0,0,0,0,0,0,0,0,0,0
5652,6/30/2025 0:00:00,2463,0,15666949,3796185,0,1,0,246948,0,0,0,0,0,0,0,0,0,0,0,0,18799068,41702546,10768492,8822120,21626442,101718668,0,0,0,0,0,0,0,-2653046,0,113596,0,0,0,113596,0,0,0,0,0,372830731,0,0,0,0,0,0,0,0,01/01/2023,51942,441880896,0,0,0,0,0,0,0,0,0,0,0,1371413,0,0,41580,0,0,0,0,0,0,0
5655,6/30/2025 0:00:00,2465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130378,0,0,0,0,0,0,0,0,,0,181105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5660,6/30/2025 0:00:00,2467,0,24000000,1858454,0,1,0,287387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22000,0,0,0,22000,0,0,0,0,0,119798528,0,0,0,0,0,0,0,0,01/01/2023,8179,143852874,0,0,0,0,0,0,0,0,0,0,0,302354,0,0,0,0,0,0,0,0,0,0
5665,6/30/2025 0:00:00,2471,0,0,536778,0,1,0,1341924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414667,0,0,0,414667,0,0,0,0,0,89538502,0,0,0,0,0,0,0,0,01/01/2023,1084571,95449492,0,0,0,0,0,0,0,0,0,0,0,89305,0,0,0,0,0,0,0,0,0,0
5684,6/30/2025 0:00:00,2481,0,0,412639,295851,1,0,121779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1818000,0,0,0,0,1818000,0,0,0,45716,0,0,0,45716,0,0,0,0,0,48945503,5,1026,0,0,0,0,5,1026,01/01/2023,120624,53529895,0,0,0,0,0,0,0,0,0,0,0,19847,0,0,0,0,0,0,0,0,0,0
5686,6/30/2025 0:00:00,2483,0,0,225,0,1,0,148463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13058,0,0,0,13058,0,0,0,0,0,13045802,0,0,0,0,0,0,0,0,03/01/2023,0,16071511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5713,6/30/2025 0:00:00,2493,0,0,52042,0,1,0,158786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,5000,0,0,0,0,0,12600134,0,0,0,0,0,0,0,0,01/01/2023,0,14510570,0,0,0,0,0,0,0,0,0,0,0,18896,0,0,0,0,0,0,0,0,0,0
5718,6/30/2025 0:00:00,2494,0,0,3422010,1776696,1,0,2732702,0,0,0,0,0,0,0,0,0,0,0,0,22576009,9558914,22292594,8425009,0,62852527,582502,3034718,21728704,0,0,25345923,0,-5444575,0,1499758,0,0,0,1499758,0,0,0,0,0,295825987,0,0,0,0,0,0,0,0,01/01/2023,29820,322604431,0,0,0,0,0,0,0,0,0,0,0,891160,0,0,0,0,0,0,0,0,0,0
5721,6/30/2025 0:00:00,2495,0,236035,582218,262424,1,0,241981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744000,0,0,0,0,744000,0,0,0,78523,0,0,0,78523,0,0,0,0,0,99787487,0,0,0,0,0,0,0,0,07/01/2023,31249,116020089,0,0,0,0,0,0,0,0,0,0,0,174542,0,0,0,0,0,690,6888273,0,0,0
5741,6/30/2025 0:00:00,2507,0,0,351840,0,1,0,57042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14601,0,0,0,14601,0,0,0,0,0,31381498,0,0,0,0,0,0,0,0,09/01/2023,58017,36309057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5748,6/30/2025 0:00:00,2511,0,0,1448182,0,1,0,323476,0,0,0,0,0,0,0,0,0,0,0,0,13051879,8189704,0,0,1383508,22625091,4250000,1000000,0,0,0,5250000,0,-496627,0,197260,0,0,0,197260,0,0,0,0,0,119034432,0,0,0,0,0,0,0,0,01/01/2023,104797,130416257,0,0,0,0,0,0,0,0,0,0,0,69814,0,0,0,0,0,0,0,0,0,0
5754,6/30/2025 0:00:00,2514,0,101790804,9740451,1638037,1,0,14798666,1798458,0,0,0,0,1798458,0,0,0,0,0,0,62715000,7486530,67584253,211336520,0,349122302,0,0,0,0,0,0,0,149154,0,4018173,0,0,0,4018173,0,0,0,0,0,2222646334,0,0,0,0,0,0,0,0,01/01/2023,0,2493025765,0,0,0,0,0,0,0,0,0,0,0,8356868,0,0,16312,123,43157028,0,0,0,0,0
5773,6/30/2025 0:00:00,2526,0,0,494016,0,1,0,145384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19642,0,0,0,19642,0,0,0,0,0,34168141,0,0,0,0,0,0,0,0,01/01/2023,82492,38530108,0,0,0,0,0,0,0,0,0,0,0,38738,0,0,0,0,0,0,0,0,0,0
5780,6/30/2025 0:00:00,2529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8889202,0,0,0,0,0,0,0,0,,0,9797680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5781,6/30/2025 0:00:00,2530,0,0,49108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3239330,0,0,0,0,0,0,0,0,,0,4342307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5785,6/30/2025 0:00:00,2532,0,0,802360,0,1,0,81389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4750000,7000000,1250000,0,0,13000000,0,0,0,40892,0,0,0,40892,0,0,0,0,0,41036913,0,0,0,0,0,0,0,0,01/01/2023,0,45708085,0,0,0,0,0,0,0,0,0,0,0,122871,0,0,0,0,0,0,0,0,0,0
5797,6/30/2025 0:00:00,2537,0,297534141,23634903,43633225,1,0,39571719,0,0,0,25245835,0,25245835,0,0,0,0,0,0,19453510,77259240,109539736,26382727,0,232635213,490000,490000,0,0,0,980000,0,-1284322,0,10765491,0,0,-253035,10512456,0,0,0,0,14038,3867586054,0,0,0,0,0,0,0,0,Fiscal Year 2022,0,4355354063,0,0,0,0,0,0,0,0,0,0,0,13821260,0,1528126,-1359235,0,0,0,0,0,0,0
5811,6/30/2025 0:00:00,2544,0,0,183647,0,1,0,136964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193541,0,0,0,193541,0,0,0,0,0,22318479,0,0,0,0,0,0,0,0,10/01/2023,0,26134845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5816,6/30/2025 0:00:00,2547,0,0,240549,0,1,0,256512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2744000,13003000,5400000,2500001,0,23647001,0,0,0,15000,0,0,0,15000,0,0,0,0,0,117541482,0,0,0,0,0,0,0,0,01/01/2023,0,132533647,0,0,0,0,0,0,0,0,0,0,0,181181,0,0,0,0,0,0,0,0,0,0
5822,6/30/2025 0:00:00,2549,0,0,214464,0,1,0,100034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9859839,0,0,0,0,0,0,0,0,09/01/2023,0,10850541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5839,6/30/2025 0:00:00,2555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2742597,0,0,0,0,0,0,0,0,,0,3085426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5845,6/30/2025 0:00:00,2559,0,0,303994,0,1,0,72293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,1000000,0,0,2000000,0,0,0,19500,0,0,0,19500,0,0,0,0,0,26566120,0,0,0,0,0,0,0,0,01/01/2023,0,30125790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5851,6/30/2025 0:00:00,2565,0,214909141,7779398,12576606,1,0,23989433,0,0,0,0,0,1,0,0,0,0,0,0,57338289,299439180,359574102,371241025,50073892,1137666488,3085000,2242000,0,0,0,5327000,0,-143416538,0,11353822,0,0,0,11353822,0,0,0,0,698000,4070148716,0,0,0,0,0,0,0,0,01/01/2023,8457434,4334901292,0,0,0,0,0,0,0,0,0,0,0,6093400,0,0,0,0,0,8132,159002783,0,0,0
5852,6/30/2025 0:00:00,2566,0,6650911,2926701,225918,1,0,1737196,0,0,0,0,0,0,0,0,0,0,0,0,36434937,16622482,21949569,15391529,2245243,92643759,0,0,0,0,0,0,0,-8064104,0,383122,0,0,0,383122,0,0,0,0,28610,405359905,1,413,0,0,0,0,1,413,01/01/2023,1081510,445364377,0,0,0,0,0,0,0,0,0,0,0,1118052,0,0,0,0,0,0,0,0,0,0
5856,6/30/2025 0:00:00,2567,0,0,3184491,0,1,0,1855654,0,0,0,0,0,0,0,0,0,0,0,0,6128137,11196622,10937483,6297098,1492068,36051408,0,0,0,0,0,0,0,-1440842,0,779588,0,0,0,779588,0,0,0,0,0,297831408,0,0,0,0,0,0,0,0,01/01/2023,18044,321824385,0,0,0,0,0,0,0,0,0,0,0,1217192,0,0,0,0,0,0,0,0,0,0
