"CU_Number","CYCLE_DATE","JOIN_NUMBER","ACCT_AS0001","ACCT_AS0003","ACCT_AS0004","ACCT_AS0005","ACCT_AS0010","ACCT_AS0041","ACCT_AS0048","ACCT_AS0050","ACCT_AS0051","ACCT_AS0052","ACCT_AS0053","ACCT_AS0054","ACCT_AS0055","ACCT_AS0056","ACCT_AS0057","ACCT_AS0058","ACCT_AS0059","ACCT_AS0060","ACCT_AS0061","ACCT_AS0062","ACCT_AS0063","ACCT_AS0064","ACCT_AS0065","ACCT_AS0066","ACCT_AS0067","ACCT_AS0068","ACCT_AS0069","ACCT_AS0070","ACCT_AS0071","ACCT_AS0072","ACCT_AS0073","ACCT_DL0121","ACCT_EQ0009","ACCT_IS0004","ACCT_IS0011","ACCT_IS0012","ACCT_IS0013","ACCT_IS0016","ACCT_IS0017","ACCT_IS0021","ACCT_IS0022","ACCT_LC0047","ACCT_LC0085","ACCT_LI0003","ACCT_LI0069","ACCT_LN0050","ACCT_LN0051","ACCT_LN0052","ACCT_LN0053","ACCT_LN0054","ACCT_LN0055","ACCT_LN0056","ACCT_LN0057","ACCT_NW0001","ACCT_NW0002","ACCT_NW0010","ACCT_PC0001","ACCT_PC0002","ACCT_PC0003","ACCT_PC0004","ACCT_PC0005","ACCT_PC0006","ACCT_PC0007","ACCT_PC0008","ACCT_PC0009","ACCT_PC0010","ACCT_SL0003","ACCT_IS0020","ACCT_IS0026","ACCT_IS0046","ACCT_IS0047","ACCT_SL0012","ACCT_SL0013","ACCT_SL0014","ACCT_SL0015","ACCT_SL0016","ACCT_SL0017","ACCT_AS0042"
1,6/30/2025 0:00:00,2,0,0,57001,0,1,0,29124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29124,0,0,0,29124,0,0,0,0,0,11316855,0,0,0,0,0,0,0,0,03/01/2023,7500,12746508,0,0,0,0,0,0,0,0,0,0,0,26768,0,0,0,0,0,0,0,0,0,0
6,6/30/2025 0:00:00,7,0,0,5922410,0,1,0,3003349,0,0,0,0,0,0,0,0,0,0,0,0,11007070,11980964,3643137,1923665,0,28554836,0,0,0,0,0,0,0,-1050697,0,459125,0,0,-1002,458123,0,0,0,0,57180,251677337,0,0,0,0,0,0,0,0,01/01/2023,0,275029973,0,0,0,0,0,0,0,0,0,0,0,1252957,0,0,0,0,0,0,0,0,0,0
12,6/30/2025 0:00:00,11,0,306984,304009,90590,1,0,1081454,0,0,325000,0,0,325000,0,0,0,0,0,0,0,0,0,0,0,0,1988987,1479545,479054,0,0,3947586,0,0,0,307646,0,0,0,307646,0,0,0,0,0,60225409,0,0,0,0,0,0,0,0,04/01/2023,0,65806511,0,0,0,0,0,0,0,0,0,0,0,570220,0,0,0,0,0,0,0,0,0,0
13,6/30/2025 0:00:00,12,0,106528875,3244378,3121308,1,0,3718742,0,0,0,0,0,0,0,0,0,0,0,0,63057,132533,0,0,0,195590,0,0,0,0,0,0,0,-6616,0,1858374,0,0,0,1858374,0,0,0,0,0,1126873818,0,0,0,0,0,0,0,0,01/01/2023,2278236,1226520548,0,0,0,0,0,0,0,0,0,0,0,3261066,0,0,0,0,0,0,0,0,0,0
16,6/30/2025 0:00:00,14,0,0,84061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9021217,0,0,0,0,0,0,0,0,,0,10321180,0,0,0,0,0,0,0,0,0,0,0,16977,0,0,0,0,0,0,0,0,0,0
19,6/30/2025 0:00:00,16,0,0,30,0,1,0,31530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5106000,2670000,0,0,0,7776000,0,0,0,0,0,0,0,0,0,0,0,0,0,6764801,0,0,0,0,0,0,0,0,Fiscal Year 2022,0,9931372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,6/30/2025 0:00:00,17,0,36060404,255330,883670,1,0,1526624,4482843,0,0,0,0,4482843,0,0,0,0,0,0,1417509,624930,9494720,7423318,0,18960476,0,0,0,0,0,0,0,-1545259,0,-70071,0,0,0,-70071,0,0,0,0,0,301393686,0,0,0,0,0,0,0,0,12/01/2023,564939,356476056,0,0,0,0,0,0,0,0,0,0,0,663793,0,120241,26,0,0,0,0,0,0,0
26,6/30/2025 0:00:00,19,0,0,329084,0,1,0,51874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19433944,0,0,0,0,0,0,0,0,01/01/2023,53172,21681467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,6/30/2025 0:00:00,21,0,10716089,6714674,0,1,0,19709337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10687377,25309417,3676165,39672959,0,0,0,0,0,0,0,-12034291,0,9965365,0,0,0,9965365,0,0,0,0,0,1292784126,7,128461,41758,0,0,0,4,16623,07/01/2023,5646897,1412838379,0,0,0,0,0,0,0,0,0,0,0,3665820,0,0,-1972412,0,0,1,9500000,0,0,0
42,6/30/2025 0:00:00,29,0,0,1290105,0,1,0,326049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9134000,13674000,3549000,0,0,26357000,0,0,0,173548,0,0,0,173548,0,0,0,0,0,139456163,0,0,0,0,0,0,0,0,10/01/2023,100174,156438431,0,0,0,0,0,0,0,0,0,0,0,-7914,0,0,0,0,0,0,0,0,0,0
47,6/30/2025 0:00:00,30,0,0,280576,0,1,0,107642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,10000,0,0,0,0,0,50528021,0,0,0,0,0,0,0,0,02/01/2023,0,57345465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,6/30/2025 0:00:00,31,0,0,712805,0,1,0,280958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2495000,3800000,500000,0,0,6795000,0,0,0,229100,0,0,1867,230967,0,0,0,0,2464,51164585,0,0,0,0,0,0,0,0,Fiscal Year 2022,166396,63983143,0,0,0,0,0,0,0,0,0,0,0,237037,0,0,0,0,0,0,0,0,0,0
51,6/30/2025 0:00:00,32,0,844082173,32197551,21952067,1,0,68940472,59119,0,0,1032949,8864688,9956756,0,0,0,0,0,0,1868750,51618452,162179004,463119547,25994253,704780007,102360915,32693228,45034019,37302475,1502891,218893528,0,-151309284,0,10098536,-453,0,501958,10600041,0,0,0,0,741650,8444712533,3,50853,50853,0,0,0,3,50853,01/01/2023,23240646,9119194200,0,0,0,0,0,0,0,0,0,0,0,29951638,0,-1919230,11094,0,0,0,0,0,0,-5372
53,6/30/2025 0:00:00,33,0,0,535028,0,1,0,355493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,1000000,0,0,0,2000000,0,0,0,70184,0,0,0,70184,0,0,0,0,0,56797992,0,0,0,0,0,0,0,0,01/01/2023,0,62189489,0,0,0,0,0,0,0,0,0,0,0,125020,0,0,0,0,0,0,0,0,0,0
60,6/30/2025 0:00:00,35,0,42540919,1660316,2988566,1,0,4090424,0,0,0,0,0,0,0,0,0,0,0,0,10396920,16686960,21989730,9264668,0,58338278,0,0,0,0,0,0,0,-4071483,0,1722400,0,0,0,1722400,0,0,0,0,0,449802981,0,0,0,0,0,0,0,0,04/01/2023,663863,496869092,0,0,0,0,0,0,0,0,0,0,0,2305495,0,0,0,0,0,92,305699,0,0,0
77,6/30/2025 0:00:00,41,0,6859511,1499726,0,1,0,861317,0,0,0,0,0,0,0,0,0,0,0,0,2839724,11061353,12360289,4610587,0,30871953,0,0,0,0,0,0,0,-2743412,0,284181,0,0,0,284181,0,0,0,0,0,189298743,0,0,0,0,0,0,0,0,07/01/2023,-250000,204661557,0,0,0,0,0,0,0,0,0,0,0,196320,0,0,0,0,0,0,0,0,0,0
79,6/30/2025 0:00:00,43,0,37311776,4898150,1741988,1,0,3343071,0,0,0,0,0,0,0,0,0,0,0,0,9721403,37401962,24950175,29493004,1776618,103343161,0,0,0,0,0,0,0,-9671438,0,760000,0,0,0,760000,0,0,0,0,380,806838236,0,0,0,0,0,0,0,0,01/01/2023,1317646,886668022,0,0,0,0,0,0,0,0,0,0,0,2771866,0,0,-64096,0,0,0,0,0,0,0
82,6/30/2025 0:00:00,46,0,55841984,757545,0,1,0,1856172,0,0,0,0,0,0,0,0,0,0,0,0,5343687,8847843,0,0,0,14191530,10721149,3177112,0,0,0,13898261,0,16034,0,780000,0,0,0,780000,0,0,0,0,0,268554803,0,0,0,0,0,0,0,0,01/01/2023,365808,309015771,0,0,0,0,0,0,0,0,0,0,0,633728,0,0,0,0,0,2,1266800,0,0,0
90,6/30/2025 0:00:00,49,0,0,0,0,1,0,86472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2764945,0,0,0,0,0,0,0,0,03/01/2023,58827,7818093,0,0,0,0,0,0,0,0,0,0,0,3772,0,0,0,0,0,0,0,0,0,0
98,6/30/2025 0:00:00,54,0,0,200,0,1,0,31154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2690000,3550000,0,0,0,6240000,0,0,0,8067,0,0,0,8067,0,0,0,0,0,10134337,0,0,0,0,0,0,0,0,03/01/2023,0,12291775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,6/30/2025 0:00:00,57,0,0,655376,0,1,0,140528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495947,3231379,1330954,1061332,0,6119611,0,0,0,77640,0,0,0,77640,0,0,0,0,0,64664248,0,0,0,0,0,0,0,0,01/01/2023,-22915,76768593,0,0,0,0,0,0,0,0,0,0,0,149494,0,0,0,33,1041870,0,0,0,0,0
108,6/30/2025 0:00:00,58,0,0,525132,0,1,0,202866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,1150000,1400000,0,0,0,5000,0,0,0,5000,0,0,0,0,0,35899128,0,0,0,0,0,0,0,0,03/01/2023,0,44842909,0,0,0,0,0,0,0,0,0,0,0,68570,0,0,0,0,0,0,0,0,0,0
110,6/30/2025 0:00:00,59,0,0,27203,0,1,0,60199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,990,0,0,0,990,0,0,0,0,0,33797464,0,0,0,0,0,0,0,0,04/01/2023,0,39460409,0,0,0,0,0,0,0,0,0,0,0,3271,0,0,0,0,0,0,0,0,0,0
119,6/30/2025 0:00:00,62,0,271201,279381,0,1,0,87591,0,0,0,0,0,0,0,0,0,0,0,0,5455479,14146724,24082526,20660908,4719118,69064755,0,0,0,0,0,0,0,-7078254,0,85735,0,0,0,85735,0,0,0,0,0,82789102,0,0,0,0,0,0,0,0,01/01/2023,0,93238778,0,0,0,0,0,0,0,0,0,0,0,290601,0,0,0,0,0,0,0,0,0,0
120,6/30/2025 0:00:00,63,0,0,603374,0,1,0,400195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24653000,16089000,3486000,0,0,44228000,0,0,0,0,0,0,0,0,0,0,0,0,0,115923956,0,0,0,0,0,0,0,0,01/01/2023,4328,126395948,0,0,0,0,0,0,0,0,0,0,0,46714,0,0,0,0,0,0,0,0,0,0
132,6/30/2025 0:00:00,69,0,0,2595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,951597,0,0,0,0,0,0,0,0,,0,1135747,0,0,0,0,0,0,0,0,0,0,0,25505,0,0,0,0,0,0,0,0,0,0
135,6/30/2025 0:00:00,70,0,1813485,1048870,0,1,0,377170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1498757,5971778,8432808,15903343,0,0,0,0,0,0,0,-96657,0,0,0,0,0,0,0,0,0,0,0,100428889,0,0,0,0,0,0,0,0,01/01/2023,5588,116554508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,6/30/2025 0:00:00,72,0,0,683701,0,1,0,75973,0,0,0,0,0,0,0,0,0,0,0,0,2925984,5035864,1049081,0,0,9010929,0,0,0,0,0,0,0,-61071,0,16461,0,0,0,16461,0,0,0,0,0,39064271,0,0,0,0,0,0,0,0,03/01/2023,0,43537181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,4239234,0,0,0,0,0
146,6/30/2025 0:00:00,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5132624,0,0,0,0,0,0,0,0,,0,5604632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,6/30/2025 0:00:00,75,0,0,0,0,1,0,5488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1495470,0,0,0,0,0,0,0,0,Fiscal Year 2020,0,1651451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,6/30/2025 0:00:00,77,0,39282765,5159300,100000,1,0,4533837,0,0,0,0,0,0,0,0,0,0,0,0,34509429,33060391,12911781,7565442,1958208,90005251,2412946,0,83035,56036,0,2552017,0,-4364580,0,2214126,111,0,-2019,2212218,0,0,0,0,10594,410149780,0,0,0,0,0,0,0,0,07/01/2023,490762,447430630,0,0,0,0,0,0,0,0,0,0,0,851416,0,0,143280,0,0,0,0,0,0,-780342
151,6/30/2025 0:00:00,78,0,179097041,2932262,0,1,0,9600543,0,0,0,0,0,0,0,0,0,0,0,0,22935233,12973922,15390025,41573023,12841168,105713371,0,0,0,0,0,0,0,-16284252,0,3007908,0,0,0,3007908,0,0,0,0,0,1002832877,0,0,0,0,0,0,0,0,01/01/2023,3232555,1119813942,0,0,0,0,0,0,0,0,0,0,0,2426603,0,0,0,0,0,0,0,0,0,0
153,6/30/2025 0:00:00,80,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308211,0,0,0,0,0,0,0,0,,0,393052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,6/30/2025 0:00:00,83,0,40469241,10962534,0,1,0,21426280,0,0,0,0,24226412,24226412,0,0,0,0,0,0,74813739,75659398,137217455,214481843,66384527,568556962,0,0,0,0,0,0,0,-29154866,0,4745765,0,0,1569,4747334,0,0,0,0,8453,2406075277,0,0,0,16,1144149,1029734,0,0,01/01/2023,8713806,2714784025,0,0,0,0,0,0,0,0,0,0,0,13989975,0,1068157,1402326,0,0,2,1100460,0,0,0
162,6/30/2025 0:00:00,85,0,15262179,823850,0,1,0,685857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6750000,2350000,0,1050000,7750000,17900000,0,0,0,302000,0,0,0,302000,0,0,0,0,0,159987450,0,0,0,0,0,0,0,0,01/01/2023,122000,177923264,0,0,0,0,0,0,0,0,0,0,0,315294,0,0,0,0,0,0,0,0,0,0
167,6/30/2025 0:00:00,87,0,0,8435946,4096249,1,0,1569905,0,0,0,0,0,0,0,0,0,0,0,0,15021352,18271617,18771270,0,0,52064238,0,125000,0,0,0,125000,0,-364380,0,180835,0,0,4000,184835,0,0,0,0,18000,634440503,0,0,0,0,0,0,0,0,01/01/2023,351796,704407281,0,0,0,0,0,0,0,0,0,0,0,2023315,0,0,0,0,0,0,0,0,0,0
168,6/30/2025 0:00:00,88,0,0,412312,0,1,0,91511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,0,494580,0,744580,0,0,0,91511,0,0,0,91511,0,0,0,0,0,36343805,0,0,0,0,0,0,0,0,10/01/2023,0,39859310,0,0,0,0,0,0,0,0,0,0,0,78939,0,0,0,0,0,0,0,0,0,0
169,6/30/2025 0:00:00,89,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,925883,0,0,0,0,0,0,0,0,,0,1630659,0,0,0,0,0,0,0,0,0,0,0,4219,0,0,0,0,0,0,0,0,0,0
176,6/30/2025 0:00:00,92,0,283997136,10656229,1862552,1,0,6059128,0,0,0,0,0,0,0,0,0,0,0,0,157596567,98437026,51019190,37437267,19831517,364321567,0,0,0,0,0,0,0,-23088747,0,2452080,0,0,1652,2453732,0,0,0,0,4429,1496769221,0,0,0,12,43436,42568,0,0,04/01/2023,360098,1744723359,0,0,0,0,0,0,0,0,0,0,0,6013187,0,0,0,0,0,0,0,0,0,0
187,6/30/2025 0:00:00,100,0,0,302495,0,1,0,435054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744000,496000,0,0,0,1240000,0,0,0,190459,0,0,0,190459,0,0,0,0,0,24313997,0,0,0,0,0,0,0,0,01/01/2023,296736,28212776,0,0,0,0,0,0,0,0,0,0,0,554398,0,0,0,0,0,0,0,0,0,0
195,6/30/2025 0:00:00,104,0,0,179108,0,1,0,101573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20944,0,0,0,20944,0,0,0,0,0,18653165,0,0,0,0,0,0,0,0,01/01/2023,1069,20309965,0,0,0,0,0,0,0,0,0,0,0,8943,0,0,0,0,0,0,0,0,0,0
196,6/30/2025 0:00:00,105,0,8212439,26771957,9952413,1,0,38224601,0,0,0,0,0,0,0,0,0,0,0,0,40333291,33500522,70801667,25491693,13577099,183704272,0,0,0,0,0,0,0,-20381773,0,14500000,0,0,0,14500000,0,0,0,0,0,2653369243,3,490374,374360,0,0,0,0,0,01/01/2023,19699299,2920491560,0,0,0,0,0,0,0,0,0,0,0,13658436,0,0,0,0,0,0,0,0,0,0
198,6/30/2025 0:00:00,107,0,0,71249,0,1,0,30578,4448206,0,0,0,0,4448206,0,0,0,0,0,0,0,0,0,0,0,0,3500000,2000000,0,0,0,5500000,0,0,0,-103,0,0,0,-103,0,0,0,0,0,38938539,0,0,0,0,0,0,0,0,01/01/2023,0,52759621,0,0,0,0,0,0,0,0,0,0,0,14897,0,-74112,0,0,0,0,0,0,0,0
199,6/30/2025 0:00:00,108,0,22710904,2080428,403806,1,0,616163,0,0,0,0,0,0,0,0,0,0,0,0,2273668,7287633,5226243,24838480,3012449,42638473,0,0,0,0,0,0,0,-6028956,0,255434,0,0,0,255434,0,0,0,0,0,182314443,0,0,0,0,0,0,0,0,01/01/2023,69660,209465291,0,0,0,0,0,0,0,0,0,0,0,733196,0,0,0,0,0,0,0,0,0,0
200,6/30/2025 0:00:00,109,0,0,0,0,1,0,41521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7298964,0,0,0,0,0,0,0,0,02/01/2025,0,10111641,0,0,0,0,0,0,0,0,0,0,0,5010,0,0,0,0,0,0,0,0,0,0
205,6/30/2025 0:00:00,112,0,4231617,1022222,0,1,0,1013963,0,0,0,0,0,0,0,0,0,0,0,0,6115826,12843075,26306604,4970635,0,50236140,4742243,3083000,0,0,0,7825243,0,-1746900,0,312000,0,0,0,312000,0,0,0,0,0,245104580,0,0,0,0,0,0,0,0,01/01/2023,425000,291202760,0,0,0,0,0,0,0,0,0,0,0,908598,0,0,0,0,0,0,0,0,0,0
216,6/30/2025 0:00:00,116,0,880405,486895,0,1,0,130853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5294375,5933318,11490249,0,0,22717942,0,0,0,92076,0,0,0,92076,0,0,0,0,0,71537206,0,0,0,0,0,0,0,0,01/01/2023,77450,78064928,0,0,0,0,0,0,0,0,0,0,0,126375,0,0,0,0,0,0,0,0,0,0
220,6/30/2025 0:00:00,117,0,6896956,174066,0,1,0,109626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3992108,502146,1000000,0,0,5494254,0,0,0,27500,0,0,0,27500,0,0,0,0,0,32268692,0,0,0,0,0,0,0,0,01/01/2023,101683,40458048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,6/30/2025 0:00:00,119,0,29623,6148849,316868,1,0,3056463,0,0,0,0,0,0,0,0,0,0,0,0,292575,204245,302560,0,0,799380,0,747000,0,0,0,747000,0,-28251,0,1665994,0,0,0,1665994,0,0,0,0,0,134959620,0,0,0,0,0,0,0,0,Fiscal Year 2022,0,174128561,0,0,0,0,0,0,0,0,0,0,0,821049,0,0,0,0,0,0,0,0,0,0
227,6/30/2025 0:00:00,121,0,440986068,9998355,362659478,1,0,651747154,0,0,0,0,0,0,0,0,0,0,0,0,987480794,206193550,792705670,1399083151,33791889,3419255053,0,0,0,0,0,0,0,-157328322,0,217268364,0,0,748100,218016464,0,0,0,0,8977502,27171593940,0,0,0,2071,913199725,224306452,0,0,01/01/2023,601794136,30191662914,0,0,0,0,0,0,0,0,0,0,0,73712383,0,0,-9293267,0,0,0,0,0,0,0
233,6/30/2025 0:00:00,124,0,5315714,1315077,0,1,0,762071,0,0,0,0,0,0,0,0,0,0,0,0,546046,2247800,4908059,1019221,51149,8772275,0,0,0,0,0,0,0,-870104,0,409249,0,0,0,409249,0,0,0,0,0,171528357,0,0,0,0,0,0,0,0,01/01/2023,424197,190297435,0,0,0,0,0,0,0,0,0,0,0,497102,0,0,290930,0,0,0,0,0,0,0
234,6/30/2025 0:00:00,125,0,0,453367,0,1,0,46726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7245000,4246000,6496000,0,0,17987000,0,0,0,25183,0,0,0,25183,0,0,0,0,0,63450009,0,0,0,0,0,0,0,0,03/01/2023,0,81514610,0,0,0,0,0,0,0,0,0,0,0,190855,0,0,0,0,0,0,0,0,0,0
240,6/30/2025 0:00:00,128,0,0,354131,0,1,0,261079,0,0,0,0,0,0,0,0,0,0,0,0,4564941,162630,0,954124,199341,5881036,823902,1424510,3217620,2824318,0,8290350,0,48678,0,47265,0,0,0,47265,0,0,0,0,0,86008975,0,0,0,0,0,0,0,0,01/01/2023,-117333,105540667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,6/30/2025 0:00:00,129,0,0,1956588,197581,1,0,1106191,0,0,0,0,0,0,0,0,0,0,0,0,8513456,3966262,4619764,0,0,17099483,0,0,0,0,0,0,0,-338413,0,465251,0,0,0,465251,0,0,0,0,0,102698725,0,0,0,0,0,0,0,0,01/01/2023,579051,124271390,0,0,0,0,0,0,0,0,0,0,0,26370,0,0,0,0,0,0,0,0,0,0
256,6/30/2025 0:00:00,136,0,14604471,1573612,206901,1,0,783533,0,0,0,0,0,0,0,0,0,0,0,0,15052108,18973770,12964998,25844283,805711,73640871,0,0,0,0,0,0,0,-4111077,0,473786,0,0,0,473786,0,0,0,0,0,246418088,0,0,0,0,0,0,0,0,Fiscal Year 2022,143696,274567040,0,0,0,0,0,0,0,0,0,0,0,491695,0,0,9785,24,4553977,0,0,0,0,0
258,6/30/2025 0:00:00,137,0,35463026,1292298,0,1,0,719239,0,0,0,0,0,0,0,0,0,0,0,0,1996797,7576617,0,6929286,0,16502700,40905665,49324557,18876932,28853787,0,137960941,0,-265044,0,320087,0,0,0,320087,0,0,0,0,0,351170213,0,0,0,0,0,0,0,0,07/01/2023,141523,403670053,0,0,0,0,0,0,0,0,0,0,0,1251407,0,0,0,0,0,0,0,0,0,0
262,6/30/2025 0:00:00,139,0,126934,422301,0,1,0,148351,0,0,0,0,0,0,0,0,0,0,0,0,3342350,9441932,7664428,848381,0,21297091,0,0,0,0,0,0,0,-1183467,0,42998,0,0,0,42998,0,0,0,0,0,69293425,0,0,0,0,0,0,0,0,05/01/2023,113251,74011170,0,0,0,0,0,0,0,0,0,0,0,189048,0,0,0,0,0,0,0,0,0,0
266,6/30/2025 0:00:00,143,0,861249,1028770,0,1,0,2005893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11777433,44867270,34870741,4790816,0,96306260,0,0,0,137680,0,0,0,137680,0,0,0,0,0,287164889,0,0,0,0,0,0,0,0,03/01/2023,1349187,340890210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,6/30/2025 0:00:00,149,0,0,1749237,690469,1,0,425429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211874,0,0,0,211874,0,0,0,0,0,158456435,0,0,0,0,0,0,0,0,03/01/2023,116033,188754149,0,0,0,0,0,0,0,0,0,0,0,108496,0,0,0,0,0,0,0,0,0,0
277,6/30/2025 0:00:00,152,0,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98565,905721,0,599171,0,1603457,0,0,0,0,0,0,0,-142736,0,0,0,0,0,0,0,0,0,0,0,1203321,0,0,0,0,0,0,0,0,,0,2179901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,6/30/2025 0:00:00,154,0,866449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12287920,0,0,0,0,0,0,0,0,,0,13929859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,6/30/2025 0:00:00,155,0,0,122788,0,1,0,34655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11646051,0,0,0,0,0,0,0,0,01/01/2023,0,13320063,0,0,0,0,0,0,0,0,0,0,0,39960,0,0,0,0,0,0,0,0,0,0
294,6/30/2025 0:00:00,160,0,57581312,3714608,754300,1,0,2886202,0,0,0,0,0,0,0,0,0,0,0,0,3438155,6774699,8294708,11293545,0,29801107,0,0,0,0,0,0,0,-3320575,0,2041335,0,0,0,2041335,0,0,0,0,0,438991825,0,0,0,0,0,0,0,0,01/01/2023,0,474411555,0,0,0,0,0,0,0,0,0,0,0,2074788,0,0,0,0,0,0,0,0,0,0
303,6/30/2025 0:00:00,166,0,0,1057243,0,1,0,627599,0,0,0,0,0,0,0,0,0,0,0,0,497017,20724422,5154398,2095578,0,28471415,0,248000,0,0,0,248000,0,-1457810,0,379736,0,0,0,379736,0,0,0,0,0,118320582,0,0,0,0,0,0,0,0,10/01/2023,640449,125744128,0,0,0,0,0,0,0,0,0,0,0,204617,0,0,0,0,0,0,0,0,0,0
306,6/30/2025 0:00:00,168,0,388486,1104510,0,1,0,709530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3519350,8368512,15168605,0,0,27056467,0,0,0,380736,0,0,0,380736,0,0,0,0,0,100767528,0,0,0,0,0,0,0,0,01/01/2023,516153,112354140,0,0,0,0,0,0,0,0,0,0,0,755204,0,0,0,0,0,0,0,0,0,0
319,6/30/2025 0:00:00,173,0,36465171,933622,0,1,0,4138342,0,0,0,0,0,0,0,0,0,0,0,0,2899753,517858,3708186,9538132,0,16663928,0,0,0,0,0,0,0,-2671139,0,2210887,0,0,0,2210887,0,0,0,0,0,265883844,0,0,0,0,0,0,0,0,07/01/2023,909187,283121459,0,0,0,0,0,0,0,0,0,0,0,587299,0,0,0,0,0,0,0,0,0,0
