"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_LQ0018","ACCT_LQ0019","ACCT_LQ0020","ACCT_LQ0021","ACCT_LQ0022","ACCT_LQ0023","ACCT_LQ0024","ACCT_LQ0025","ACCT_LQ0026","ACCT_LQ0027","ACCT_LQ0028","ACCT_LQ0029","ACCT_LQ0030","ACCT_LQ0034","ACCT_LQ0035","ACCT_LQ0038","ACCT_LQ0039","ACCT_LQ0040","ACCT_LQ0042","ACCT_LQ0043","ACCT_LQ0044","ACCT_LQ0045","ACCT_LQ0046","ACCT_LQ0047","ACCT_LQ0052","ACCT_LQ0053","ACCT_LQ0056","ACCT_LQ0059","ACCT_LQ0860","ACCT_NV0001","ACCT_NV0002","ACCT_NV0003","ACCT_NV0004","ACCT_NV0013","ACCT_NV0014","ACCT_NV0015","ACCT_NV0016","ACCT_NV0017","ACCT_NV0018","ACCT_NV0019","ACCT_NV0020","ACCT_NV0021","ACCT_NV0022","ACCT_NV0023","ACCT_NV0024","ACCT_NV0025","ACCT_NV0026","ACCT_NV0027","ACCT_NV0028","ACCT_NV0029","ACCT_NV0030","ACCT_NV0031","ACCT_NV0032","ACCT_NV0033","ACCT_NV0034","ACCT_NV0035","ACCT_NV0036","ACCT_NV0037","ACCT_NV0038","ACCT_NV0039","ACCT_NV0040","ACCT_NV0041","ACCT_NV0042","ACCT_NV0043","ACCT_NV0044","ACCT_NV0045","ACCT_NV0046","ACCT_NV0047","ACCT_NV0048","ACCT_NV0049","ACCT_NV0050","ACCT_NV0051","ACCT_NV0052","ACCT_NV0053","ACCT_NV0054","ACCT_NV0055","ACCT_NV0056","ACCT_NV0057","ACCT_NV0058","ACCT_NV0059","ACCT_NV0060","ACCT_NV0061","ACCT_NV0062","ACCT_NV0063","ACCT_NV0064","ACCT_NV0065","ACCT_NV0066","ACCT_NV0067","ACCT_NV0068","ACCT_NV0069","ACCT_NV0070","ACCT_NV0071","ACCT_NV0072","ACCT_NV0073","ACCT_NV0074","ACCT_NV0075","ACCT_NV0076","ACCT_NV0077","ACCT_NV0078","ACCT_NV0079","ACCT_NV0080","ACCT_NV0081","ACCT_NV0083","ACCT_NV0084","ACCT_NV0087","ACCT_NV0088","ACCT_NV0089","ACCT_NV0090","ACCT_NV0091","ACCT_NV0092","ACCT_NV0093","ACCT_NV0094","ACCT_NV0095","ACCT_NV0096","ACCT_NV0097","ACCT_NV0098","ACCT_NV0099","ACCT_NV0100","ACCT_NV0101","ACCT_NV0102","ACCT_NV0103","ACCT_NV0104","ACCT_NV0105","ACCT_NV0106","ACCT_NV0107","ACCT_NV0108","ACCT_NV0109","ACCT_NV0110","ACCT_NV0111","ACCT_NV0112","ACCT_NV0113","ACCT_NV0114","ACCT_NV0115","ACCT_NV0116","ACCT_NV0122","ACCT_NV0128","ACCT_NV0134","ACCT_NV0140","ACCT_NV0141","ACCT_NV0142","ACCT_NV0143","ACCT_NV0144","ACCT_NV0145","ACCT_NV0146","ACCT_NV0153","ACCT_NV0154","ACCT_NV0155","ACCT_NV0156","ACCT_NV0157","ACCT_NV0158","ACCT_NV0159","ACCT_NV0160","ACCT_NV0161","ACCT_NV0162","ACCT_NV0169","ACCT_NV0170","ACCT_NV0172","ACCT_NV0173","ACCT_SL0036","ACCT_SL0037","ACCT_SL0038","ACCT_SL0039","ACCT_SL0041","ACCT_SL0043","ACCT_SL0045","ACCT_SL0047","ACCT_SL0049","ACCT_SL0051","ACCT_SL0053","ACCT_SL0055","ACCT_SL0056","ACCT_SL0057","ACCT_SL0058","ACCT_SL0059","ACCT_RB0001","ACCT_RB0002","ACCT_RB0003","ACCT_RB0004","ACCT_RB0005","ACCT_RB0006","ACCT_RB0007","ACCT_RB0008","ACCT_RB0009","ACCT_RB0010","ACCT_RB0011","ACCT_RB0012","ACCT_RB0013","ACCT_RB0014","ACCT_RB0015","ACCT_RB0016","ACCT_RB0017","ACCT_RB0018","ACCT_RB0019","ACCT_RB0020","ACCT_RB0021","ACCT_RB0022","ACCT_RB0023","ACCT_RB0024","ACCT_RB0025"
3830,6/30/2025 0:00:00,1724,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2912792,0,0,238983561,0,380220551,0,0,0,25984737,0,0,0,0,0,0,0,996630,983867,0,0,1999992,1973354,0,0,32209467,28866660,0,0,34209459,30840014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35206089,31823881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4720000,1240000,248000,0,0,6208000,0,0,31823881,0,0,877100,0,0,0,877100,7972728,9244858,21109389,582006,0,38908981,0,0,0,0,0,0,0,0,7949797,0,0,0,0,0,0,1801629,0,0,0,0,20473,0,0,0,70008881,4015229,0,0,4015229,0,0,0,5594822,68429288,0,68429288,0,104643560,8349969,96293591,0,0,31823881,0,31823881,0,0,0,0
3841,6/30/2025 0:00:00,1729,WISE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15786715,0,15786715,0,0,0,0,0,0,0,0,0,2994860,2877344,19458000,18858338,499258,483515,14234017,13831194,0,0,41,41,499258,483515,14234058,13831235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1244000,1203139,2226000,2202055,0,0,0,0,4738118,35918058,34891628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249000,6449476,494367,0,0,7192843,0,0,34891628,4738118,1286151,0,0,0,0,1286151,19357677,28256696,494367,0,0,48108740,0,0,3961,3961,0,0,0,0,0,0,0,0,0,0,0,0,869886,0,0,0,0,0,0,0,19331326,2943836,0,0,2943836,0,0,0,1982259,20292903,0,20292903,0,0,0,0,0,0,0,0,0,0,0,0,0
3850,6/30/2025 0:00:00,1733,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128888499,0,170479257,0,0,0,0,0,0,0,0,65000000,0,0,0,0,0,0,1308829,1272036,0,0,465036002,412515455,0,0,466344831,413787491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21928126,20569597,0,0,3303140,3383718,0,0,0,0,0,0,25231266,23953315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20849752,20763900,0,0,0,0,0,512425849,458504706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458504706,0,3827400,239121,0,0,0,4066521,43445175,71660977,131340195,140290409,75834471,462571227,0,-66429,0,-66429,0,1595035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144229296,1837561,0,0,1837561,0,0,0,6289272,139777585,0,139777585,0,0,0,0,0,0,0,0,0,0,0,0,0
3853,6/30/2025 0:00:00,1735,WISE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167310600,0,0,0,0,0,0,12405342,0,0,0,0,0,0,0,0,0,0,0,550000,550698,0,0,0,0,0,0,550000,550698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14379251,14403269,0,0,14929251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14929251,0,538401,0,0,0,538401,4955251,8721401,1791000,0,0,15467652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24682905,1771423,0,0,1771423,0,0,0,1819149,24635179,0,24635179,0,0,0,0,0,0,0,0,0,0,0,0,0
3868,6/30/2025 0:00:00,1740,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2445,2445,0,0,0,0,2445,2445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43758,12000,0,0,12000,0,0,0,3172,52586,0,52586,0,0,0,0,0,0,0,0,0,0,0,0,0
3869,6/30/2025 0:00:00,1741,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,295000,0,0,0,415000,0,0,0,0,0,0,0,0,8908,8908,120000,295000,0,0,8908,423908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201791,37398,0,0,37398,0,0,0,15993,223196,0,223196,0,0,0,0,0,0,0,0,0,0,0,0,0
3907,6/30/2025 0:00:00,1755,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,966081,0,0,6777401,5983456,0,0,7777401,6949537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7777401,6949537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6949537,0,371911,0,0,0,0,371911,468871,2315008,2431346,2106223,0,7321448,0,0,0,0,0,2151002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30448224,3549555,0,0,3549555,0,0,0,1792189,32205590,0,32205590,0,0,0,0,0,0,0,0,0,0,0,0,0
3938,6/30/2025 0:00:00,1764,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950000,0,0,0,0,950000,0,0,0,0,0,0,0,0,89145,89145,950000,0,0,0,89145,1039145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12417489,382495,0,0,382495,0,0,0,605795,12194189,0,12194189,0,0,0,0,0,0,0,0,0,0,0,0,0
3943,6/30/2025 0:00:00,1765,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176913813,0,217187762,0,0,0,215933,0,0,0,0,5000000,0,0,0,0,0,0,38705452,37714771,0,0,70279288,57968546,0,0,108984740,95683317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108984740,95683317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6959000,0,0,0,0,6959000,0,0,95683317,0,0,3300230,0,0,0,3300230,35893426,14536726,14315239,36771932,4425224,105942547,0,0,0,0,0,2829499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37027676,950184,0,0,950184,0,0,0,3791073,34186787,0,34186787,0,0,0,0,0,0,0,0,0,0,0,0,0
3945,6/30/2025 0:00:00,1767,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103857937,0,147037133,0,0,0,34443413,0,0,0,0,5000000,0,0,0,0,87595865,85430875,0,0,0,0,41405169,33488352,87595865,85430875,41405169,33488352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249000,242895,0,0,0,0,87595865,41654169,33731247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1735000,3481000,1993000,0,0,7209000,0,0,33731246,87595866,2381800,0,0,0,0,2381800,43859295,38478856,29163188,19416573,0,130917912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28423458,728278,0,0,728278,0,0,0,2489348,26662388,0,26662388,0,0,0,0,0,0,0,0,0,0,0,0,0
3946,6/30/2025 0:00:00,1768,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15428000,6474000,1245000,0,0,23147000,0,0,0,0,0,0,0,0,33743,33743,15428000,6474000,1245000,0,33743,23180743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6047078,101314,0,0,101314,0,0,0,454465,5693927,0,5693927,0,0,0,0,0,0,0,0,0,0,0,0,0
3947,6/30/2025 0:00:00,1769,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7078706,7736482,592207,593482,0,0,51253,47219,420,415,17889,18089,420,415,69142,65308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200000,1177234,400000,398166,0,0,0,0,8279126,1061349,1056956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696000,0,0,0,696000,0,0,1056956,8279126,1296607,0,0,0,249258,1545865,6161801,3441215,100367,1625306,249258,11577947,0,0,0,0,0,1189958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4949779,515327,0,0,515327,0,0,0,441636,5023470,0,5023470,0,0,0,0,0,0,0,0,0,0,0,0,0
3951,6/30/2025 0:00:00,1770,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46728818,0,46728818,0,0,0,0,0,0,0,0,12500000,0,0,0,0,45312805,44047596,0,0,5007250,4503787,52914214,46054086,50320055,48551383,52914214,46054086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744000,748214,0,0,0,0,0,0,51064055,52914214,46054086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46054087,51064055,0,1973381,0,0,394996,2368377,33059028,15819440,24800413,22658644,3148994,99486519,0,0,-43037,-43037,0,6519422,0,0,0,0,0,0,0,0,0,0,130000,0,0,0,4846302,5138710,133993,1313353,37685942,2262629,0,0,2262629,0,0,0,3576974,36371597,0,36371597,0,0,0,0,0,0,0,0,0,0,0,0,0
3963,6/30/2025 0:00:00,1776,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11311000,16179000,9962000,0,0,37452000,0,0,0,0,200000,0,0,0,0,200000,11511000,16179000,9962000,0,0,37652000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16370846,117901,0,0,117901,0,0,0,566962,15921785,0,15921785,0,0,0,0,0,0,0,0,0,0,0,0,0
3972,6/30/2025 0:00:00,1779,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30629851,0,52955413,0,0,0,97328558,0,0,0,0,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30146,30146,30146,0,0,0,0,0,0,30146,0,0,0,3241952,0,0,22391000,0,25632952,3272098,0,0,22391000,0,25663098,0,0,0,0,8358335,1563190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24183145,1846444,0,0,1846444,0,0,0,1872911,24156678,0,24156678,0,0,0,0,0,0,0,0,0,0,0,0,0
4015,6/30/2025 0:00:00,1797,Subm,0,0,0,5629079,0,0,0,0,0,0,0,0,0,0,76490522,0,0,231382536,0,386917992,0,0,14000000,26662209,0,0,0,0,41259281,0,0,6987742,6637188,0,0,11947809,11514508,0,0,54412271,50458961,0,0,66360080,61973469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24542523,22483998,0,0,0,0,0,0,0,0,0,97890345,91094655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91094654,0,1404800,525438,0,0,0,1930238,16874983,40739458,28364888,7045563,0,93024892,0,0,0,0,0,12286677,0,0,1509083,1539823,0,0,0,0,0,0,0,0,0,0,1724572,0,0,0,67010323,4034230,0,0,4034230,0,0,0,5991845,65052708,0,65052708,0,0,0,0,0,0,0,0,0,0,0,0,0
4020,6/30/2025 0:00:00,1799,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5979999,0,0,0,0,5979999,0,0,0,0,0,0,0,0,110177,110177,5979999,0,0,0,110177,6090176,0,0,0,0,0,0,0,0,570041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3307095,91562,0,0,91562,0,0,0,254420,3144237,0,3144237,0,0,0,0,0,0,0,0,0,0,0,0,0
4022,6/30/2025 0:00:00,1801,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,500000,0,0,0,0,0,0,500000,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3750000,2998000,2498000,0,0,9246000,0,0,0,500000,421152,0,0,0,0,421152,4671152,2998000,2498000,0,0,10167152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6087765,316860,0,0,316860,0,0,0,442193,5962432,0,5962432,0,0,0,0,0,0,0,0,0,0,0,0,0
4024,6/30/2025 0:00:00,1802,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187249728,0,0,34498108,0,52588579,0,0,0,0,0,0,0,0,2139606,0,0,0,0,0,0,490307,482830,0,0,43178516,40568594,0,0,43668823,41051424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1746000,1732559,0,0,0,0,0,0,1746000,43668823,41051424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3749000,4246000,749000,0,0,8744000,0,0,41051424,1746000,0,1039341,0,0,1109086,2148427,4328061,12308687,16755711,18045336,2252056,53689851,0,0,0,0,0,2814807,0,0,0,0,0,0,0,0,0,0,3396696,0,0,0,0,0,0,0,21926318,888280,0,0,888280,0,0,0,2025495,20789103,0,20789103,0,0,0,0,0,0,0,0,0,0,0,0,0
4025,6/30/2025 0:00:00,1803,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525043,525043,0,0,525043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,225664,0,0,0,285664,0,0,0,525043,0,0,0,0,0,0,585043,225664,0,0,0,810707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623136,13981,0,0,13981,0,0,0,14820,622297,0,622297,0,0,0,0,0,0,0,0,0,0,0,0,0
4037,6/30/2025 0:00:00,1808,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4111240,0,0,0,0,0,0,0,0,0,0,0,3499956,3450748,0,0,4533739,4289787,0,0,8033695,7740535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8033695,7740535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7740535,0,0,0,0,0,219370,219370,6159438,88939,732566,759592,219370,7959905,0,0,0,0,0,0,0,0,0,0,0,0,62376,0,0,0,0,0,0,0,543883,523138,0,0,1964445,300941,0,0,300941,0,0,0,430256,1835130,0,1835130,0,0,0,0,0,0,0,0,0,0,0,0,0
4038,6/30/2025 0:00:00,1809,WISE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4464444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2928000,2894636,2480000,2445831,0,0,0,0,2928000,2480000,2445831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10908000,7936000,3472000,0,0,22316000,0,0,2445831,2928000,0,679900,1317696,0,0,1997596,12886738,11008592,5792097,0,0,29687427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33875351,730283,0,0,730283,0,0,0,1655191,32950443,0,32950443,0,0,0,0,0,0,0,0,0,0,0,0,0
4043,6/30/2025 0:00:00,1811,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000000,0,0,11726963,0,20426947,0,0,0,0,0,0,0,0,0,0,0,296810,296810,0,0,25749597,24891267,0,0,21543482,19194339,0,0,47293079,44085606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328720,290635,0,0,0,0,0,0,28442123,27350435,0,76360732,72023486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508312,0,0,0,0,508312,0,0,72023485,0,0,1173051,0,0,0,1173051,6029047,36257381,21120923,10297497,0,73704848,0,0,0,0,0,5312570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26246782,898861,0,0,898861,0,0,0,2228134,24917509,0,24917509,0,0,0,0,0,0,0,0,0,0,0,0,0
4060,6/30/2025 0:00:00,1816,WISE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6947143,0,12449046,0,0,0,93870521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358862,358862,0,0,0,0,358862,358862,0,0,0,0,0,5349088,0,0,0,0,11992,0,0,0,0,0,0,0,0,0,0,0,0,0,23380810,4046817,0,0,4046817,0,0,0,2574694,24852933,0,24852933,0,0,0,0,0,0,0,0,0,0,0,0,0
4088,6/30/2025 0:00:00,1828,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5544000,5525936,0,0,5544000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5544000,0,0,100000,0,104344,204344,3107000,1598000,939000,0,104344,5748344,0,0,0,0,0,0,0,0,14807,0,0,0,0,0,0,0,0,0,0,0,231345,0,0,0,1897265,100553,0,0,100553,0,0,0,159391,1838427,0,1838427,0,0,0,0,0,0,0,0,0,0,0,0,0
