"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_LQ0018","ACCT_LQ0019","ACCT_LQ0020","ACCT_LQ0021","ACCT_LQ0022","ACCT_LQ0023","ACCT_LQ0024","ACCT_LQ0025","ACCT_LQ0026","ACCT_LQ0027","ACCT_LQ0028","ACCT_LQ0029","ACCT_LQ0030","ACCT_LQ0034","ACCT_LQ0035","ACCT_LQ0038","ACCT_LQ0039","ACCT_LQ0040","ACCT_LQ0042","ACCT_LQ0043","ACCT_LQ0044","ACCT_LQ0045","ACCT_LQ0046","ACCT_LQ0047","ACCT_LQ0052","ACCT_LQ0053","ACCT_LQ0056","ACCT_LQ0059","ACCT_LQ0860","ACCT_NV0001","ACCT_NV0002","ACCT_NV0003","ACCT_NV0004","ACCT_NV0013","ACCT_NV0014","ACCT_NV0015","ACCT_NV0016","ACCT_NV0017","ACCT_NV0018","ACCT_NV0019","ACCT_NV0020","ACCT_NV0021","ACCT_NV0022","ACCT_NV0023","ACCT_NV0024","ACCT_NV0025","ACCT_NV0026","ACCT_NV0027","ACCT_NV0028","ACCT_NV0029","ACCT_NV0030","ACCT_NV0031","ACCT_NV0032","ACCT_NV0033","ACCT_NV0034","ACCT_NV0035","ACCT_NV0036","ACCT_NV0037","ACCT_NV0038","ACCT_NV0039","ACCT_NV0040","ACCT_NV0041","ACCT_NV0042","ACCT_NV0043","ACCT_NV0044","ACCT_NV0045","ACCT_NV0046","ACCT_NV0047","ACCT_NV0048","ACCT_NV0049","ACCT_NV0050","ACCT_NV0051","ACCT_NV0052","ACCT_NV0053","ACCT_NV0054","ACCT_NV0055","ACCT_NV0056","ACCT_NV0057","ACCT_NV0058","ACCT_NV0059","ACCT_NV0060","ACCT_NV0061","ACCT_NV0062","ACCT_NV0063","ACCT_NV0064","ACCT_NV0065","ACCT_NV0066","ACCT_NV0067","ACCT_NV0068","ACCT_NV0069","ACCT_NV0070","ACCT_NV0071","ACCT_NV0072","ACCT_NV0073","ACCT_NV0074","ACCT_NV0075","ACCT_NV0076","ACCT_NV0077","ACCT_NV0078","ACCT_NV0079","ACCT_NV0080","ACCT_NV0081","ACCT_NV0083","ACCT_NV0084","ACCT_NV0087","ACCT_NV0088","ACCT_NV0089","ACCT_NV0090","ACCT_NV0091","ACCT_NV0092","ACCT_NV0093","ACCT_NV0094","ACCT_NV0095","ACCT_NV0096","ACCT_NV0097","ACCT_NV0098","ACCT_NV0099","ACCT_NV0100","ACCT_NV0101","ACCT_NV0102","ACCT_NV0103","ACCT_NV0104","ACCT_NV0105","ACCT_NV0106","ACCT_NV0107","ACCT_NV0108","ACCT_NV0109","ACCT_NV0110","ACCT_NV0111","ACCT_NV0112","ACCT_NV0113","ACCT_NV0114","ACCT_NV0115","ACCT_NV0116","ACCT_NV0122","ACCT_NV0128","ACCT_NV0134","ACCT_NV0140","ACCT_NV0141","ACCT_NV0142","ACCT_NV0143","ACCT_NV0144","ACCT_NV0145","ACCT_NV0146","ACCT_NV0153","ACCT_NV0154","ACCT_NV0155","ACCT_NV0156","ACCT_NV0157","ACCT_NV0158","ACCT_NV0159","ACCT_NV0160","ACCT_NV0161","ACCT_NV0162","ACCT_NV0169","ACCT_NV0170","ACCT_NV0172","ACCT_NV0173","ACCT_SL0036","ACCT_SL0037","ACCT_SL0038","ACCT_SL0039","ACCT_SL0041","ACCT_SL0043","ACCT_SL0045","ACCT_SL0047","ACCT_SL0049","ACCT_SL0051","ACCT_SL0053","ACCT_SL0055","ACCT_SL0056","ACCT_SL0057","ACCT_SL0058","ACCT_SL0059","ACCT_RB0001","ACCT_RB0002","ACCT_RB0003","ACCT_RB0004","ACCT_RB0005","ACCT_RB0006","ACCT_RB0007","ACCT_RB0008","ACCT_RB0009","ACCT_RB0010","ACCT_RB0011","ACCT_RB0012","ACCT_RB0013","ACCT_RB0014","ACCT_RB0015","ACCT_RB0016","ACCT_RB0017","ACCT_RB0018","ACCT_RB0019","ACCT_RB0020","ACCT_RB0021","ACCT_RB0022","ACCT_RB0023","ACCT_RB0024","ACCT_RB0025"
1,6/30/2025 0:00:00,2,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400000,0,0,0,0,2400000,0,0,0,0,0,2361,0,0,0,2361,2400000,2361,0,0,0,2402361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1427178,29124,0,0,29124,0,0,0,104562,1351740,0,1351740,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6/30/2025 0:00:00,7,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000000,0,0,0,0,0,0,15182340,14584585,0,0,0,0,0,0,15182340,14584585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14423192,13970251,0,0,0,0,0,29605532,28554836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108578,98027,0,0,0,206605,0,0,28554836,0,0,0,0,0,356993,356993,11115648,12078991,3643137,1923665,356993,29118434,0,0,0,0,0,0,0,0,2301202,0,0,0,761902,5098,0,0,0,0,0,0,5547648,346696,0,0,24403333,3060529,0,0,3060529,0,0,0,2306432,25157430,0,25157430,0,0,0,0,0,0,0,0,0,0,0,0,0
12,6/30/2025 0:00:00,11,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200954,3163875,0,0,498632,486960,0,0,0,0,0,0,498632,486960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248000,248000,0,0,0,0,0,0,3947586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325000,325000,325000,12608784,5472000,0,0,0,18080784,325000,0,0,3947586,210300,0,0,0,0,210300,14808071,6951545,804054,0,0,22563670,0,0,0,0,0,800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6495557,1081454,0,0,1081454,0,0,0,543794,7033217,0,7033217,0,0,0,0,0,0,0,0,0,0,0,0,0
13,6/30/2025 0:00:00,12,Subm,0,0,0,48227562,0,0,0,0,0,0,0,0,0,0,315788568,0,0,152650247,0,395705143,0,0,0,0,0,0,0,0,55000000,0,0,0,0,0,0,0,0,0,0,202206,195590,0,0,202206,195590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202206,195590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,100000,0,0,195590,0,0,5260793,0,0,0,5260793,163057,5393326,0,0,0,5556383,0,0,0,0,0,0,0,0,0,0,897303,2027785,0,0,0,0,0,0,0,0,0,0,0,0,99736431,3718742,0,0,3718742,0,0,0,9998880,93456293,0,93456293,0,0,0,0,0,0,0,0,0,0,0,0,0
16,6/30/2025 0:00:00,14,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800000,2844000,545000,0,0,4189000,0,0,0,0,40341,0,0,0,0,40341,840341,2844000,545000,0,0,4229341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1299963,38705,0,0,38705,0,0,0,80491,1258177,0,1258177,0,0,0,0,0,0,0,0,0,0,0,0,0
19,6/30/2025 0:00:00,16,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7776000,7776000,0,0,7776000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7776000,2857,0,0,0,0,2857,5108857,2670000,0,0,0,7778857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3166571,31530,0,0,31530,0,0,0,65179,3132922,0,3132922,0,0,0,0,0,0,0,0,0,0,0,0,0
22,6/30/2025 0:00:00,17,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7807862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20505735,18960476,0,0,20505735,18960476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20505735,18960476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1907298,2575545,4482843,4482843,38019000,0,0,0,0,38019000,4482843,0,18960477,0,15000000,168000,0,0,0,15168000,58919352,792930,9494720,7423318,0,76630320,26,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56159412,1526624,0,0,1526624,0,0,0,2605580,55080456,0,55080456,0,0,0,0,0,0,0,0,0,0,0,0,0
26,6/30/2025 0:00:00,19,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2084000,4615000,6252000,0,0,12951000,0,0,0,0,111464,0,0,0,0,111464,2195464,4615000,6252000,0,0,13062464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2229977,51874,0,0,51874,0,0,0,182886,2098965,0,2098965,0,0,0,0,0,0,0,0,0,0,0,0,0
28,6/30/2025 0:00:00,21,Subm,0,0,0,1206366,0,0,0,0,0,0,0,0,0,0,461391722,0,0,361233823,0,518332844,0,0,0,52619368,0,0,0,0,75302167,0,0,0,0,0,0,0,0,0,0,51707250,39672959,0,0,51707250,39672959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51707250,39672959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39672959,0,0,17620459,0,18150000,0,35770459,0,17620459,10687377,43459417,3676165,75443418,0,-1972412,0,-1972412,0,10864899,0,0,0,0,2636008,0,0,0,0,0,0,0,9500000,0,0,0,0,0,129926901,19709337,0,0,19709337,0,0,0,11396668,138239570,0,138239570,0,0,0,0,0,0,0,0,0,0,0,0,0
42,6/30/2025 0:00:00,29,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10500000,10500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15857000,15857000,0,0,0,0,0,0,26357000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17899000,12680000,0,0,0,30579000,0,0,0,26357000,0,0,0,0,66000,66000,27033000,26354000,3549000,0,66000,57002000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16915152,326049,0,0,326049,0,0,0,1176055,16065146,0,16065146,0,0,0,0,0,0,0,0,0,0,0,0,0
47,6/30/2025 0:00:00,30,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8692000,15743000,1187000,0,0,25622000,0,0,0,0,0,0,0,0,0,0,8692000,15743000,1187000,0,0,25622000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6817444,107642,0,0,107642,0,0,0,488214,6436872,0,6436872,0,0,0,0,0,0,0,0,0,0,0,0,0
48,6/30/2025 0:00:00,31,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5550000,5377294,0,0,0,0,0,0,5550000,5377294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1245000,1222991,0,0,0,0,0,0,6795000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4537000,12327000,996000,0,0,17860000,0,0,0,6795000,0,0,0,0,155000,155000,7032000,16127000,1496000,0,155000,24810000,0,0,0,0,0,0,0,0,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13468620,283422,0,0,283422,0,0,0,492260,13259782,0,13259782,0,0,0,0,0,0,0,0,0,0,0,0,0
51,6/30/2025 0:00:00,32,Subm,0,0,0,17351785,0,0,0,0,0,0,0,0,0,0,11570292,0,0,2056506378,0,284144308,0,0,0,0,0,0,0,0,250000000,0,0,0,0,7904506,7849200,0,0,210989022,200292471,848913197,697793154,218893528,208141671,848913197,697793154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6150078,5976153,0,0,0,0,0,0,1031388,1010700,0,0,7181466,6986853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218893528,856094663,704780007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8864688,1092068,0,9956756,9956756,0,0,0,0,0,0,9956756,0,704780006,218893528,0,19189502,0,0,396162,19585664,104288784,103501182,207213023,501454971,36757994,953215954,0,0,11094,11094,0,44213100,0,0,1479498,0,0,0,0,0,0,0,16234306,6000000,6378574,0,0,0,0,0,818121538,69682122,0,0,69682122,0,0,0,197806400,689997260,0,689997260,0,902896781,876885879,4058835,21952067,0,933630291,319415076,604258459,0,0,9956756,0
53,6/30/2025 0:00:00,33,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000,1982180,0,0,0,0,0,0,2000000,1982180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8213000,996000,0,0,0,9209000,0,0,0,2000000,0,0,0,0,80000,80000,9213000,1996000,0,0,80000,11289000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6074819,355493,0,0,355493,0,0,0,504502,5925810,0,5925810,0,0,0,0,0,0,0,0,0,0,0,0,0
60,6/30/2025 0:00:00,35,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24215621,0,26608648,0,0,0,20500000,0,0,0,0,0,0,0,13027818,12871350,0,0,7500000,7261825,0,0,41881943,38205103,0,0,49381943,45466928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62409761,58338278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8625000,5221000,249000,0,0,14095000,0,0,58338278,0,0,4462900,0,0,1119998,5582898,19021920,26370860,22238730,9264668,1119998,78016176,0,0,0,0,4889085,0,0,0,0,0,0,0,305699,108951,0,0,0,0,0,0,0,0,0,0,55006793,4090424,0,0,4090424,0,0,0,5751523,53345694,0,53345694,0,0,0,0,0,0,0,0,0,0,0,0,0
77,6/30/2025 0:00:00,41,WISE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11896851,0,11896851,0,0,0,0,0,0,0,0,0,0,0,2009197,1960200,0,0,1731124,1720999,0,0,26220456,24102920,0,0,27951580,25823919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514145,261524,0,0,0,0,0,0,0,0,0,0,514145,261524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3140444,2826310,0,0,0,0,0,0,0,0,0,33615366,30871953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30871953,0,1394863,0,0,0,0,1394863,4234587,11061353,12360289,4610587,0,32266816,0,0,0,0,0,0,0,0,1921446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18106226,861317,0,0,861317,0,0,0,1784984,17182559,0,17182559,0,0,0,0,0,0,0,0,0,0,0,0,0
79,6/30/2025 0:00:00,43,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256077994,0,0,0,0,0,0,0,0,0,0,0,0,0,12021133,11530469,0,0,38910587,36294979,0,0,43776641,39062497,0,0,82687228,75357476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17571239,15744356,0,0,735000,710860,0,0,0,0,0,113014600,103343161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103343162,0,0,351500,0,0,0,351500,9721403,37753462,24950175,29493004,1776618,103694662,0,-64096,0,-64096,215000,12857122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89066401,3343451,0,0,3343451,0,0,0,6999816,85410036,0,85410036,0,0,0,0,0,0,0,0,0,0,0,0,0
82,6/30/2025 0:00:00,46,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10068514,0,10068514,0,0,0,1243881,0,26985008,0,0,0,0,0,9486638,9504852,0,0,4594000,4590586,0,0,94858,96092,0,0,4688858,4686678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13898261,13935018,0,0,13898261,14175496,14191530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245000,0,0,0,0,245000,0,0,14191530,13898261,0,0,1924190,0,0,1924190,16309836,12024955,1924190,0,0,30258981,0,0,0,0,0,0,0,0,6192,0,182125,0,0,0,0,0,0,0,0,0,0,0,0,0,40324218,1856172,0,0,1856172,0,0,0,2361654,39818736,0,39818736,0,0,0,0,0,0,0,0,0,0,0,0,0
90,6/30/2025 0:00:00,49,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1698000,1246000,0,0,0,2944000,0,0,0,0,78046,0,0,0,60272,138318,1776046,1246000,0,0,60272,3082318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5033736,86472,0,0,86472,0,0,0,27481,5092727,0,5092727,0,0,0,0,0,0,0,0,0,0,0,0,0
98,6/30/2025 0:00:00,54,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6240000,5835337,0,0,6240000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6240000,0,0,0,0,15800,15800,2690000,3550000,0,0,15800,6255800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2157438,31154,0,0,31154,0,0,0,99961,2088631,0,2088631,0,0,0,0,0,0,0,0,0,0,0,0,0
107,6/30/2025 0:00:00,57,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6119611,6119611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6119611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6063000,17181000,11361000,244000,0,34849000,0,0,0,6119612,0,239307,0,0,0,239307,6558947,20651686,12691954,1305332,0,41207919,0,0,0,0,0,0,0,0,372901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12104345,140528,0,0,140528,0,0,0,607995,11636878,0,11636878,0,0,0,0,0,0,0,0,0,0,0,0,0
108,6/30/2025 0:00:00,58,WISE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400000,993892,0,0,0,0,0,0,1400000,993892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000,11748000,7400000,1700000,26922,25874922,0,0,0,1400000,0,0,0,0,551621,551621,5000000,11748000,7400000,1950000,1728543,27826543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8943781,202866,0,0,202866,0,0,0,350105,8796542,0,8796542,0,0,0,0,0,0,0,0,0,0,0,0,0
110,6/30/2025 0:00:00,59,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1491000,498000,0,0,0,1989000,0,0,0,0,0,0,0,0,0,0,1491000,498000,0,0,0,1989000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5662945,60199,0,0,60199,0,0,0,270019,5453125,0,5453125,0,0,0,0,0,0,0,0,0,0,0,0,0
119,6/30/2025 0:00:00,62,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92108,0,0,6754379,0,9005839,0,0,0,177732,0,0,0,0,0,0,0,0,0,0,0,16816938,15660987,0,0,48360385,42764011,0,0,65177323,58424998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14335,11695,0,0,0,0,0,0,0,0,0,0,14335,11695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628654,593614,0,0,7822697,7559798,0,0,2500000,2474650,0,76143009,69064755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,1000000,0,0,69064755,0,0,148908,0,0,0,148908,6455479,14295632,24082526,20660908,4719118,70213663,0,0,0,0,0,26239640,0,0,100829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17527930,87591,0,0,87591,0,0,0,725104,16890417,0,16890417,0,0,0,0,0,0,0,0,0,0,0,0,0
120,6/30/2025 0:00:00,63,WISE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000,5000000,0,0,5000000,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39228000,39228000,0,0,0,0,0,0,44228000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44228000,510730,0,0,0,0,510730,25163730,16089000,3486000,0,0,44738730,0,0,0,0,0,0,0,0,322228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10818622,400195,0,0,400195,0,0,0,1078945,10139872,0,10139872,0,0,0,0,0,0,0,0,0,0,0,0,0
