"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_001","ACCT_011A","ACCT_011B1","ACCT_011B2","ACCT_013A","ACCT_013B1","ACCT_013B2","ACCT_014","ACCT_017","ACCT_018A","ACCT_018B1","ACCT_018B2","ACCT_021A","ACCT_022A","ACCT_023A","ACCT_041A","ACCT_058A","ACCT_058B1","ACCT_058B2","ACCT_062","ACCT_063","ACCT_076","ACCT_077","ACCT_078","ACCT_079","ACCT_081","ACCT_082","ACCT_090","ACCT_099","ACCT_110","ACCT_119","ACCT_120","ACCT_124","ACCT_125A","ACCT_125B","ACCT_125C","ACCT_125D","ACCT_125E","ACCT_126A","ACCT_126B","ACCT_126C","ACCT_126D","ACCT_126E","ACCT_131","ACCT_132","ACCT_133","ACCT_134","ACCT_135","ACCT_140","ACCT_142","ACCT_143","ACCT_144","ACCT_210","ACCT_230","ACCT_250","ACCT_260","ACCT_270","ACCT_280","ACCT_290","ACCT_305","ACCT_310","ACCT_314","ACCT_315","ACCT_320","ACCT_360","ACCT_370","ACCT_381","ACCT_384","ACCT_385","ACCT_389","ACCT_391","ACCT_393","ACCT_395","ACCT_396","ACCT_397","ACCT_399","ACCT_420","ACCT_430","ACCT_440","ACCT_451","ACCT_452","ACCT_453","ACCT_454","ACCT_455","ACCT_458","ACCT_460","ACCT_463","ACCT_475","ACCT_481","ACCT_482","ACCT_532","ACCT_547","ACCT_548","ACCT_549","ACCT_553","ACCT_554","ACCT_555","ACCT_560","ACCT_561","ACCT_564A","ACCT_564B","ACCT_593","ACCT_594","ACCT_595","ACCT_596","ACCT_599","ACCT_002","ACCT_115","ACCT_116","ACCT_117","ACCT_350","ACCT_565","Acct_661A","Acct_769A","Acct_769B","Acct_820A","Acct_954","Acct_925A","Acct_925B1","Acct_925B2","Acct_010A","Acct_010B","Acct_010C","Acct_730A","Acct_730B","Acct_730C","Acct_799I","Acct_814A","Acct_889A","Acct_889B","Acct_892A","Acct_892B","Acct_945A","Acct_945B","Acct_996","Acct_997","Acct_998","Acct_999","ACCT_779A","ACCT_785A","ACCT_798A","ACCT_814B","ACCT_865A","ACCT_900A","ACCT_900B","ACCT_900C","ACCT_900D","ACCT_900F","ACCT_903","ACCT_904","ACCT_905","ACCT_906","ACCT_961A","ACCT_972A","ACCT_972B","ACCT_972C","ACCT_972D","ACCT_972E","ACCT_973A","ACCT_973B","ACCT_976B","ACCT_982A","ACCT_982B","ACCT_982C","ACCT_982D","ACCT_982E","ACCT_983A","ACCT_983B","ACCT_986B","ACCT_617A","ACCT_618A","ACCT_718A","ACCT_617B","ACCT_617C","ACCT_618B","ACCT_618C","ACCT_883A","ACCT_883B1","ACCT_883B2","ACCT_883C","ACCT_881","ACCT_882","ACCT_822","ACCT_567","ACCT_568","ACCT_020C","ACCT_021C","ACCT_022C","ACCT_023C","ACCT_041C","ACCT_020D","ACCT_021D","ACCT_022D","ACCT_023D","ACCT_041D","ACCT_713A","ACCT_714A","ACCT_715A","ACCT_716A","ACCT_020E","ACCT_021E","ACCT_022E","ACCT_023E","ACCT_041E","ACCT_020F","ACCT_021F","ACCT_022F","ACCT_023F","ACCT_041F","ACCT_065A","ACCT_065B","ACCT_065C","ACCT_065D","ACCT_065E","ACCT_067A","ACCT_067B","ACCT_067C","ACCT_550J","ACCT_550K","ACCT_550L","ACCT_551J","ACCT_551K","ACCT_551L","ACCT_029A","ACCT_029B","ACCT_029C","ACCT_029D","ACCT_029E","ACCT_030A","ACCT_030B","ACCT_030C","ACCT_030D","ACCT_030E","ACCT_032A","ACCT_032B","ACCT_032C","ACCT_032D","ACCT_032E","ACCT_704F1","ACCT_704F2","ACCT_704F3","ACCT_704F4","ACCT_811B","ACCT_PP0027","ACCT_PP0029","ACCT_PP0031"
9411,6/30/2025 0:00:00,4480,0,0,0,0,18182391,218450,0,19929079,0,18182391,218450,0,0,0,0,14,0,0,0,0,92024,0,0,0,0,0,0,0,0,476867,0,41115,0,0,0,0,0,0,0,0,0,0,0,76497,0,0,0,0,0,0,0,0,253694,15427,47560,91280,8514,53171,157399,0,0,0,0,2042,430,1834980,0,0,863636,0,0,0,0,1253279,835798,0,0,0,0,31,1250,60,2520,235,24,4120,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,517982,0,138484,20518,0,2442,0,66667,0,0,0,0,0,0,0,0,325412,525521,0,0,0,0,0,0,0,0,0,0,1258702,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350000,0,0,350000,3500000,0,0,336929,1660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9413,6/30/2025 0:00:00,4482,0,0,0,0,10223934,11396664,0,25970456,0,10223934,13289664,0,0,0,0,30,0,0,0,0,62024,0,0,0,0,0,0,0,0,636804,0,103483,0,0,0,0,0,0,0,0,0,0,0,18570,0,0,0,0,0,0,0,0,160352,1464,21848,37667,4059,15406,4497,0,13535,0,0,3971,9613,9177330,0,0,4139172,0,0,0,0,0,2525817,0,0,0,14086,307,534,0,2551,0,0,3396,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,740287,0,32656,291834,0,138680,0,39241,0,0,0,0,0,0,0,0,171068,7590494,0,0,0,0,0,0,0,0,0,0,2400266,924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9441,6/30/2025 0:00:00,4500,0,0,0,0,17252460,956286,58947,22034538,0,17252460,956286,58947,0,0,0,5,0,0,0,0,122024,0,0,0,0,0,0,0,0,226925,0,229251,0,0,0,0,0,0,0,0,0,0,0,57139,0,0,0,0,0,0,0,0,174179,0,25283,80206,0,1803,64658,0,0,0,0,3855,0,1463612,0,0,828366,0,0,0,0,224085,275591,0,0,0,0,112,789,36,1180,0,0,2117,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,456176,0,57139,94327,0,69004,159013,0,0,0,0,0,0,0,0,0,222329,857439,0,0,0,0,0,0,0,0,0,0,3562514,1614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9457,6/30/2025 0:00:00,4508,0,0,0,0,5581652,0,0,9203233,0,5581652,0,0,0,0,0,4,0,0,0,0,62024,0,0,0,0,0,0,0,0,84564,0,150032,0,0,0,0,0,0,0,0,0,0,0,2163,0,0,0,0,0,0,0,0,59721,561,7185,8948,177,4108,2700,0,0,0,0,780,3725,1684465,0,0,486200,0,0,0,0,0,41874,0,0,0,0,0,0,0,465,0,0,465,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,234596,0,2163,74503,0,58851,0,0,37570,0,0,0,0,0,0,0,50,225406,0,0,0,0,0,0,0,0,0,0,3569338,3878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9469,6/30/2025 0:00:00,4514,0,0,0,0,37921509,872232,317166,49392516,0,39766734,1925209,317166,0,0,0,16,0,0,0,0,82024,0,0,0,0,0,0,0,0,923486,0,220843,0,0,0,0,0,0,0,0,0,0,0,185577,0,0,0,0,0,0,0,0,567152,8513,76883,341481,42857,79511,65574,0,0,0,0,4870,14646,6530329,0,0,1472462,0,0,0,0,930403,4820762,0,0,0,0,128,2818,25,6058,418,90,9549,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,1144329,0,340951,97754,0,107039,0,38260,0,0,0,0,0,0,0,0,722333,4196656,0,0,0,0,0,0,0,0,0,0,6574425,1330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,110040,0,0,0,0,0,0,0,0,0,2485733,0,0,267238,1640.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9475,6/30/2025 0:00:00,4516,0,0,0,0,564590298,32867543,6932288,678733625,0,564590298,32867543,6932288,0,0,0,80,0,0,0,0,122024,0,0,0,0,0,0,0,0,10320384,0,2538256,0,0,0,0,0,0,0,0,0,0,0,349525,0,0,0,0,0,0,0,0,4883754,137086,226644,1439407,136229,320862,829826,0,0,0,0,59486,69629,141031970,0,0,74340731,0,0,0,0,8481727,2277974,0,0,-1,-18269,4608,22852,1102,34567,0,1483,64612,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,12858640,0,2804351,4416065,0,2748051,0,0,0,0,0,0,0,0,0,652636545,2654978,48456264,0,0,0,0,0,0,0,0,687537,0,74854260,1147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174797170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9476,6/30/2025 0:00:00,4517,0,0,0,0,18842957,287975,0,22093687,0,18842957,287975,0,0,0,0,15,0,0,0,0,92024,0,0,0,0,0,0,0,0,178241,0,246124,0,0,0,0,0,0,0,0,0,0,0,27267,0,0,0,0,0,0,0,0,103695,0,12611,17046,885,16304,111396,0,0,0,0,2470,5673,1319235,0,0,1835318,0,0,0,0,199871,472879,0,0,0,0,116,729,35,5666,0,6,6552,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,424365,0,27267,29709,0,149343,0,61186,0,0,0,0,0,0,0,0,13004,7415170,0,0,0,0,0,0,0,0,0,0,2917971,1321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9479,6/30/2025 0:00:00,4520,0,0,0,0,21968846,7111,0,26111769,0,21968846,7111,0,0,0,0,4,0,0,0,0,122024,0,0,0,0,0,0,0,0,228651,0,361837,0,0,0,0,0,0,0,0,0,0,0,87851,0,0,0,0,0,0,0,0,171005,22142,0,46499,5271,40683,124721,0,0,0,0,0,5000,1588903,0,0,2384334,0,0,0,0,857536,1203144,0,0,0,0,4,1265,17,3449,0,0,4735,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,590488,0,126004,27986,0,269493,0,120632,0,0,0,0,0,0,0,0,524401,1835019,0,0,0,0,0,0,0,0,-272455,0,4249699,1628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0,0,185865,1701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9483,6/30/2025 0:00:00,4522,0,0,0,0,98292503,302729,2388,111474044,0,98292503,302729,2388,0,0,0,38,0,0,0,0,92024,0,0,0,0,0,0,0,0,2228780,0,650064,0,0,0,0,0,0,0,0,0,0,0,377755,0,0,0,0,0,0,0,0,1342781,16954,171376,441824,23607,237811,171862,0,0,0,0,10777,36255,18028176,0,0,24004186,0,0,0,0,3022785,2187727,0,0,0,0,212,3187,153,24198,138,266,28154,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,2878844,0,668845,199341,0,526968,0,577675,9792,0,0,0,0,0,0,0,703707,9143209,0,0,0,0,0,0,0,0,0,0,12871860,1154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857,30458322,0,0,0,0,0,0,0,0,0,5000000,0,0,317201,1740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9486,6/30/2025 0:00:00,4524,0,0,0,0,93040719,4190722,1040530,108526521,0,93040719,4190722,1040530,0,0,0,36,0,0,0,0,32025,0,0,0,0,0,0,0,0,992494,0,894096,0,0,0,0,0,0,0,0,0,0,0,23391,0,0,0,0,0,0,0,0,569831,6194,88226,91358,124963,119166,329088,0,0,0,0,6040,18729,1409517,0,0,7059242,0,0,0,0,790688,3046909,0,0,0,133760,534,2452,87,4224,1057,415,8769,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,1886590,0,157151,380776,0,189647,200000,100000,0,0,0,0,0,0,104908729,0,411357,23581924,0,0,0,0,0,0,0,0,0,0,10000853,953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000,0,0,357684,1668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9496,6/30/2025 0:00:00,4530,0,0,0,0,1821850,0,0,2975225,0,1821850,493000,0,0,0,0,9,0,0,0,0,102024,0,0,0,0,0,0,0,0,32967,0,14447,0,0,0,0,0,0,0,0,0,0,0,545,0,0,0,0,0,0,0,0,79722,0,7842,12253,101,2782,5371,0,0,0,0,265,13170,244020,0,0,275180,0,0,0,0,0,173174,0,0,0,0,0,0,0,497,0,0,498,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,47414,0,545,4038,0,-77585,0,580,0,0,0,0,0,0,0,0,200,139555,0,0,0,0,0,0,0,0,0,0,583980,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,0,0,40000,350000,0,0,255303,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9497,6/30/2025 0:00:00,4531,0,0,0,0,4655531,12209,0,6108268,0,4655531,12209,0,0,0,0,0,0,0,0,0,82024,0,0,0,0,0,0,0,0,99280,0,50687,0,0,0,0,0,0,0,0,0,0,0,1546,0,0,0,0,0,0,0,0,45538,0,5478,20094,115,1334,4336,0,0,0,0,620,504,1593073,0,0,658364,0,0,0,0,0,58850,0,0,0,0,38,0,0,605,0,0,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,149967,0,1546,14250,0,59244,0,42280,3119,0,0,0,0,0,0,0,300,341557,0,0,0,0,0,0,0,0,0,0,1419972,2325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9500,6/30/2025 0:00:00,4533,0,0,0,0,392026999,18106220,7755794,467463161,0,392026999,18106220,7755794,0,0,0,158,0,0,0,0,122024,0,0,0,0,0,0,0,0,7409977,0,3171017,0,0,0,0,0,0,0,0,0,0,0,647146,0,0,0,0,0,0,0,0,3090565,75469,431510,520367,150972,194349,1364064,0,15150,0,0,26631,27060,66507651,0,0,19190896,0,0,0,0,2922259,9553638,0,0,0,0,3376,15673,825,28300,713,2827,51714,0,0,0,0,0,0,0,0,0,0,0,0,0,61,3,0,0,0,0,0,0,10580994,0,2053944,4264493,0,2174308,0,320000,0,0,0,0,0,0,0,0,3894140,22263721,0,0,0,0,0,0,0,0,0,0,44877703,960,0,29029708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59739052,0,0,4012271,1647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9501,6/30/2025 0:00:00,4534,0,0,0,0,882684,398004,0,1796602,0,1041326,398004,0,0,0,0,6,0,0,0,0,92024,0,0,0,0,0,0,0,0,65013,0,3699,0,0,0,0,0,0,0,0,0,0,0,7076,0,0,0,0,0,0,0,0,28876,0,2816,16317,50,1571,1800,0,0,0,0,0,62,421056,0,0,423667,0,0,0,0,0,111738,0,0,0,0,6,33,0,265,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,68712,0,7076,9714,0,14582,0,6724,0,0,0,0,0,0,0,0,2105,337348,0,0,0,0,0,0,0,0,0,0,354806,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,0,0,57168,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9517,6/30/2025 0:00:00,4545,0,0,0,0,29388252,489337,0,33867695,0,29388252,489337,0,0,0,0,11,0,0,0,0,92024,0,0,0,0,0,0,0,0,292937,0,510099,0,0,0,0,0,0,0,0,0,0,0,11511,0,0,0,0,0,0,0,0,227266,2751,14161,61886,10688,39683,33701,0,7755,0,0,3195,20707,2354383,0,0,818904,0,0,0,0,603884,1429422,0,0,0,0,289,745,54,2507,318,0,3913,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,803036,0,47687,96587,0,349306,30000,0,0,0,0,0,0,0,0,0,145414,2698867,0,0,0,0,0,0,0,0,0,0,3999808,1181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9518,6/30/2025 0:00:00,4546,0,0,0,0,58944407,2262141,249941,76087099,0,58944407,2262141,249941,0,0,0,2,0,0,0,0,92024,0,0,0,0,0,0,0,0,850302,0,984523,0,0,0,0,0,0,0,0,0,0,0,69288,0,0,0,0,0,0,0,0,774048,21173,75557,174542,27841,154101,164602,0,0,0,0,3365,24022,8644865,0,0,3132924,0,0,0,0,515816,1617350,0,0,0,885,404,2011,329,5932,22,0,8698,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,0,0,0,0,0,1834825,0,218334,425307,0,169750,133422,0,0,0,0,0,0,0,0,0,747467,2945506,0,0,0,0,0,0,0,0,0,0,14481011,1903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,9047480,0,0,0,0,0,0,0,0,0,4000000,0,0,107233,1666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9522,6/30/2025 0:00:00,4549,0,0,0,0,223226974,7914175,663418,249530249,0,223226974,7914175,663418,0,0,0,60,0,0,0,0,92024,0,0,0,0,0,0,0,0,5232264,0,790644,0,0,0,0,0,0,0,0,0,0,0,764511,0,0,0,0,0,0,0,0,2705363,39672,256480,774573,130471,382342,836553,0,0,0,0,22486,32668,41720963,0,0,10552057,0,0,0,0,3824544,5460663,0,0,1605,0,2188,9930,284,15986,3106,1130,32624,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,6022908,0,1599625,1572469,0,655956,0,900000,45628,0,0,0,0,0,0,247026754,1780559,8133515,0,0,0,0,0,0,0,0,0,0,19206996,778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1490,25445353,0,0,0,0,0,0,0,0,0,35435881,0,0,901794,1657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9527,6/30/2025 0:00:00,4553,0,0,0,0,244174,0,0,396747,0,322839,0,0,0,0,0,2,0,0,0,0,112024,0,0,0,0,0,0,0,0,1385,0,6962,0,0,0,0,0,0,0,0,0,0,0,296,0,0,0,0,0,0,0,0,0,0,0,4939,0,0,2476,0,0,0,0,0,514,0,0,0,0,0,0,0,0,0,15135,0,0,0,0,0,0,0,263,2,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8347,0,296,330,0,1374,0,438,98,0,0,0,0,0,0,0,0,117252,0,0,0,0,0,0,0,0,13,0,67537,1702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,0,0,556,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9532,6/30/2025 0:00:00,4556,0,0,0,0,35846237,0,0,40663421,0,35846237,0,0,0,0,0,2,0,0,0,0,122024,0,0,0,0,0,0,0,0,295694,0,319687,0,0,0,0,0,0,0,0,0,0,0,8269,0,0,0,0,0,0,0,0,142370,0,22053,219297,750,27947,13755,0,0,0,0,3978,3198,5911020,0,0,5891688,0,0,0,0,223370,1656655,0,0,0,0,29,902,47,2739,0,0,3717,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,615381,0,47050,129301,0,99782,0,21013,0,0,0,0,0,0,0,38666617,0,7044345,0,0,0,0,0,0,0,0,0,0,4238080,1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9537,6/30/2025 0:00:00,4560,0,0,0,0,60457820,283540,0,69605147,0,60457820,283540,0,0,0,0,12,0,0,0,0,92024,0,0,0,0,0,0,0,0,793266,0,632230,0,0,0,0,0,0,0,0,0,0,0,130467,0,0,0,0,0,0,0,0,432336,7200,118954,520314,102000,21156,64404,0,0,0,0,7721,6800,7102878,0,0,3492921,0,0,0,0,4004662,763314,0,0,0,0,204,3132,0,6637,0,0,9973,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,1425496,0,281715,73559,0,341107,44256,0,0,0,0,0,0,0,0,0,1136740,11503752,0,0,0,0,0,0,0,0,0,0,8742307,1255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3220000,0,0,695291,1728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9554,6/30/2025 0:00:00,4569,0,0,0,0,2309998,0,0,2593193,0,2309998,0,0,0,0,0,2,0,0,0,0,122024,0,0,0,0,0,0,0,0,42508,0,32341,0,0,0,0,0,0,0,0,0,0,0,4724,0,0,0,0,0,0,0,0,34986,567,2655,17147,0,0,1823,0,0,0,0,0,2710,314482,0,0,0,0,0,0,0,0,430767,0,0,0,0,90,0,0,501,3,0,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,74849,0,4724,20121,0,-30436,0,0,0,0,0,0,0,0,0,0,100,242778,0,0,0,0,0,0,0,0,0,0,487054,1878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112855,2564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
