FI Type Name,FI Group Name,FI Industry Name,Company Name,Canadian Trade Company Name,Representative Name,Title,Address Line 1,Address Line 2,City,Province State,Postal ZIP Code,Authorized Insurance Classes
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,Nationwide Mutual Insurance Company,Nationwide Mutual Insurance Company,John R. Milnes,Chief Agent,1240 BAY STREET,SUITE206,Toronto,Ontario,M5R2A7,Property; Aircraft; Hail; Accident and sickness; Fidelity; Boiler and machinery; Surety; Automobile; Liability. All classes of insurance are limited to the business of reinsurance and to the servicing of existing policies.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,Odyssey Reinsurance Company,Odyssey Reinsurance Company,Jean-Raymond  Kingsley,Senior Vice President & Chief Agent,1600-55 UNIVERSITY AVE,,TORONTO,Ontario,M5J 2H7,Property; Aircraft; Marine; Credit; Fidelity; Surety; Accident and sickness; Automobile; Boiler and machinery; Hail; Legal expense; Liability. Fidelity & marine insurance are restricted to the business of reinsurance.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,Partner Reinsurance Company of the U.S.,Partner Reinsurance Company of the U.S.,Jason  Arbuckle,Chief Agent,95 WELLINGTON STREET WEST,12TH FLOOR,TORONTO,Ontario,M5J 2N7,Property; Aircraft; Accident and sickness; Liability; Automobile; Credit; Fidelity; Hail; Marine; Surety; Boiler and machinery. All classes of insurance are to be limited to the business of reinsurance.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,Privilege Underwriters Reciprocal Exchange,PURE Insurance,Christos  Sevdalis,Chief Agent,120 ADELAIDE STREET WEST,SUITE 2118,TORONTO,Ontario,M5H 1T1,Property; Liability; Marine; Automobile.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,Protective Insurance Company,Protective Insurance Company,Colleen  Sexsmith,Chief Agent,330 EAGLE STREET,,NEWMARKET,Ontario,L3Y 1K1,Property; Accident and sickness; Automobile; Liability.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,"RiverStone International Insurance, Inc.","RiverStone International Insurance, Inc.",Laurie  LaPalme,Chief Agent,77 KING STREET WEST,SUITE 400,TORONTO,Ontario,M5K 0A1,Property; Liability; Automobile.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,SCOR UK Company Limited,SCOR Insurance – Canadian Branch,Robert  Koger,Chief Agent,145 KING STREET WEST,SUITE 2800,Toronto,Ontario,M5H 1J8,Property; Liability; Marine; Boiler and machinery.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,Safety National Casualty Corporation,Safety National Casualty Corporation,Laurie  LaPalme,Chief Agent,2100-40 KING ST W,SCOTIA PL,TORONTO,Ontario,M5H 3C2,Property; Liability.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,Sentry Insurance Company,Sentry Insurance Company,Laurie  LaPalme,Chief Agent,77 KING STREET WEST,SUITE 400 TORONTO-DOMINION CENTRE,TORONTO,Ontario,M5K 0A1,Property; Aircraft; Fidelity; Boiler and machinery; Surety; Automobile; Liability. The class of Aircraft insurance is restricted to the servicing of business assumed from Middlesex Insurance Company.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,Shelter Mutual Insurance Company,Shelter Mutual Insurance Company,Laurie  LaPalme,Chief Agent,77 KING STREET WEST,SUITE 400,TORONTO,Ontario,M5K 0A1,Property; Liability; Automobile; Boiler and machinery; Marine; Hail; Legal expense. Limited to reinsurance of risks.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,SiriusPoint America Insurance Company,SiriusPoint America Insurance Company,Colleen  Sexsmith,Chief Agent,330 EAGLE STREET,,NEWMARKET,Ontario,L3Y 1K1,Property; Automobile; Fidelity; Hail; Liability; Surety. All classes of insurance are limited to the business of reinsurance.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,Sompo Japan Insurance Inc.,Sompo Japan Insurance Inc.,Gordon P. Goodman,Chief Agent,"SUITE 3100, 199 BAY STREET","COMMERCE COURT, PO BOX 254",TORONTO,Ontario,M5L 1E9,"Property; Aircraft; Marine; Boiler and machinery; Fidelity; Surety; Automobile; Liability. Further, the foreign company is authorized to insure in Canada risks under the name in French, \Assurances Sompo Nipponkoa du Japon Inc.\"""""
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,St. Paul Fire and Marine Insurance Company,St. Paul Fire and Marine Insurance Company,Heather M. Masterson,Chief Agent,165 UNIVERSITY AVENUE,,TORONTO,Ontario,M5H 3B9,Property; Aircraft; Marine; Fidelity; Boiler and machinery; Surety; Automobile; Liability.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,Starr Insurance & Reinsurance Limited,Starr Insurance & Reinsurance Limited,Hano  Pak,Chief Agent,200 KING STREET WEST,SUITE 1200,TORONTO,Ontario,M5H 3T4,Property; Aircraft; Accident and sickness; Liability; Automobile; Credit; Fidelity; Marine; Surety; Boiler and machinery.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,Stewart Title Guaranty Company,Stewart Title Guaranty Company,Marco  Polsinelli,Chief Agent,2600-200 BAY ST,"ROYAL BANK PLAZA, NORTH TOWER",TORONTO,Ontario,M5J 2J2,Title.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,Swiss Re Corporate Solutions America Insurance Corporation,Swiss Re Corporate Solutions America Insurance Corporation,James  Gasco,Branch Management - Chief Agent & Head Canada,150 King Street West,Suite 1000,Toronto,Ontario,M5H 1J9,"Property; Aircraft; Accident and sickness; Liability; Credit; Fidelity; Automobile; Hail; Surety; Marine; Boiler and machinery. The classes of aircraft insurance and hail insurance are limited to the servicing of policies assumed by Swiss Re Corporate Solutions America Insurance Corporation, on an assumption basis, from the Canadian branch of Westport Insurance Corporation."
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,Swiss Reinsurance Company Ltd,Swiss Reinsurance Company Ltd,Jolee  Crosby,Branch Management - CEO & Chief Agent of the Canadian Branch,150 KING ST WEST,SUITE 1000,Toronto,Ontario,M5H 1J9,Life; Property; Aircraft; Accident and sickness; Liability; Marine; Automobile; Boiler and machinery; Credit; Fidelity; Hail; Legal expense; Surety. All classes of insurance are limited to the business of reinsurance.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,"Technology Insurance Company, Inc.","Technology Insurance Company, Inc.",Colleen Anne Sexsmith,Chief Agent,330 EAGLE STREET,,NEWMARKET,Ontario,L3Y 1K1,Property; Liability; Marine; Credit protection; Automobile; Legal expenses; Boiler and machinery; Fidelity; Surety.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,Toa Reinsurance Company of America (The),Toa Reinsurance Company of America (The),Jing  Gong,Chief Agent,"55 UNIVERSITY AVENUE, SUITE 1103",P.O. BOX 53,Toronto,Ontario,M5J 2H7,Property; Accident and sickness; Liability; Marine; Automobile; Boiler and machinery; Credit; Fidelity; Hail; Surety. All classes of insurance are limited to the business of reinsurance.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,"Tokio Marine & Nichido Fire Insurance Co., Ltd.","Tokio Marine & Nichido Fire Insurance Co., Ltd.",Craig A. Pinnock,Chief Agent,105 ADELAIDE ST W,,TORONTO,Ontario,M5H 1P9,Property; Aircraft; Marine; Fidelity; Boiler and machinery; Surety; Automobile; Liability.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,Transatlantic Reinsurance Company,Transatlantic Reinsurance Company,Stephanie  Russell,"SVP, Chief Agent",95 WELLINGTON STREET WEST,SUITE 1110,TORONTO,Ontario,M5J 2N7,Property; Aircraft; Marine; Credit; Hail; Accident and sickness; Fidelity; Boiler and machinery; Surety; Automobile; Liability. All classes of insurance are limited to the business of reinsurance.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,Triton Insurance Company,Triton Insurance Company,David  Torrence,Chief Agent,380 WELLINGTON STREET,SUITE 1420,LONDON,Ontario,N6A 5B5,Property; Accident and sickness; Liability; Fidelity; Credit protection.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,United States Liability Insurance Company,United States Liability Insurance Company,Stuart  McAlister,Chief Agent,702-4080 CONFEDERATION PARKWAY,MAILBOX 13,MISSISSAUGA,Ontario,L5B 0G1,Property; Liability; Fidelity; Boiler and machinery.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,XL Reinsurance America Inc.,XL Reinsurance America Inc.,Timothy  Fisher,Branch Manager & Chief Agent for Canada,100 KING STREET WEST,SUITE 3010,TORONTO,Ontario,M5X 1C9,Property; Aircraft; Marine; Boiler and machinery; Hail; Accident and sickness; Fidelity; Surety; Automobile; Liability. The class of Surety is limited to the business of reinsurance.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,XL Specialty Insurance Company,XL Specialty Insurance Company,James Joon-Soo Lee,Chief Agent for Canada,100 KING STREET WEST,SUITE 3020,TORONTO,Ontario,M5X 1C9,Property; Aircraft; Accident and sickness; Liability; Marine; Automobile; Surety; Boiler and machinery; Credit; Fidelity.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,Zurich Insurance Company Ltd,Zurich Insurance Company Ltd,Saad  Mered,Chief Agent,5500-100 KING ST W,"FIRST CANADIAN PLACE,",TORONTO,Ontario,M5X 1C9,Property; Aircraft; Marine; Credit; Accident and sickness; Fidelity; Boiler and machinery; Surety; Automobile; Liability.
Federally Regulated Financial Institutions,Trust Companies,Trust Companies,B2B Trustco,,Thierry  Langevin,Chief Executive Officer,1360 RENE-LEVESQUE WEST BLVD.,SUITE 600,MONTREAL,Quebec,H3G 0E5,
Federally Regulated Financial Institutions,Trust Companies,Trust Companies,BMO Trust Company,,Elizabeth  Dorsch,Chief Executive Officer,FIRST CANADIAN PLACE,"100 KING STREET WEST, 9TH FLOOR",TORONTO,Ontario,M5X 1A1,
Federally Regulated Financial Institutions,Trust Companies,Trust Companies,Bank of Nova Scotia Trust Company (The),,Robert  McGavin,Chief Executive Officer,44 KING ST W,,TORONTO,Ontario,M5H 1H1,
Federally Regulated Financial Institutions,Trust Companies,Trust Companies,CIBC Mellon Trust Company,,Malachy Francis Cullen,Chief Executive Officer,1 YORK STREET,SUITE 900,TORONTO,Ontario,M5J 0B6,
Federally Regulated Financial Institutions,Trust Companies,Trust Companies,CIBC Trust Corporation,,Robert  Cancelli,Chief Executive Officer,81 BAY STREET,CIBC SQUARE,TORONTO,Ontario,M5J 0E7,
Federally Regulated Financial Institutions,Trust Companies,Trust Companies,Canada Trust Company (The),,Robert Ryan McNally,Chief Executive Officer,66 WELLINGTON STREET WEST,"TD TOWER, 15TH FLOOR",TORONTO,Ontario,M5K 1A2,
Federally Regulated Financial Institutions,Trust Companies,Trust Companies,Canadian Western Trust Company,,Marie-Soleil  Lemieux,President and Chief Executive Officer,10180 101 STREET,SUITE 600,EDMONTON,Alberta,T5J 3S4,
Federally Regulated Financial Institutions,Trust Companies,Trust Companies,Central 1 Trust Company,,Brent  Clode,Chief Executive Officer,1441 CREEKSIDE DR,,VANCOUVER,British Columbia,V6J 4S8,
Federally Regulated Financial Institutions,Trust Companies,Trust Companies,Cidel Trust Company,,Craig  Rimer,Chief Executive Officer,322 - 11TH AVENUE SW,"SUITE 403, VINTAGE TOWERS",CALGARY,Alberta,T2R 0C5,
Federally Regulated Financial Institutions,Trust Companies,Trust Companies,Citizens Trust Company,,Wellington Charles-Geoffrey Holbrook,Chief Executive Officer,183 TERMINAL AVENUE,,VANCOUVER,British Columbia,V6A 4G2,
Federally Regulated Financial Institutions,Trust Companies,Trust Companies,Community Trust Company,,Edward  Kholodenko,Chief Executive Officer,5700 YONGE STREET,SUITE 1900,TORONTO,Ontario,M2M 4K2,
Federally Regulated Financial Institutions,Trust Companies,Trust Companies,Computershare Advantage Trust of Canada,,Matthew  Cox,President and CEO,88A EAST BEAVER CREEK RD.,,TORONTO,Ontario,L4B 4A8,
Federally Regulated Financial Institutions,Trust Companies,Trust Companies,Computershare Trust Company of Canada,,Matthew  Cox,Chief Executive Officer,320 BAY STREET,14TH FLOOR,Toronto,Ontario,M5H 4A6,
Federally Regulated Financial Institutions,Trust Companies,Trust Companies,Concentra Trust,,Marlene  Lenarduzzi,Interim President and Chief Executive Officer,25 ONTARIO STREET,SUITE 2200,TORONTO,Ontario,M5A 0Y9,
Federally Regulated Financial Institutions,Trust Companies,Trust Companies,Desjardins Trust Inc.,,Sébastien  Vallée,Chief Executive Officer,"1, COMPLEXE DESJARDINS",,MONTRÉAL,Quebec,H5B 1B2,
Federally Regulated Financial Institutions,Trust Companies,Trust Companies,Effort Trust Company (The),,Eric O. Weisz,President & Chief Executive Officer,50 KING STREET EAST,,HAMILTON,Ontario,L8N 1A6,
Federally Regulated Financial Institutions,Trust Companies,Trust Companies,Equitable Trust,,Marlene  Lenarduzzi,Interim President & Chief Executive Officer,25 ONTARIO STREET,SUITE 2200,TORONTO,Ontario,M5A 0Y9,
Federally Regulated Financial Institutions,Trust Companies,Trust Companies,FNB Trust,,Bill  Lomax,Chief Executive Officer,300-224 4th Avenue S,,Saskatoon,Saskatchewan,S7K 5M5,
Federally Regulated Financial Institutions,Trust Companies,Trust Companies,Fiduciary Trust Company of Canada,,Gene  Todd,President & CEO,200 KING STREET WEST,SUITE 1400,TORONTO,Ontario,M5H 3T4,
Federally Regulated Financial Institutions,Trust Companies,Trust Companies,Home Trust Company,,Scott  Wood,Chief Executive Officer,145 King Street West,Suite 2300,Toronto,Ontario,M5H 1J8,
Federally Regulated Financial Institutions,Trust Companies,Trust Companies,Industrial Alliance Trust Inc.,,Étienne  Gagnon,Directeur général,1080 Grande Allée West,,Quebec,Quebec,G1S 1C7,
Federally Regulated Financial Institutions,Trust Companies,Trust Companies,Investors Group Trust Co. Ltd.,,Alana  Riley,President and Chief Executive Officer,447 PORTAGE AVE,,WINNIPEG,Manitoba,R3B 3H5,
Federally Regulated Financial Institutions,Trust Companies,Trust Companies,LBC Trust,,Thierry  Langevin,Chief Executive Officer,1360 RENE-LEVESQUE WEST BLVD.,SUITE 600,MONTREAL,Quebec,H3G 0E5,
Federally Regulated Financial Institutions,Trust Companies,Trust Companies,Laurentian Trust of Canada Inc.,,Thierry  Langevin,Chief Executive Officer,1360 RENE-LEVESQUE WEST BLVD.,SUITE 600,MONTREAL,Quebec,H3G 0E5,
Federally Regulated Financial Institutions,Trust Companies,Trust Companies,Legacy Private Trust,,Andrea C. Love,Chief Executive Officer,35 MADISON AVENUE,,Toronto,Ontario,M5R 2S2,
Federally Regulated Financial Institutions,Trust Companies,Trust Companies,Manulife Trust Company,,Katharine High Boshart,Chief Executive Officer,500 KING STREET NORTH,BOX 1602,WATERLOO,Ontario,N2J 4C6,
Federally Regulated Financial Institutions,Trust Companies,Trust Companies,Montreal Trust Company of Canada,,King Tin Kingsley  Chak,Chief Executive Officer,44 KING ST W,,TORONTO,Ontario,M5H 1H1,
Federally Regulated Financial Institutions,Trust Companies,Trust Companies,Natcan Trust Company,,Marie-Soleil  Lemieux,Chief Executive Officer,"800, SAINT-JACQUES STREET",3RD FLOOR,MONTRÉAL,Quebec,H3C 1A3,
Federally Regulated Financial Institutions,Trust Companies,Trust Companies,National Trust Company,,King Tin Kingsley  Chak,Chief Executive Officer,44 KING ST W,,TORONTO,Ontario,M5H 1H1,
Federally Regulated Financial Institutions,Trust Companies,Trust Companies,"Northern Trust Company, Canada (The)",,Jeffrey Paul Alexander,Chief Executive Officer,145KING STREET WEST,SUITE 1910,Toronto,Ontario,M5H 1J8,
Federally Regulated Financial Institutions,Trust Companies,Trust Companies,Odyssey Trust Company,,Jenna  Kaye,Chief Executive Officer,"1230, 300 5 AVENUE SW",,CALGARY,Alberta,T2P 3C4,
Federally Regulated Financial Institutions,Trust Companies,Trust Companies,Peace Hills Trust Company,,David  Boisvert,Chief Executive Officer,10011 109th Street,10th Floor,Edmonton,Alberta,T5J 3S8,
Federally Regulated Financial Institutions,Trust Companies,Trust Companies,Peoples Trust Company,,John  Landry,Chief Executive Officer,888 Dunsmuir Street,Suite 1400,Vancouver,British Columbia,V6C 3H4,
Federally Regulated Financial Institutions,Trust Companies,Trust Companies,RBC Investor Services Trust,,Claire  Johnson,Chief Executive Officer,"200 BAY ST., 12TH FLOOR","ROYAL BANK PLAZA, SOUTH TOWER",TORONTO,Ontario,M5J 2J5,
Federally Regulated Financial Institutions,Trust Companies,Trust Companies,Royal Trust Company (The),,Leanne  Kaufman,President and Chief Executive Officer,"200 BAY ST., 12TH FLOOR","ROYAL BANK PLAZA, SOUTH TOWER",TORONTO,Ontario,M5J 2J5,
Federally Regulated Financial Institutions,Trust Companies,Trust Companies,Royal Trust Corporation of Canada,,Leanne  Kaufman,President and Chief Executive Officer,"200 BAY ST., 12TH FLOOR","ROYAL BANK PLAZA, SOUTH TOWER",TORONTO,Ontario,M5J 2J5,
Federally Regulated Financial Institutions,Trust Companies,Trust Companies,Solus Trust Company,,Jennifer  Hodgson,Chief Executive Officer,100 YONGE ST.,SUITE 1400,TORONTO,Ontario,M5C 2W1,
Federally Regulated Financial Institutions,Trust Companies,Trust Companies,State Street Trust Company Canada,,Robert J. Baillie,Chief Executive Officer,"30 ADELAIDE ST., E.",SUITE 1100,TORONTO,Ontario,M5C 3G6,
Federally Regulated Financial Institutions,Trust Companies,Trust Companies,Sun Life Financial Trust Inc.,,Shijie  Zhong,President and Chief Executive Officer,1 YORK STREET,,TORONTO,Ontario,M5J 0B6,
Federally Regulated Financial Institutions,Trust Companies,Trust Companies,TSX Trust Company,,Lara  Donaldson,President and Chief Executive Officer,100 ADELAIDE STREET WEST,SUITE 300,TORONTO,Ontario,M5H 1S3,
Federally Regulated Financial Institutions,Trust Companies,Trust Companies,Valiant Trust Company,,Marie-Soleil  Lemieux,President and Chief Executive Officer,10180 101 STREET,SUITE 600,EDMONTON,Alberta,T5J 3S4,
Foreign Bank Representative Offices,Foreign Bank Representative Offices,Foreign Bank Representative Offices,Agricultural Bank of China Limited,,Lan  Huang,Chief Representative,SUITE 2220,510 WEST GEORGIA STREET,VANCOUVER,British Columbia,V6B 0M3,
Foreign Bank Representative Offices,Foreign Bank Representative Offices,Foreign Bank Representative Offices,Attijariwafa bank,,Mohamed  Hamdouni,Chief Representative,2198 RENE LEVESQUE,OUEST,MONTREAL,Quebec,H3H 2T8,
Foreign Bank Representative Offices,Foreign Bank Representative Offices,Foreign Bank Representative Offices,"Banco Base, S.A., Institución de Banca Múltiple",,FERNANDO  PEÑA,Chief Representative,120 ADELAIDE ST. WEST,SUITE 2500,TORONTO,Ontario,M5H 1T1,
Foreign Bank Representative Offices,Foreign Bank Representative Offices,Foreign Bank Representative Offices,"Bank of Communications Co., Ltd.",,Yang  Liu,Chief Representative,"SUITE 2460, 22 ADELAIDE STREET WEST",,Toronto,Ontario,M5H 4E3,
Foreign Bank Representative Offices,Foreign Bank Representative Offices,Foreign Bank Representative Offices,Banque Centrale Populaire du Maroc,,HICHAM  BEN OMAR EL MDAGHRI,HEAD OF REPRESENTATIVE OFFICE,2208 RENE-LEVESQUE BLVD W,,MONTREAL,Quebec,H3H 1R6,
Foreign Bank Representative Offices,Foreign Bank Representative Offices,Foreign Bank Representative Offices,Banque Marocaine du Commerce Extérieur S.A.,,Rachid  Kharouji,Chief Representative,200-370 RUE JEAN-TALON EST,,MONTREAL,Quebec,H2R 1T3,
Foreign Bank Representative Offices,Foreign Bank Representative Offices,Foreign Bank Representative Offices,Banque Transatlantique S.A.,,David  Eap,Chief Representative,2 COMPLEXE DESJARDINS,27TH EAST TOWER,MONTREAL,Quebec,H5B 1E4,
Foreign Bank Representative Offices,Foreign Bank Representative Offices,Foreign Bank Representative Offices,Caixa Economica Montepio Geral,,Elisa Medina Silva,Chief Representative,1667 DUNDAS STREET WEST,,TORONTO,Ontario,M6K 1V2,
Foreign Bank Representative Offices,Foreign Bank Representative Offices,Foreign Bank Representative Offices,"Caixa Geral de Depósitos, S.A.",,Marisol  Ribeiro,Chief Representative,100-425 UNIVERSITY AVE,,TORONTO,Ontario,M5G 1T6,
Foreign Bank Representative Offices,Foreign Bank Representative Offices,Foreign Bank Representative Offices,"CaixaBank, S.A.",,Barbara  Carmona,Chief Representative,401 Bay Street - Suite 1220,,Toronto,Ontario,M5H 2Y4,
Foreign Bank Representative Offices,Foreign Bank Representative Offices,Foreign Bank Representative Offices,Crédit Industriel et Commercial S.A.,,Hélène  Renault,Chief Representative,2 COMPLEXE DESJARDINS,27TH EAST TOWER,MONTREAL,Quebec,H5B 1E4,
Foreign Bank Representative Offices,Foreign Bank Representative Offices,Foreign Bank Representative Offices,JN Bank Limited,,Monique  Broughton,Chief Representative Officer,1390 Eglinton Avenue West,,Toronto,Ontario,M6C 2E4,
Foreign Bank Representative Offices,Foreign Bank Representative Offices,Foreign Bank Representative Offices,Landesbank Baden-Württemberg,,Steve  Gagro,Chief Representative,"110 Yonge Street, Suite 1101",,Toronto,Ontario,M5C 1T4,
Foreign Bank Representative Offices,Foreign Bank Representative Offices,Foreign Bank Representative Offices,Natixis,,Michael  Costakos,Chief Representative,1800 MCGILL COLLEGE AVENUE,SUITE 2811,MONTREAL,Quebec,H3A 3J6,
Foreign Bank Representative Offices,Foreign Bank Representative Offices,Foreign Bank Representative Offices,"Pathward, National Association",,Michelle  Jons,"VP, Operational Risk Management",SUITE 342,1315 PICKERING PARKWAY,PICKERING,Ontario,L1V 7G5,
