FI Type Name,FI Group Name,FI Industry Name,Company Name,Canadian Trade Company Name,Representative Name,Title,Address Line 1,Address Line 2,City,Province State,Postal ZIP Code,Authorized Insurance Classes
Federally Regulated Financial Institutions,Life Insurance Companies,Canadian Life Insurance Companies,Primerica Life Insurance Company of Canada,,John A. Adams,Chief Executive Officer,6985 FINANCIAL DRIVE,SUITE 400,MISSISSAUGA,Ontario,L5N 0G3,Life; Accident and sickness.
Federally Regulated Financial Institutions,Life Insurance Companies,Canadian Life Insurance Companies,RBC Life Insurance Company,,Rino  D'Onofrio,Chief Executive Officer,"200 BAY ST., 12TH FLOOR","ROYAL BANK PLAZA, SOUTH TOWER",TORONTO,Ontario,M5J 2J5,Life; Accident and sickness.
Federally Regulated Financial Institutions,Life Insurance Companies,Canadian Life Insurance Companies,RGA Life Reinsurance Company of Canada,,Dominic  Hains,President & CEO,1300-1981 MCGILL COLLEGE AVE,,MONTREAL,Quebec,H3A 3A8,"Life; Accident and sickness; Credit protection; Other approved products. - All classes of insurance are limited to the business of reinsurance.  The class of credit protection insurance is limited to the insurance against the involuntary loss of employment by a person, the limit of which insurance is all or part of the debt of the person.
- Limited to coverage for lapse risks.
- Limited to the class of life insurance to the business of reinsurance and the business of providing direct insurance coverage to pension plans."
Federally Regulated Financial Institutions,Life Insurance Companies,Canadian Life Insurance Companies,Reliable Life Insurance Company,,Jason R Smith,President and Chief Executive Officer,100 KING STREET WEST,SUITE 1100,HAMILTON,Ontario,L8P 1A2,Life; Accident and sickness.
Federally Regulated Financial Institutions,Life Insurance Companies,Canadian Life Insurance Companies,Sun Life Assurance Company of Canada,,Kevin D. Strain,President and Chief Executive Officer,1 YORK STREET,,TORONTO,Ontario,M5J 0B6,"Life; Accident and sickness; Credit protection. The class of credit protection insurance is limited to the insurance against the involuntary loss of employment by a person, the limit of which insurance is all or part of the debt of the person."
Federally Regulated Financial Institutions,Life Insurance Companies,Canadian Life Insurance Companies,Sun Life Financial Inc.,,Kevin D. Strain,President and Chief Executive Officer,1 YORK STREET,,TORONTO,Ontario,M5J 0B6,Life.
Federally Regulated Financial Institutions,Life Insurance Companies,Canadian Life Insurance Companies,Sun Life Insurance (Canada) Limited,,Gregory Andrew Dilworth,President and Chief Executive Officer,1 YORK STREET,,TORONTO,Ontario,M5J 0B6,Life; Accident and sickness.
Federally Regulated Financial Institutions,Life Insurance Companies,Canadian Life Insurance Companies,TD Life Insurance Company,,James V.  Russell,Chief Executive Officer,12TH FLOOR,50 CRÉMAZIE PL,MONTRÉAL,Quebec,H2P 1B6,Life; Accident and sickness.
Federally Regulated Financial Institutions,Life Insurance Companies,Canadian Life Insurance Companies,TruStage Life of Canada,,Vanessa  Sehmrau,Chief Executive Officer,180 NORTHFIELD DRIVE WEST,"UNIT 4, 1ST FLOOR",Waterloo,Ontario,N2L 0C7,Life; Accident and sickness. The class of accident and sickness insurance is limited to the servicing of business assumed from John Alden Life.
Federally Regulated Financial Institutions,Life Insurance Companies,Canadian Life Insurance Companies,Wawanesa Life Insurance Company (The),,Evan  Johnston,President & Chief Executive Officer,236 CARLTON STREET,,WINNIPEG,Manitoba,R3C 1P5,"Life; Accident and sickness; Credit protection. Credit protection insurance, limited to the insurance against involuntary loss of employment by a person, the limit of which insurance is all or part of the debt of the person and limited to the servicing of existing policies"
Federally Regulated Financial Institutions,Life Insurance Companies,Canadian Life Insurance Companies,ivari,,Andre Guy Mousseau,Chief Executive Officer,5000 YONGE STREET,SUITE 200,TORONTO,Ontario,M2N 7E9,Life; Accident and sickness.
Federally Regulated Financial Institutions,Life Insurance Companies,Foreign Life Insurance Companies,AWP Health & Life SA,AWP Health & Life SA,Chris  Hebb,Chief Agent,130 ADELAIDE STREET WEST,SUITE 1600,TORONTO,Ontario,M5H 3P5,Life; Accident and sickness.
Federally Regulated Financial Institutions,Life Insurance Companies,Foreign Life Insurance Companies,Aetna Life Insurance Company,Aetna Life Insurance Company,Colleen Anne Sexsmith,Chief Agent,330 EAGLE STREET,,NEWMARKET,Ontario,L3Y 1K1,Life; Accident and sickness.
Federally Regulated Financial Institutions,Life Insurance Companies,Foreign Life Insurance Companies,American Bankers Life Assurance Company of Florida,American Bankers Life Assurance Company of Florida,Paul  Cosgrove,Chief Agent,2000-5000 YONGE ST,,TORONTO,Ontario,M2N 7E9,Life; Accident and sickness.
Federally Regulated Financial Institutions,Life Insurance Companies,Foreign Life Insurance Companies,American Health and Life Insurance Company,American Health and Life Insurance Company,David  Torrence,Chief Agent,380 WELLINGTON STREET,SUITE 1420,LONDON,Ontario,N6A 5B5,Life.
Federally Regulated Financial Institutions,Life Insurance Companies,Foreign Life Insurance Companies,American Income Life Insurance Company,American Income Life Insurance Company,Laurie  LaPalme,Chief Agent,77 KING STREET WEST,SUITE 400,TORONTO,Ontario,M5K 0A1,Life; Accident and sickness.
Federally Regulated Financial Institutions,Life Insurance Companies,Foreign Life Insurance Companies,British Insurance Company of Cayman,British Insurance Company of Cayman,Amhlaoibh  Lynch,Chief Agent,700 - 184 FRONT ST E,,TORONTO,Ontario,M5A 4N3,"Life; Accident and sickness; Credit protection; Other approved products. All classes of insurance are to be limited to the business of reinsurance.
Limited to coverage for lapse risks."
Federally Regulated Financial Institutions,Life Insurance Companies,Foreign Life Insurance Companies,Combined Insurance Company of America,Combined Insurance Company of America,Vincent  Iozzo,Chief Agent,SUITE 700,"150, COMMERCE VALLEY DRIVE W.",MARKHAM,Ontario,L3T 7Z3,"Life; Accident and sickness; Credit protection. The class of credit protection insurance is limited to the insurance against the involuntary loss of employment by a person, the limit of which insurance is all or part of the debt of the person."
Federally Regulated Financial Institutions,Life Insurance Companies,Foreign Life Insurance Companies,Connecticut General Life Insurance Company,Connecticut General Life Insurance Company,Fong Liang Tsaur,Chief Agent,100 CONSILIUM PLACE,SUITE 301,SCARBOROUGH,Ontario,M1H 3E3,Life; Accident and sickness.
Federally Regulated Financial Institutions,Life Insurance Companies,Foreign Life Insurance Companies,Employers Reassurance Corporation,Employers Reassurance Corporation,Colleen Anne Sexsmith,Chief Agent,6100 SPRINT PARKWAY,SUITE 3400,"OVERLAND PARK, JOHNSON",Kansas,66211-1150,Life; Accident and sickness. All classes of insurance are limited to the business of reinsurance.
Federally Regulated Financial Institutions,Life Insurance Companies,Foreign Life Insurance Companies,General Re Life Corporation,General Re Life Corporation,Stuart  McAlister,Chief Agent for Canada,5705-1 FIRST CANADIAN PL,PO BOX 471,TORONTO,Ontario,M5X 1E4,Life; Accident and sickness. All classes of insurance are limited to the business of reinsurance.
Federally Regulated Financial Institutions,Life Insurance Companies,Foreign Life Insurance Companies,Hannover Re (Ireland) Designated Activity Company,Hannover Re (Ireland) DAC,Laurie  LaPalme,Chief Agent,400-220 BAY ST,,TORONTO,Ontario,M5J 2W4,Life; Accident and sickness; Credit protection. Credit protection insurance is limited to the involuntary loss of employment. All classes of insurance are limited to the business of reinsurance.
Federally Regulated Financial Institutions,Life Insurance Companies,Foreign Life Insurance Companies,Jackson National Life Insurance Company,Jackson National Life Insurance Company,Gordon  Goodman,Chief Agent,SUITE 3200,40 TEMPERANCE STREET,TORONTO,Ontario,M5H 0B4,"Life; Accident and sickness. All classes of insurance are limited to the servicing of policies issued prior to June 1, 1992."
Federally Regulated Financial Institutions,Life Insurance Companies,Foreign Life Insurance Companies,Life Insurance Company of North America,Life Insurance Company of North America,Gordon P. Goodman,Chief Agent,SUITE 3200,40 TEMPERANCE ST,TORONTO,Ontario,M5H 0B4,Life; Accident and sickness. Limiting its insurance business in Canada to the servicing of existing policies and the issuance of individual life insurance policies to insured persons exercising their conversion privilege under existing group policies.
Federally Regulated Financial Institutions,Life Insurance Companies,Foreign Life Insurance Companies,Metropolitan Life Insurance Company,Metropolitan Life Insurance Company,Colleen Anne Sexsmith,Chief Agent,330 EAGLE STREET,,NEWMARKET,Ontario,L3Y 1K1,Life; Accident and sickness. All classes of insurance are limited to the servicing of existing policies.
Federally Regulated Financial Institutions,Life Insurance Companies,Foreign Life Insurance Companies,Metropolitan Tower Life Insurance Company,Metropolitan Tower Life Insurance Company,Dominic  Hains,Chief Agent,1300-1981 MCGILL COLLEGE AVE,,MONTREAL,Quebec,H3A 3A8,Life; Accident and sickness. All classes of insurance are limited to the reinsurance of risks. All classes of insurance are limited to the servicing of existing policies.
Federally Regulated Financial Institutions,Life Insurance Companies,Foreign Life Insurance Companies,Munich Reinsurance Company,Munich Reinsurance Company,Bernard  Naumann,Chief Agent,24TH FLOOR,"390 BAY ST, MUNICH RE CTR",TORONTO,Ontario,M5H 2Y2,"Life; Accident and sickness; Other approved products. All classes of insurance are limited to the business of reinsurance.
Other approved products insurance, limited to coverage for lapse risks"
Federally Regulated Financial Institutions,Life Insurance Companies,Foreign Life Insurance Companies,New York Life Insurance Company,New York Life Insurance Company,Gordon P Goodman,Chief Agent,SUITE 3200,40 TEMPERANCE ST,TORONTO,Ontario,M5H 0B4,Life; Accident and sickness.
Federally Regulated Financial Institutions,Life Insurance Companies,Foreign Life Insurance Companies,Pacific Life Re International Limited,Pacific Life Re International Limited,Sarah  Cheng,Chief Agent,SUITE 3500,40 KING STREET WEST,TORONTO,Ontario,M5H 3Y2,Life; Accident and sickness. All classes of insurance are limited to the business of reinsurance.
Federally Regulated Financial Institutions,Life Insurance Companies,Foreign Life Insurance Companies,Pavonia Life Insurance Company of Michigan,Pavonia Life Insurance Company of Michigan,Colleen Anne Sexsmith,Chief Agent,330 EAGLE STREET,,NEWMARKET,Ontario,L3Y 1K1,Life; Accident and sickness. Limiting its insurance business in Canada to the servicing of existing policies.
Federally Regulated Financial Institutions,Life Insurance Companies,Foreign Life Insurance Companies,ReliaStar Life Insurance Company,ReliaStar Life Insurance Company,George Edward Viteri,Chief Agent,400 APPLEWOOD CRESCENT,SUITE 100,VAUGHAN,Ontario,L4K 0C3,"Life; Accident and sickness. All classes of insurance are limited to the business of reinsurance, except that the foreign company may also provide insurance on the lives of residents of Canada insured under group policies issued in the United States."
Federally Regulated Financial Institutions,Life Insurance Companies,Foreign Life Insurance Companies,SCOR SE,SCOR SE,Robert  Mackenzie,Head of Life & Health Canada,1 Place Ville Marie Suite 2010,,Montreal,Quebec,H3B 2C4,Life; Accident and sickness.
Federally Regulated Financial Institutions,Life Insurance Companies,Foreign Life Insurance Companies,Swiss Reinsurance Company Ltd,Swiss Reinsurance Company Ltd (Life Branch),Jolee  Crosby,Branch Management - CEO & Chief Agent of the Canadian Branch,150 KING STREET WEST,SUITE 1000,TORONTO,Ontario,M5H 1J9,"Life; Property; Aircraft; Accident and sickness; Liability; Marine; Automobile; Boiler and machinery; Credit; Fidelity; Hail; Legal expense; Surety; Other approved products. The class of life insurance is limited to the business of reinsurance and the business of providing direct insurance coverage to pension plans. All other classes of insurance are limited to the business of reinsurance.
Limited to coverage for lapse risks"
Federally Regulated Financial Institutions,Loan Companies,Loan Companies,BMO Mortgage Corp.,,Ashish  Arora,Chief Executive Officer,MAIN FLOOR,595 BURRARD STREET,VANCOUVER,British Columbia,V7X 1L7,
Federally Regulated Financial Institutions,Loan Companies,Loan Companies,Bank of Montreal Mortgage Corporation,,Hassan  Pirnia,Chief Executive Officer,350-7TH AVENUE SW,,CALGARY,Alberta,T2P 3N9,
Federally Regulated Financial Institutions,Loan Companies,Loan Companies,CCB Mortgage Investment Corporation (In Liquidation),,,,B.I. ROBERTSON & ASSOCIATES,340-70 UNIVERSITY AVE,TORONTO,Ontario,M5J 2M4,
Federally Regulated Financial Institutions,Loan Companies,Loan Companies,CIBC Mortgages Inc.,,Andrew  Antoniadis,Chief Executive Officer,81 BAY STREET,CIBC SQUARE,TORONTO,Ontario,M5J 0E7,
Federally Regulated Financial Institutions,Loan Companies,Loan Companies,GPC Financial Corporation,,Chris  Baron,President & Chief Executive Officer,200-3381 STEELES AVE E,,TORONTO,Ontario,M2H 3S7,
Federally Regulated Financial Institutions,Loan Companies,Loan Companies,League Savings and Mortgage Company,,Paul  Masterson,President & Chief Executive Officer,"6074 LADY HAMMOND ROAD, SUITE 2001",,HALIFAX,Nova Scotia,B3K 2R7,
Federally Regulated Financial Institutions,Loan Companies,Loan Companies,MCAN Mortgage Corporation,,Derek Gordon Sutherland,President & Chief Executive Officer,200 KING STREET WEST,SUITE 700,TORONTO,Ontario,M5H 3T4,
Federally Regulated Financial Institutions,Loan Companies,Loan Companies,Royal Bank Mortgage Corporation,,Matthew  Pagano,Chief Executive Officer,"200 BAY ST., 12TH FLOOR","ROYAL BANK PLAZA, SOUTH TOWER",TORONTO,Ontario,M5J 2J5,
Federally Regulated Financial Institutions,Loan Companies,Loan Companies,Scotia Mortgage Corporation,,Tracy Silva Gomes,Chief Executive Officer,44 KING ST W,,TORONTO,Ontario,M5H 1H1,
Federally Regulated Financial Institutions,Loan Companies,Loan Companies,Settlers Savings and Mortgage Corporation (In Liquidation),,,,B.I. ROBERTSON & ASSOCIATES LTD,340-70 UNIVERSITY AVE,TORONTO,Ontario,M5J 2M4,
Federally Regulated Financial Institutions,Loan Companies,Loan Companies,TD Mortgage Corporation,,Robert Ryan McNally,Chief Executive Officer,66 WELLINGTON STREET WEST,"TD TOWER, 15TH FLOOR",TORONTO,Ontario,M5K 1A2,
Federally Regulated Financial Institutions,Loan Companies,Loan Companies,TD Pacific Mortgage Corporation,,Julie Ann Armour,Chief Executive Officer,700 WEST GEORGIA STREET,"3RD FLOOR, TD TOWER",VANCOUVER,British Columbia,V7Y 1A2,
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Mortgage Insurers,Canada Guaranty Mortgage Insurance Company,,Andrew J. Charles,President & Chief Executive Officer,400-1 TORONTO ST,,TORONTO,Ontario,M5C 2V6,Mortgage.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Mortgage Insurers,MIC Insurance Company Canada,,Stuart  Levings,Chief Executive Officer,2060 WINSTON PARK DRIVE,SUITE 300,OAKVILLE,Ontario,L6H 5R7,Mortgage. The class of mortgage insurance is limited to the servicing of existing policies.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Mortgage Insurers,Sagen Mortgage Insurance Company Canada,,Stuart  Levings,Chief Executive Officer,2060 Winston Park Drive,Suite 300,Oakville,Ontario,L6H 5R7,Mortgage.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,AIG Insurance Company of Canada,,Peter  Walker,President & CEO,120 BREMNER BOULEVARD,SUITE 2200,TORONTO,Ontario,M5J 0A8,Property; Aircraft; Accident and sickness; Liability; Automobile; Credit; Fidelity; Hail; Marine; Surety; Boiler and machinery; Credit protection.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Accelerant Insurance Company of Canada,,Matthew P Cook,President & Chief Executive Officer,400 - 77 KING STREET WEST,,TORONTO,Ontario,M5K 0A1,Property; Aircraft; Accident and sickness; Liability; Credit protection; Automobile; Boiler and machinery; Credit; Fidelity; Hail; Legal expense; Marine; Surety. The classes of credit protection and hail insurance are limited to the reinsurance of risks on an assumption basis.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Allstate Insurance Company of Canada,,London  Bradley,President & CEO,100-27 ALLSTATE PARKWAY,,MARKHAM,Ontario,L3R 5P8,Property; Accident and sickness; Legal expense; Fidelity; Boiler and machinery; Surety; Automobile; Liability.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Antigonish Farmers' Mutual Insurance Company,,Michael  Malcolm,CEO,188 MAIN STREET,,ANTIGONISH,Nova Scotia,B2B 2B9,Property; Liability; Marine; Hail. The company’s activities are restricted to the Province of Nova Scotia.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Arch Insurance Canada Ltd.,,Jean-Pierre  Galipeault,President & Chief Regional Executive (and CEO for corporate and regulatory purposes),3100-200 BAY ST,,TORONTO,Ontario,M5J 2J3,Property; Aircraft; Accident and sickness; Liability; Automobile; Fidelity; Hail; Marine; Surety; Title; Boiler and machinery; Credit protection; Legal expenses.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Aviva General Insurance Company,,NAVINDER  DHILLON,President & Chief Executive Officer,10 AVIVA WAY,SUITE 100,MARKHAM,Ontario,L6G 0G1,Property; Accident and sickness; Liability; Automobile; Credit. Credit insurance is limited to the business of reinsurance.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Aviva Insurance Company of Canada,,NAVINDER  DHILLON,President & Chief Executive Officer,10 AVIVA WAY,SUITE 100,MARKHAM,Ontario,L6G 0G1,Property; Aircraft; Legal expense; Hail; Accident and sickness; Fidelity; Boiler and machinery; Surety; Automobile; Liability.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Boiler Inspection and Insurance Company of Canada (The),,Barbara  Bellissimo,Chief Executive Officer,390 BAY STREET,SUITE 2000,TORONTO,Ontario,M5H 2Y2,Property; Boiler and machinery; Liability.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,CUMIS General Insurance Company,,ROBERT  WESSELING,President and Chief Executive Officer,151 North Service Road,,Burlington,Ontario,L7R 4C2,Property; Accident and sickness; Fidelity; Boiler and machinery; Surety; Automobile; Liability.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Canadian Northern Shield Insurance Company,,Louis  Gagnon,"Chief Executive Officer, Canada",700 UNIVERSITY AVE,SUITE 1500A,Toronto,Ontario,M5G 0A1,Property; Accident and sickness; Fidelity; Boiler and machinery; Surety; Automobile; Liability.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Canadian Premier General Insurance Company,,Nigel  Branker,Chief Executive Officer,25 SHEPPARD AVE WEST,SUITE 1400,TORONTO,Ontario,M2N 6S6,"Property; Liability; Credit protection; Accident and sickness. The class of Liability insurance is limited to the servicing of policies issued prior to March 31, 1995."
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Certas Direct Insurance Company,,Valérie  Lavoie,Chief Executive Officer,5-100 RUE DES COMMANDEURS,5TH FLOOR WEST,LEVIS,Quebec,G6V 7N5,Property; Marine; Automobile; Liability; Surety.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Certas Home and Auto Insurance Company,,Valérie  Lavoie,Chief Executive Officer,5-100 RUE DES COMMANDEURS,5TH FLOOR WEST,LEVIS,Quebec,G6V 7N5,Property; Accident and sickness; Liability; Automobile; Surety; Fidelity; Boiler and machinery; Marine.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Chubb Insurance Company of Canada,,Paul  Johnstone,Chief Executive Officer,199 BAY STREET,SUITE 2500,TORONTO,Ontario,M5L 1E2,Property; Aircraft; Credit; Marine; Fidelity; Boiler and machinery; Hail; Accident and sickness; Surety; Automobile; Liability.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Clare Mutual Insurance Company,,Janice  Belliveau,Chief Executive Officer,3300 HWY 1,BELLIVEAU COVE,DIGBY COUNTY,Nova Scotia,B0W 1J0,Property; Hail. The company’s activities are restricted to the Province of Nova Scotia.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Co-operators General Insurance Company,,Rob  Wesseling,President and Chief Executive Officer,101 COOPER DRIVE,,GUELPH,Ontario,N1C 0A4,Property; Aircraft; Marine; Fidelity; Legal expense; Credit; Hail; Accident and sickness; Boiler and machinery; Surety; Automobile; Liability.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Definity Insurance Company,,Rowan B. Saunders,Chief Executive Officer,111 WESTMOUNT ROAD SOUTH,P.O. BOX 2000,WATERLOO,Ontario,N2J 4S4,Property; Legal expense; Accident and sickness; Fidelity; Boiler and machinery; Surety; Automobile; Liability.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Dominion of Canada General Insurance Company (The),,Heather M. Masterson,President and Chief Executive Officer,165 UNIVERSITY AVENUE,,TORONTO,Ontario,M5H 3B9,Property; Aircraft; Liability; Automobile; Boiler and machinery; Fidelity; Hail; Surety.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Echelon Insurance,,Jay  Woo,Chief Executive Officer,5450 EXPLORER DR,SUITE 200,MISSISSAUGA,Ontario,L4W 5N1,Property; Accident and sickness; Liability; Credit protection; Automobile; Legal expense; Surety; Boiler and machinery.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Elite Insurance Company,,NAVINDER  DHILLON,President & Chief Executive Officer,10 AVIVA WAY,SUITE 100,MARKHAM,Ontario,L6G 0G1,Property; Aircraft; Accident and sickness; Fidelity; Boiler and machinery; Surety; Automobile; Liability.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Esurance Insurance Company of Canada,,London  Bradley,Chief Executive Officer,100-27 ALLSTATE PARKWAY,,MARKHAM,Ontario,L3R 5P8,Property; Liability; Automobile; Legal expenses. All classes of insurance are limited to the servicing of existing policies.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Everest Insurance Company of Canada,,Renato  Rodrigues,Chief Executive Officer,THE EXCHANGE TOWER,130 KING STREET WEST,TORONTO,Ontario,M5X 1C7,Property; Aircraft; Accident and sickness; Liability; Automobile; Boiler and machinery; Credit; Fidelity; Hail; Surety.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Everest Insurance Company of Canada,,Pamela  Jornacion,"Vice President, Head of Finance, Everest Canada",THE EXCHANGE TOWER,130 KING STREET WEST,TORONTO,Ontario,M5X 1C7,Property; Aircraft; Accident and sickness; Liability; Automobile; Boiler and machinery; Credit; Fidelity; Hail; Surety.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Everest Insurance Company of Canada,,Renato  Rodrigues,Chief Executive Officer,THE EXCHANGE TOWER,130 KING STREET WEST,TORONTO,Ontario,M5X 1C7,Property; Aircraft; Accident and sickness; Liability; Automobile; Boiler and machinery; Credit; Fidelity; Hail; Surety.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Everest Insurance Company of Canada,,Pamela  Jornacion,"Vice President, Head of Finance, Everest Canada",THE EXCHANGE TOWER,130 KING STREET WEST,TORONTO,Ontario,M5X 1C7,Property; Aircraft; Accident and sickness; Liability; Automobile; Boiler and machinery; Credit; Fidelity; Hail; Surety.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,FCT Insurance Company Ltd.,,Michael  LeBlanc,Chief Executive Officer,2235 Sheridan Garden Drive,,Oakville,Ontario,L6J 7Y5,Property; Liability; Legal expense; Mortgage; Title. The class of mortgage insurance is limited to property valuation insurance.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Federated Insurance Company of Canada,,Silvy  Wright,President & Chief Executive Officer,55 STANDISH COURT,SUITE 300,MISSISSAUGA,Ontario,L5R 4B2,Property; Hail; Fidelity; Boiler and machinery; Surety; Automobile; Liability.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,First North American Insurance Company,,Andrew  Kugler,Chief Executive Officer,250 BLOOR STREET EAST,6TH FLOOR,TORONTO,Ontario,M4W 1E5,"Property; Boiler and machinery; Credit protection; Other approved products; Accident and sickness; Automobile. Property; Accident and Sickness; Automobile; Boiler and Machinery; Credit Protection; Other approved products. Other approved products insurance, limited to insurance under which the insurer
undertakes to pay a sum or sums of money to an individual in the event of that
individual’s involuntary loss of employment."
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,GPIC Insurance Company,,Brenna  McGibney,Chief Executive Officer,309-1277 LYNN VALLEY ROAD,,NORTH VANCOUVER,British Columbia,V7J 0A2,Property.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Gore Mutual Insurance Company,,Andy  Taylor,President and Cheif Executive Officer,252 DUNDAS STREET NORTH,,CAMBRIDGE,Ontario,N1R 5T3,Property; Accident and sickness; Fidelity; Boiler and machinery; Surety; Automobile; Liability.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Green Shield Canada,,Zahid Raza Salman,President & CEO,8677 ANCHOR DR,PO BOX 1606 STN A,WINDSOR,Ontario,N9A 6W1,Health; Dental; Pharmaceutical; Legal.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Heartland Farm Mutual Inc.,,Louis  Durocher,Chief Executive Officer,100 ERB ST E,,WATERLOO,Ontario,N2J 1L9,Property; Aircraft; Accident and sickness; Fidelity; Boiler and machinery; Hail; Automobile; Liability.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Intact Insurance Company,,Louis  Gagnon,"CEO, Canada",700 University Avenue,Suite 1500-A,Toronto,Ontario,M5G 0A1,Property; Aircraft; Accident and sickness; Credit protection; Legal expense; Marine; Credit; Hail; Fidelity; Boiler and machinery; Surety; Automobile; Liability.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Jevco Insurance Company,,Louis  Gagnon,"CEO, Canada",700 University Avenue,Suite 1500 A(Legal),Toronto,Ontario,M5G 0A1,Property; Surety; Automobile; Liability.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Munich Reinsurance Company of Canada,,KLAUS  WILKENS,President and Chief Executive Officer,22ND FLOOR,390 BAY ST,TORONTO,Ontario,M5H 2Y2,Property; Aircraft; Legal expense; Credit; Hail; Accident and sickness; Fidelity; Boiler and machinery; Surety; Automobile; Liability. All classes of insurance are limited to the business of reinsurance (except surety insurance).
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Nordic Insurance Company of Canada (The),,Louis  Gagnon,"CEO, Canada",700 University Avenue,Suite 1500-A,Toronto,Ontario,M5G 0A1,Property; Aircraft; Legal expense; Credit; Accident and sickness; Fidelity; Boiler and machinery; Surety; Automobile; Liability.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Northbridge General Insurance Corporation,,Silvy  Wright,Preisdent & Chief Executive Officer,105 Adelaide Street West,,Toronto,Ontario,M5H 1P9,Property; Aircraft; Accident and sickness; Credit protection; Credit; Hail; Fidelity; Boiler and machinery; Surety; Automobile; Liability.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Novex Insurance Company,,Louis  Gagnon,"CEO, Canada",700 University Avenue,Suite 1500-A,Toronto,Ontario,M5G 0A1,Property; Boiler and machinery; Surety; Legal expense; Credit; Accident and sickness; Fidelity; Automobile; Liability. The class of Surety insurance is limited to the business of reinsurance.
